symbol,date,score,score_bucket,f1_norm,f2_norm,f3_norm,f4_norm,f5_norm,f6_norm,f7_norm,f8_norm,f9_norm,f10_norm,f11_norm,f12_norm,f13_norm,f14_norm,f15_norm,f1_cont,f2_cont,f5_cont,f6_cont,f7_cont,f8_cont,f9_cont,f11_cont,f12_cont,f13_cont,f14_cont,f15_cont,outcome_7d,win,percentile_rank,pct_bucket
BTCUSDT,2018-11-12,16.7,0–20,0.1183,0.0,0.0,0.0,0.6693,0.0,0.0,0.041,0.0,0.0,0.5748,0.0,0.7417,0.0,0.0,0.5592,0.2909,0.6693,0.0,0.4771,0.5246,0.5,0.5748,0.5,0.7417,0.5,0.5,-0.235397,0,59.3,top 50%
BTCUSDT,2018-11-13,16.7,0–20,0.137,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.5748,0.0,0.745,0.0,0.0,0.5685,0.308,0.6693,0.0,0.4659,0.4808,0.5,0.5748,0.5,0.745,0.5,0.5,-0.299964,0,59.3,top 50%
BTCUSDT,2018-11-14,29.4,20–40,0.6085,0.6538,0.0,0.0,0.6693,0.0,0.6847,0.0,0.0,0.0,0.0,0.0,0.7908,0.0,0.0,0.8043,0.8269,0.6693,0.0,0.2781,0.4623,0.5,0.2533,0.5,0.7908,0.5,0.5,-0.197998,0,98.0,top 10%
BTCUSDT,2018-11-15,27.3,20–40,0.6394,0.3425,0.0,0.0,0.6693,0.0,0.6326,0.0,0.0,0.0,0.0,0.0,0.7905,0.0,0.0,0.8197,0.6712,0.6693,0.0,0.3248,0.4732,0.5,0.2533,0.5,0.7905,0.5,0.5,-0.226998,0,95.9,top 10%
BTCUSDT,2018-11-16,22.8,20–40,0.6624,0.183,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7929,0.0,0.0,0.8312,0.5915,0.6693,0.0,0.4507,0.4722,0.5,0.2533,0.5,0.7929,0.5,0.5,-0.220326,0,86.2,top 25%
BTCUSDT,2018-11-17,22.0,20–40,0.669,0.0502,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7923,0.0,0.0,0.8345,0.5251,0.6693,0.0,0.5179,0.4536,0.5,0.2533,0.5,0.7923,0.5,0.5,-0.301309,0,83.1,top 25%
BTCUSDT,2018-11-18,25.0,20–40,0.561,0.0,0.0,0.0,0.6693,0.0,0.0,0.0188,0.0,0.0,0.8153,0.0,0.7886,0.0,0.0,0.7805,0.4464,0.6693,0.0,0.5272,0.5113,0.5,0.8153,0.5,0.7886,0.5,0.5,-0.286931,0,91.9,top 10%
BTCUSDT,2018-11-19,33.6,20–40,0.7502,0.2565,0.0,0.0,0.6693,0.0,0.6218,0.0,0.0,0.0,0.8153,0.0,0.8391,0.0,0.0,0.8751,0.6283,0.6693,0.0,0.3542,0.2604,0.5,0.8153,0.5,0.8391,0.5,0.5,-0.224235,0,99.8,top 10%
BTCUSDT,2018-11-20,36.3,20–40,0.8016,0.2342,0.0,0.0,0.6693,0.0,0.9469,0.0,0.0,0.0,0.8153,0.0,0.8691,0.0,0.0,0.9008,0.6171,0.6693,0.0,0.2891,0.2494,0.5,0.8153,0.5,0.8691,0.5,0.5,-0.141772,0,100.0,top 10%
BTCUSDT,2018-11-21,27.0,20–40,0.6691,0.0114,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.8153,0.0,0.8526,0.0,0.0,0.8346,0.5057,0.6693,0.0,0.4376,0.1885,0.5,0.8153,0.5,0.8526,0.5,0.5,-0.07491,0,95.5,top 10%
BTCUSDT,2018-11-22,22.7,20–40,0.7058,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869,0.0,0.0,0.8529,0.4999,0.6693,0.0,0.5303,0.1921,0.5,0.4934,0.5,0.869,0.5,0.5,-0.019948,0,85.8,top 25%
BTCUSDT,2018-11-23,22.7,20–40,0.7085,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8694,0.0,0.0,0.8543,0.4576,0.6693,0.0,0.5158,0.2311,0.5,0.4934,0.5,0.8694,0.5,0.5,-0.075876,0,85.8,top 25%
BTCUSDT,2018-11-24,23.8,20–40,0.767,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9023,0.0,0.0,0.8835,0.4933,0.6693,0.0,0.5278,0.0,0.5,0.4934,0.5,0.9023,0.5,0.5,0.086043,1,89.4,top 25%
BTCUSDT,2018-11-25,22.3,20–40,0.6672,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918,0.0,0.0,0.8336,0.4321,0.6693,0.0,0.4129,0.0,0.5,0.4934,0.5,0.8918,0.5,0.5,0.032396,1,84.3,top 25%
BTCUSDT,2018-11-26,22.9,20–40,0.6998,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081,0.0,0.0,0.8499,0.4359,0.6693,0.0,0.4388,0.0,0.5,0.4957,0.5,0.9081,0.5,0.5,0.030431,1,86.5,top 25%
BTCUSDT,2018-11-27,22.4,20–40,0.6681,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902,0.0,0.0,0.834,0.4016,0.6693,0.0,0.4687,0.0,0.5,0.4957,0.5,0.902,0.5,0.5,0.035641,1,84.7,top 25%
BTCUSDT,2018-11-28,17.8,0–20,0.3774,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8715,0.0,0.0,0.6887,0.3138,0.6693,0.0,0.5926,0.0,0.5,0.4957,0.5,0.8715,0.5,0.5,-0.118247,0,65.3,top 50%
BTCUSDT,2018-11-29,17.6,0–20,0.3648,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8696,0.0,0.0,0.6824,0.2962,0.6693,0.0,0.5441,0.0,0.5,0.4957,0.5,0.8696,0.5,0.5,-0.177091,0,64.0,top 50%
BTCUSDT,2018-11-30,21.9,20–40,0.4329,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.5348,0.0,0.8875,0.0,0.0,0.7164,0.3269,0.6693,0.0,0.5135,0.0,0.5,0.5348,0.5,0.8875,0.5,0.5,-0.148691,0,82.6,top 25%
BTCUSDT,2018-12-01,14.1,0–20,0.3181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5348,0.0,0.8755,0.0,0.0,0.6591,0.2785,0.489,0.0,0.5248,0.0,0.5,0.5348,0.5,0.8755,0.5,0.5,-0.175235,0,43.8,bottom 50%
BTCUSDT,2018-12-02,14.5,0–20,0.3397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5348,0.0,0.8788,0.0,0.0,0.6698,0.2814,0.489,0.0015,0.5328,0.0,0.5,0.5348,0.5,0.8788,0.5,0.5,-0.126971,0,46.2,bottom 50%
BTCUSDT,2018-12-03,15.6,0–20,0.4062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5348,0.0,0.8975,0.0,0.0,0.7031,0.326,0.489,0.0015,0.5428,0.0,0.5,0.5348,0.5,0.8975,0.5,0.5,-0.100529,0,53.2,top 50%
BTCUSDT,2018-12-04,11.8,0–20,0.3683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8955,0.0,0.0,0.6841,0.2984,0.489,0.0,0.5408,0.0,0.5,0.4006,0.5,0.8955,0.5,0.5,-0.134526,0,32.0,bottom 50%
BTCUSDT,2018-12-05,12.7,0–20,0.4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9051,0.0,0.0,0.7112,0.3387,0.489,0.0,0.5225,0.0,0.5,0.4006,0.5,0.9051,0.5,0.5,-0.071136,0,36.2,bottom 50%
BTCUSDT,2018-12-06,13.6,0–20,0.4778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9172,0.0,0.0,0.7389,0.3914,0.489,0.0,0.4939,0.0,0.5,0.4006,0.5,0.9172,0.5,0.5,-0.058909,0,41.2,bottom 50%
BTCUSDT,2018-12-07,14.0,0–20,0.5002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263,0.0,0.0,0.7501,0.4162,0.489,0.0,0.4518,0.0,0.5,0.4006,0.5,0.9263,0.5,0.5,-0.051888,0,43.2,bottom 50%
BTCUSDT,2018-12-08,18.5,0–20,0.4627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856,0.0,0.9236,0.0,0.0,0.7313,0.4197,0.489,0.0,0.5323,0.0,0.5,0.856,0.5,0.9236,0.5,0.5,-0.068856,0,69.0,top 50%
BTCUSDT,2018-12-09,17.1,0–20,0.3718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856,0.0,0.9141,0.0,0.0,0.6859,0.3513,0.489,0.0,0.4541,0.0,0.5,0.856,0.5,0.9141,0.5,0.5,-0.099992,0,61.5,top 50%
BTCUSDT,2018-12-10,17.7,0–20,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856,0.0,0.9227,0.0,0.0,0.702,0.3838,0.489,0.0,0.4656,0.0612,0.5,0.856,0.5,0.9227,0.5,0.5,0.012336,1,64.6,top 50%
BTCUSDT,2018-12-11,18.0,0–20,0.4262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856,0.0,0.9259,0.0,0.0,0.7131,0.4068,0.489,0.0,0.5484,0.0,0.5,0.856,0.5,0.9259,0.5,0.5,0.079271,1,66.7,top 50%
BTCUSDT,2018-12-12,15.8,0–20,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.9205,0.0,0.0,0.691,0.3569,0.489,0.0,0.5774,0.0,0.5,0.602,0.5,0.9205,0.5,0.5,0.074277,1,54.2,top 50%
BTCUSDT,2018-12-13,16.7,0–20,0.4344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.9318,0.0,0.0,0.7172,0.4248,0.489,0.0,0.5653,0.0,0.5,0.602,0.5,0.9318,0.5,0.5,0.24769,1,59.3,top 50%
BTCUSDT,2018-12-14,17.0,0–20,0.4549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.9357,0.0,0.0,0.7275,0.4272,0.489,0.0,0.5631,0.3152,0.5,0.602,0.5,0.9357,0.5,0.5,0.201715,1,60.8,top 50%
BTCUSDT,2018-12-15,17.0,0–20,0.4566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.9365,0.0,0.0,0.7283,0.4007,0.489,0.0,0.6017,0.1493,0.5,0.602,0.5,0.9365,0.5,0.5,0.240185,1,60.8,top 50%
BTCUSDT,2018-12-16,18.7,0–20,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216,0.0,0.9355,0.0,0.0,0.7215,0.3712,0.489,0.0,0.5855,0.2327,0.5,0.9216,0.5,0.9355,0.5,0.5,0.229381,1,70.0,top 50%
BTCUSDT,2018-12-17,15.2,0–20,0.2189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216,0.0,0.9134,0.0,0.0,0.6094,0.2281,0.489,0.0,0.5117,0.2335,0.5,0.9216,0.5,0.9134,0.5,0.5,0.150241,1,50.9,top 50%
BTCUSDT,2018-12-18,13.7,0–20,0.1227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216,0.0,0.9012,0.0,0.0,0.5613,0.1432,0.489,0.0024,0.5451,0.0,0.5,0.9216,0.5,0.9012,0.5,0.5,0.032313,1,41.8,bottom 50%
BTCUSDT,2018-12-19,13.2,0–20,0.0918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216,0.0,0.8981,0.0,0.0,0.5459,0.0975,0.489,0.0026,0.5965,0.0,0.5,0.9216,0.5,0.8981,0.5,0.5,0.029725,1,39.0,bottom 50%
BTCUSDT,2018-12-20,6.1,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8713,0.0,0.0,0.4437,0.0,0.489,0.0247,0.7055,0.0,0.5,0.4393,0.5,0.8713,0.5,0.5,-0.116003,0,7.9,bottom 50%
BTCUSDT,2018-12-21,6.4,0–20,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8874,0.0,0.0,0.5048,0.0,0.489,0.0102,0.6011,0.0,0.5,0.4393,0.5,0.8874,0.5,0.5,0.007025,1,8.9,bottom 50%
BTCUSDT,2018-12-22,6.1,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8783,0.0,0.0,0.4769,0.0,0.489,0.0211,0.5111,0.0127,0.5,0.4393,0.5,0.8783,0.5,0.5,-0.048272,0,7.9,bottom 50%
BTCUSDT,2018-12-23,6.2,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8797,0.0,0.0,0.4809,0.0,0.489,0.0171,0.462,0.3349,0.5,0.4393,0.5,0.8797,0.5,0.5,-0.033265,0,8.3,bottom 50%
BTCUSDT,2018-12-24,10.2,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6873,0.0,0.8725,0.0,0.0,0.4611,0.0,0.489,0.005,0.59,0.3259,0.5,0.6873,0.5,0.8725,0.5,0.5,-0.082356,0,23.4,bottom 50%
BTCUSDT,2018-12-25,14.1,0–20,0.0602,0.0,0.0,0.0,0.0,0.0,0.0,0.4676,0.0,0.0,0.6873,0.0,0.8925,0.0,0.0,0.5301,0.054,0.489,0.002,0.4708,0.7806,0.5,0.6873,0.5,0.8925,0.5,0.5,0.007346,1,43.8,bottom 50%
BTCUSDT,2018-12-26,14.1,0–20,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.5278,0.0,0.0,0.6873,0.0,0.889,0.0,0.0,0.5187,0.0411,0.489,0.0,0.5139,0.8167,0.5,0.6873,0.5,0.889,0.5,0.5,0.022324,1,43.8,bottom 50%
BTCUSDT,2018-12-27,17.2,0–20,0.1343,0.0,0.0,0.0,0.0,0.0,0.0,0.791,0.0,0.0,0.6873,0.0,0.9048,0.0,0.0,0.5672,0.1635,0.489,0.0,0.5202,0.9746,0.5,0.6873,0.5,0.9048,0.5,0.5,0.049772,1,61.9,top 50%
BTCUSDT,2018-12-28,10.6,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738,0.0,0.0,0.0,0.0,0.8825,0.0,0.0,0.4958,0.0219,0.489,0.0,0.5063,0.9428,0.5,0.4058,0.5,0.8825,0.5,0.5,-0.016871,0,25.1,bottom 50%
BTCUSDT,2018-12-29,10.4,0–20,0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.6017,0.0,0.0,0.0,0.0,0.8866,0.0,0.0,0.5208,0.0876,0.489,0.0,0.5286,0.861,0.5,0.4058,0.5,0.8866,0.5,0.5,0.006488,1,24.0,bottom 50%
BTCUSDT,2018-12-30,9.2,0–20,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.4525,0.0,0.0,0.0,0.0,0.8862,0.0,0.0,0.5088,0.0719,0.489,0.0,0.4599,0.7715,0.5,0.4058,0.5,0.8862,0.5,0.5,0.054496,1,18.5,bottom 50%
BTCUSDT,2018-12-31,11.1,0–20,0.0792,0.0,0.0,0.0,0.0,0.0,0.0,0.613,0.0,0.0,0.0,0.0,0.896,0.0,0.0,0.5396,0.1511,0.489,0.0,0.5459,0.8678,0.5,0.4058,0.5,0.896,0.5,0.5,0.075493,1,28.1,bottom 50%
BTCUSDT,2019-01-01,14.1,0–20,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.2532,0.0,0.0,1.0,0.0,0.887,0.0,0.0,0.5114,0.1015,0.1971,0.0,0.4353,0.6519,0.5,1.0,0.5,0.887,0.5,0.5,0.048739,1,43.8,bottom 50%
BTCUSDT,2019-01-02,17.7,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9254,0.0,0.0,1.0,0.0,0.8803,0.0,0.0,0.4843,0.0549,0.1971,0.0019,0.4831,1.0,0.5,1.0,0.5,0.8803,0.5,0.5,0.023301,1,64.6,top 50%
BTCUSDT,2019-01-03,18.0,0–20,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.0,0.0,1.0,0.0,0.8884,0.0,0.0,0.5139,0.1372,0.1971,0.0,0.4442,1.0,0.5,1.0,0.5,0.8884,0.5,0.5,-0.041133,0,66.7,top 50%
BTCUSDT,2019-01-04,18.2,0–20,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.9699,0.0,0.0,1.0,0.0,0.8851,0.0,0.0,0.5077,0.1398,0.1971,0.0,0.4583,1.0,0.5,1.0,0.5,0.8851,0.5,0.5,-0.044159,0,67.8,top 50%
BTCUSDT,2019-01-05,16.0,0–20,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.7736,0.0,0.0,0.8012,0.0,0.8871,0.0,0.0,0.5115,0.1793,0.1971,0.0,0.5296,0.9642,0.5,0.8012,0.5,0.8871,0.5,0.5,-0.047824,0,55.4,top 50%
BTCUSDT,2019-01-06,13.6,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4452,0.0,0.0,0.8012,0.0,0.8688,0.0,0.0,0.4439,0.0,0.1971,0.0022,0.494,0.7671,0.5,0.8012,0.5,0.8688,0.5,0.5,-0.128459,0,41.2,bottom 50%
BTCUSDT,2019-01-07,13.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3416,0.0,0.0,0.8012,0.0,0.8719,0.0,0.0,0.4609,0.0,0.1971,0.0026,0.4763,0.7049,0.5,0.8012,0.5,0.8719,0.5,0.5,-0.079298,0,37.8,bottom 50%
BTCUSDT,2019-01-08,11.7,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1273,0.0,0.0,0.8012,0.0,0.8724,0.0,0.0,0.4593,0.0068,0.1971,0.0023,0.4842,0.5764,0.5,0.8012,0.5,0.8724,0.5,0.5,-0.099278,0,31.5,bottom 50%
BTCUSDT,2019-01-09,6.1,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8715,0.0,0.0,0.4579,0.0,0.1971,0.0,0.5163,0.29,0.5,0.4565,0.5,0.8715,0.5,0.5,-0.094241,0,7.9,bottom 50%
BTCUSDT,2019-01-10,8.4,0–20,0.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8967,0.0,0.0,0.571,0.4556,0.1971,0.0,0.4177,0.4622,0.5,0.4565,0.5,0.8967,0.5,0.5,-9.8e-05,0,15.4,bottom 50%
BTCUSDT,2019-01-11,8.7,0–20,0.1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0704,0.0,0.0,0.0,0.0,0.8967,0.0,0.0,0.5679,0.4128,0.1971,0.0,0.4917,0.5422,0.5,0.4565,0.5,0.8967,0.5,0.5,-0.008007,0,16.3,bottom 50%
BTCUSDT,2019-01-12,8.7,0–20,0.1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0299,0.0,0.0,0.0,0.0,0.8971,0.0,0.0,0.5754,0.4138,0.1971,0.0,0.5306,0.5179,0.5,0.4565,0.5,0.8971,0.5,0.5,0.018373,1,16.3,bottom 50%
BTCUSDT,2019-01-13,14.6,0–20,0.2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8517,0.0,0.9051,0.0,0.0,0.6059,0.4971,0.1971,0.0,0.5296,0.469,0.5,0.8517,0.5,0.9051,0.5,0.5,0.013527,1,46.8,bottom 50%
BTCUSDT,2019-01-14,14.3,0–20,0.0924,0.0,0.0,0.0,0.0,0.0,0.0,0.2645,0.0,0.0,0.8517,0.0,0.8932,0.0,0.0,0.5462,0.3102,0.1971,0.0,0.528,0.6587,0.5,0.8517,0.5,0.8932,0.5,0.5,-0.035083,0,45.0,bottom 50%
BTCUSDT,2019-01-15,13.5,0–20,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8517,0.0,0.8997,0.0,0.0,0.5687,0.3737,0.1971,0.0,0.4793,0.3631,0.5,0.8517,0.5,0.8997,0.5,0.5,-0.007188,0,40.6,bottom 50%
BTCUSDT,2019-01-16,13.4,0–20,0.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0441,0.0,0.0,0.8517,0.0,0.8977,0.0,0.0,0.5591,0.3473,0.1971,0.0,0.5117,0.5265,0.5,0.8517,0.5,0.8977,0.5,0.5,-0.01912,0,40.1,bottom 50%
BTCUSDT,2019-01-17,7.7,0–20,0.0987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8951,0.0,0.0,0.5494,0.3072,0.1971,0.0,0.4838,0.2983,0.5,0.4476,0.5,0.8951,0.5,0.5,-0.021122,0,13.1,bottom 50%
BTCUSDT,2019-01-18,8.0,0–20,0.1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8972,0.0,0.0,0.5567,0.3173,0.1971,0.0,0.4895,0.2838,0.5,0.4476,0.5,0.8972,0.5,0.5,-0.015876,0,14.1,bottom 50%
BTCUSDT,2019-01-19,7.0,0–20,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8913,0.0,0.0,0.5254,0.2354,0.1971,0.0,0.5407,0.3752,0.5,0.4476,0.5,0.8913,0.5,0.5,-0.033822,0,10.8,bottom 50%
BTCUSDT,2019-01-20,8.5,0–20,0.1442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9023,0.0,0.0,0.5721,0.356,0.1971,0.0,0.4834,0.4109,0.5,0.4476,0.5,0.9023,0.5,0.5,-0.004734,0,15.7,bottom 50%
BTCUSDT,2019-01-21,11.8,0–20,0.1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144,0.0,0.9023,0.0,0.0,0.5808,0.3608,0.1971,0.0,0.518,0.356,0.5,0.5144,0.5,0.9023,0.5,0.5,-0.029525,0,32.0,bottom 50%
BTCUSDT,2019-01-22,11.4,0–20,0.1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144,0.0,0.8987,0.0,0.0,0.5666,0.3169,0.1971,0.0,0.5008,0.3026,0.5,0.5144,0.5,0.8987,0.5,0.5,-0.043406,0,29.6,bottom 50%
BTCUSDT,2019-01-23,11.6,0–20,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144,0.0,0.9004,0.0,0.0,0.5742,0.3209,0.1971,0.0,0.4966,0.3629,0.5,0.5144,0.5,0.9004,0.5,0.5,-0.027598,0,30.8,bottom 50%
BTCUSDT,2019-01-24,11.3,0–20,0.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144,0.0,0.8991,0.0,0.0,0.5656,0.2926,0.1971,0.0,0.4928,0.403,0.5,0.5144,0.5,0.8991,0.5,0.5,-0.039733,0,29.1,bottom 50%
BTCUSDT,2019-01-25,8.3,0–20,0.1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8994,0.0,0.0,0.5661,0.2817,0.1971,0.0,0.5074,0.3096,0.5,0.3267,0.5,0.8994,0.5,0.5,-0.031063,0,15.1,bottom 50%
BTCUSDT,2019-01-26,8.2,0–20,0.1287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8996,0.0,0.0,0.5644,0.2682,0.1971,0.0,0.4846,0.1289,0.5,0.3267,0.5,0.8996,0.5,0.5,-0.022596,0,14.8,bottom 50%
BTCUSDT,2019-01-27,8.5,0–20,0.1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9009,0.0,0.0,0.5738,0.2789,0.1971,0.0,0.49,0.1883,0.5,0.3267,0.5,0.9009,0.5,0.5,-0.033469,0,15.7,bottom 50%
BTCUSDT,2019-01-28,10.2,0–20,0.2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9083,0.0,0.0,0.627,0.4319,0.1971,0.0,0.4212,0.1789,0.5,0.3267,0.5,0.9083,0.5,0.5,-0.003255,0,23.4,bottom 50%
BTCUSDT,2019-01-29,11.3,0–20,0.2733,0.1132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.0,0.0,0.6367,0.5566,0.1971,0.0,0.479,0.1907,0.5,0.377,0.5,0.911,0.5,0.5,0.00529,1,29.1,bottom 50%
BTCUSDT,2019-01-30,9.6,0–20,0.2158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9075,0.0,0.0,0.6079,0.4311,0.1971,0.0,0.4731,0.4375,0.5,0.377,0.5,0.9075,0.5,0.5,-0.020772,0,20.5,bottom 50%
BTCUSDT,2019-01-31,10.0,0–20,0.2432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094,0.0,0.0,0.6216,0.4522,0.1971,0.0,0.4807,0.4337,0.5,0.377,0.5,0.9094,0.5,0.5,-0.016867,0,22.6,bottom 50%
BTCUSDT,2019-02-01,17.4,0–20,0.1953,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066,0.0,0.0,0.5977,0.3667,0.9018,0.0,0.4952,0.4383,0.5,0.377,0.5,0.9066,0.5,0.5,0.051272,1,62.9,top 50%
BTCUSDT,2019-02-02,20.4,20–40,0.1432,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.0,0.0,0.6374,0.0,0.9053,0.0,0.0,0.5716,0.2941,0.9018,0.0,0.4751,0.4293,0.5,0.6374,0.5,0.9053,0.5,0.5,0.042641,1,77.5,top 25%
BTCUSDT,2019-02-03,21.4,20–40,0.2073,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.0,0.0,0.6374,0.0,0.9089,0.0,0.0,0.6037,0.3879,0.9018,0.0,0.4751,0.2902,0.5,0.6374,0.5,0.9089,0.5,0.5,0.065293,1,80.7,top 25%
BTCUSDT,2019-02-04,21.5,20–40,0.2127,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.0,0.0,0.6374,0.0,0.9087,0.0,0.0,0.6064,0.374,0.9018,0.0,0.5086,0.3815,0.5,0.6374,0.5,0.9087,0.5,0.5,0.054718,1,81.1,top 25%
BTCUSDT,2019-02-05,21.3,20–40,0.1997,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.0,0.0,0.6374,0.0,0.9074,0.0,0.0,0.5998,0.3414,0.9018,0.0,0.5139,0.3377,0.5,0.6374,0.5,0.9074,0.5,0.5,0.053996,1,80.4,top 25%
BTCUSDT,2019-02-06,18.4,0–20,0.2621,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9116,0.0,0.0,0.6311,0.4192,0.9018,0.0,0.5001,0.3478,0.5,0.3533,0.5,0.9116,0.5,0.5,0.063948,1,68.6,top 50%
