symbol,date,score,score_bucket,f1_norm,f2_norm,f3_norm,f4_norm,f5_norm,f6_norm,f7_norm,f8_norm,f9_norm,f10_norm,f11_norm,f12_norm,f13_norm,f14_norm,f15_norm,f1_cont,f2_cont,f5_cont,f6_cont,f7_cont,f8_cont,f9_cont,f11_cont,f12_cont,f13_cont,f14_cont,f15_cont,outcome_7d,win,percentile_rank,pct_bucket
BTCUSDT,2014-10-07,25.1,20–40,0.6779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8428,0.0,0.0,0.839,0.4021,1.0,0.5,0.6058,0.0163,0.5,0.0,0.5,0.8428,0.5,0.5,0.192402,1,92.2,top 10%
BTCUSDT,2014-10-08,23.2,20–40,0.5612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8227,0.0,0.0,0.7806,0.3048,1.0,0.0,0.6392,0.0495,0.5,0.0,0.5,0.8227,0.5,0.5,0.118527,1,87.5,top 25%
BTCUSDT,2014-10-09,21.9,20–40,0.4811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8151,0.0,0.0,0.7406,0.2362,1.0,0.0,0.8325,0.0,0.5,0.4596,0.5,0.8151,0.5,0.5,0.048024,1,82.6,top 25%
BTCUSDT,2014-10-10,22.1,20–40,0.4892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8175,0.0,0.0,0.7446,0.2431,1.0,0.0,0.5274,0.0,0.5,0.4596,0.5,0.8175,0.5,0.5,0.061389,1,83.5,top 25%
BTCUSDT,2014-10-11,22.0,20–40,0.4839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8144,0.0,0.0,0.7419,0.2305,1.0,0.0033,0.3017,0.0,0.5,0.4596,0.5,0.8144,0.5,0.5,0.080439,1,83.1,top 25%
BTCUSDT,2014-10-12,20.1,20–40,0.3683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7987,0.0,0.0,0.6841,0.1395,1.0,0.008,0.3349,0.0,0.5,0.4596,0.5,0.7987,0.5,0.5,0.02905,1,76.6,top 25%
BTCUSDT,2014-10-13,18.8,0–20,0.2893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7855,0.0,0.0,0.6447,0.0527,1.0,0.0082,0.4742,0.0,0.5,0.1836,0.5,0.7855,0.5,0.5,-0.019387,0,70.5,top 50%
BTCUSDT,2014-10-14,17.8,0–20,0.2223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7771,0.0,0.0,0.6112,0.0,1.0,0.0096,0.4967,0.0471,0.5,0.1836,0.5,0.7771,0.5,0.5,-0.035909,0,65.3,top 50%
BTCUSDT,2014-10-15,18.2,0–20,0.2469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7823,0.0,0.0,0.6235,0.0,1.0,0.0039,0.3951,0.102,0.5,0.1836,0.5,0.7823,0.5,0.5,-0.029422,0,67.8,top 50%
BTCUSDT,2014-10-16,19.0,0–20,0.295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7942,0.0,0.0,0.6475,0.0666,1.0,0.0025,0.593,0.17,0.5,0.1836,0.5,0.7942,0.5,0.5,-0.063099,0,71.4,top 50%
BTCUSDT,2014-10-17,21.9,20–40,0.2863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5042,0.0,0.794,0.0,0.0,0.6431,0.0488,1.0,0.0027,0.6955,0.3404,0.5,0.5042,0.5,0.794,0.5,0.5,-0.066221,0,82.6,top 25%
BTCUSDT,2014-10-18,22.0,20–40,0.2294,0.0,0.0,0.0,1.0,0.0,0.0,0.1759,0.0,0.0,0.5042,0.0,0.7852,0.0,0.0,0.6147,0.0025,1.0,0.003,0.7109,0.6055,0.5,0.5042,0.5,0.7852,0.5,0.5,-0.112842,0,83.1,top 25%
BTCUSDT,2014-10-19,23.1,20–40,0.2384,0.0,0.0,0.0,1.0,0.0,0.0,0.3287,0.0,0.0,0.5042,0.0,0.7877,0.0,0.0,0.6192,0.0234,1.0,0.0,0.2478,0.6972,0.5,0.5042,0.5,0.7877,0.5,0.5,-0.089443,0,87.1,top 25%
BTCUSDT,2014-10-20,22.2,20–40,0.2706,0.0,0.0,0.0,1.0,0.0,0.0,0.0981,0.0,0.0,0.5042,0.0,0.7949,0.0,0.0,0.6353,0.0675,1.0,0.0,0.6639,0.5589,0.5,0.5042,0.5,0.7949,0.5,0.5,-0.077985,0,83.8,top 25%
BTCUSDT,2014-10-21,21.2,20–40,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5042,0.0,0.7909,0.0,0.0,0.62,0.0439,1.0,0.0,0.6804,0.4916,0.5,0.5042,0.5,0.7909,0.5,0.5,-0.074667,0,80.1,top 25%
BTCUSDT,2014-10-22,19.1,0–20,0.2576,0.0,0.0,0.0,1.0,0.0,0.0,0.1156,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.6288,0.0703,1.0,0.0,0.7005,0.5694,0.5,0.3441,0.5,0.795,0.5,0.5,-0.124145,0,71.9,top 50%
BTCUSDT,2014-10-23,22.8,20–40,0.374,0.0,0.0,0.0,1.0,0.0,0.0,0.4066,0.0,0.0,0.0,0.0,0.8174,0.0,0.0,0.687,0.2391,1.0,0.0,0.5724,0.744,0.5,0.3441,0.5,0.8174,0.5,0.5,-0.036583,0,86.2,top 25%
BTCUSDT,2014-10-24,25.4,20–40,0.3743,0.0,0.0,0.0,1.0,0.0,0.0,0.8487,0.0,0.0,0.0,0.0,0.8168,0.0,0.0,0.6872,0.256,1.0,0.0,0.6595,1.0,0.5,0.3441,0.5,0.8168,0.5,0.5,-0.055879,0,92.8,top 10%
BTCUSDT,2014-10-25,26.4,20–40,0.4214,0.0,0.0,0.0,1.0,0.0,0.0,0.8821,0.0,0.0,0.0,0.0,0.828,0.0,0.0,0.7107,0.3692,1.0,0.0,0.6189,1.0,0.5,0.3441,0.5,0.828,0.5,0.5,-0.061975,0,94.5,top 10%
BTCUSDT,2014-10-26,24.7,20–40,0.3481,0.0,0.0,0.0,1.0,0.0,0.0,0.7841,0.0,0.0,0.0,0.0,0.8207,0.0,0.0,0.674,0.3349,1.0,0.0,0.673,0.9704,0.5,0.1975,0.5,0.8207,0.5,0.5,-0.081228,0,91.5,top 10%
BTCUSDT,2014-10-27,24.0,20–40,0.3563,0.0,0.0,0.0,1.0,0.0,0.0,0.6436,0.0,0.0,0.0,0.0,0.8234,0.0,0.0,0.6782,0.3752,1.0,0.0,0.6425,0.8861,0.5,0.1975,0.5,0.8234,0.5,0.5,-0.072056,0,89.8,top 25%
BTCUSDT,2014-10-28,19.8,0–20,0.3082,0.0,0.0,0.0,1.0,0.0,0.0,0.0774,0.0,0.0,0.0,0.0,0.8187,0.0,0.0,0.6541,0.3341,1.0,0.0,0.3047,0.5465,0.5,0.1975,0.5,0.8187,0.5,0.5,-0.075852,0,75.5,top 25%
BTCUSDT,2014-10-29,21.1,20–40,0.4146,0.0018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388,0.0,0.0,0.7073,0.5009,1.0,0.0,0.5159,0.4486,0.5,0.1975,0.5,0.8388,0.5,0.5,0.011606,1,79.7,top 25%
BTCUSDT,2014-10-30,21.8,20–40,0.3183,0.0,0.0,0.0,1.0,0.0,0.3793,0.0,0.0,0.0,0.0,0.0,0.8278,0.0,0.0,0.6592,0.3955,1.0,0.0,0.3116,0.3821,0.5,0.3096,0.5,0.8278,0.5,0.5,0.011541,1,82.2,top 25%
BTCUSDT,2014-10-31,20.1,20–40,0.3524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8344,0.0,0.0,0.6762,0.4275,1.0,0.0,0.5965,0.44,0.5,0.3096,0.5,0.8344,0.5,0.5,0.012101,1,76.6,top 25%
BTCUSDT,2014-11-01,18.1,0–20,0.4097,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8468,0.0,0.0,0.7049,0.4749,0.6693,0.0,0.5289,0.3131,0.5,0.3096,0.5,0.8468,0.5,0.5,0.060596,1,67.2,top 50%
BTCUSDT,2014-11-02,18.1,0–20,0.4082,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8467,0.0,0.0,0.7041,0.4362,0.6693,0.0,0.6493,0.2703,0.5,0.3096,0.5,0.8467,0.5,0.5,0.114676,1,67.2,top 50%
BTCUSDT,2014-11-03,17.8,0–20,0.3894,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8453,0.0,0.0,0.6947,0.4013,0.6693,0.0,0.5548,0.0232,0.5,0.3716,0.5,0.8453,0.5,0.5,0.120194,1,65.3,top 50%
BTCUSDT,2014-11-04,17.2,0–20,0.3549,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8406,0.0,0.0,0.6775,0.3619,0.6693,0.0,0.5057,0.1402,0.5,0.3716,0.5,0.8406,0.5,0.5,0.112569,1,61.9,top 50%
BTCUSDT,2014-11-05,15.6,0–20,0.2524,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8315,0.0,0.0,0.6262,0.2846,0.6693,0.0,0.5962,0.1519,0.5,0.3716,0.5,0.8315,0.5,0.5,0.247654,1,53.2,top 50%
BTCUSDT,2014-11-06,14.0,0–20,0.1503,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8212,0.0,0.0,0.5751,0.2025,0.6693,0.0027,0.5694,0.0137,0.5,0.3716,0.5,0.8212,0.5,0.5,0.204543,1,43.2,bottom 50%
BTCUSDT,2014-11-07,14.8,0–20,0.1996,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8284,0.0,0.0,0.5998,0.2418,0.6693,0.0026,0.5251,0.0,0.5,0.4955,0.5,0.8284,0.5,0.5,0.161801,1,48.0,bottom 50%
BTCUSDT,2014-11-08,14.3,0–20,0.167,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8249,0.0,0.0,0.5835,0.2021,0.6693,0.0029,0.3634,0.0,0.5,0.4955,0.5,0.8249,0.5,0.5,0.088701,1,45.0,bottom 50%
BTCUSDT,2014-11-09,11.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8069,0.0,0.0,0.499,0.0196,0.6693,0.004,0.6522,0.0491,0.5,0.4955,0.5,0.8069,0.5,0.5,0.067769,1,31.5,bottom 50%
BTCUSDT,2014-11-10,11.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8051,0.0,0.0,0.4835,0.0,0.6693,0.0041,0.7415,0.1058,0.5,0.4955,0.5,0.8051,0.5,0.5,0.055826,1,31.5,bottom 50%
BTCUSDT,2014-11-11,11.6,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027,0.0,0.0,0.4801,0.0,0.6693,0.0038,0.4782,0.2209,0.5,0.4164,0.5,0.8027,0.5,0.5,0.020405,1,30.8,bottom 50%
BTCUSDT,2014-11-12,11.3,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494,0.0,0.0,0.3104,0.0,0.6693,0.0249,0.9611,0.3343,0.5,0.4164,0.5,0.7494,0.5,0.5,-0.101534,0,29.1,bottom 50%
BTCUSDT,2014-11-13,11.3,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7513,0.0,0.0,0.3234,0.0,0.6693,0.0112,1.0,0.3689,0.5,0.4164,0.5,0.7513,0.5,0.5,-0.149488,0,29.1,bottom 50%
BTCUSDT,2014-11-14,13.0,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.2522,0.0,0.0,0.0,0.0,0.7743,0.0,0.0,0.4193,0.0,0.6693,0.0059,0.627,0.6513,0.5,0.4164,0.5,0.7743,0.5,0.5,-0.118069,0,37.8,bottom 50%
BTCUSDT,2014-11-15,16.6,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.1766,0.0,0.0,0.6578,0.0,0.7942,0.0,0.0,0.4925,0.0544,0.6693,0.0027,0.5754,0.6059,0.5,0.6578,0.5,0.7942,0.5,0.5,-0.061715,0,58.8,top 50%
BTCUSDT,2014-11-16,16.8,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.2197,0.0,0.0,0.6578,0.0,0.7822,0.0,0.0,0.4587,0.0015,0.6693,0.0024,0.6295,0.6318,0.5,0.6578,0.5,0.7822,0.5,0.5,-0.052359,0,59.8,top 50%
BTCUSDT,2014-11-17,23.5,20–40,0.0,0.0,0.0,0.0,0.6693,0.0,0.4955,0.8433,0.0,0.0,0.6578,0.0,0.7846,0.0,0.0,0.4603,0.016,0.6693,0.0022,0.2498,1.0,0.5,0.6578,0.5,0.7846,0.5,0.5,-0.027121,0,88.6,top 25%
BTCUSDT,2014-11-18,21.6,20–40,0.0028,0.0,0.0,0.0,0.6693,0.0,0.0,1.0,0.0,0.0,0.6578,0.0,0.7978,0.0,0.0,0.5014,0.0927,0.6693,0.0,0.3858,1.0,0.5,0.6578,0.5,0.7978,0.5,0.5,0.0004,1,81.5,top 25%
BTCUSDT,2014-11-19,15.9,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.7274,0.0,0.0,0.0,0.0,0.7937,0.0,0.0,0.484,0.0728,0.6693,0.0,0.5506,0.9364,0.5,0.4062,0.5,0.7937,0.5,0.5,-0.032019,0,54.8,top 50%
BTCUSDT,2014-11-20,16.6,0–20,0.1092,0.0,0.0,0.0,0.6693,0.0,0.0,0.5316,0.0,0.0,0.0,0.0,0.8144,0.0,0.0,0.5546,0.2046,0.6693,0.0,0.4766,0.819,0.5,0.4062,0.5,0.8144,0.5,0.5,0.03306,1,58.8,top 50%
BTCUSDT,2014-11-21,19.2,0–20,0.1478,0.0,0.0,0.0,0.6693,0.0,0.0,0.8626,0.0,0.0,0.0,0.0,0.8194,0.0,0.0,0.5739,0.2547,0.6693,0.0,0.428,1.0,0.5,0.4062,0.5,0.8194,0.5,0.5,0.072963,1,72.4,top 50%
BTCUSDT,2014-11-22,18.9,0–20,0.1322,0.0,0.0,0.0,0.6693,0.0,0.0,0.8598,0.0,0.0,0.0,0.0,0.8177,0.0,0.0,0.5661,0.2548,0.6693,0.0,0.6122,1.0,0.5,0.4062,0.5,0.8177,0.5,0.5,0.063955,1,70.9,top 50%
BTCUSDT,2014-11-23,16.3,0–20,0.0255,0.0,0.0,0.0,0.6693,0.0,0.0,0.7125,0.0,0.0,0.0,0.0,0.8025,0.0,0.0,0.5128,0.1772,0.6693,0.0,0.3854,0.9275,0.5,0.0,0.5,0.8025,0.5,0.5,0.028495,1,57.2,top 50%
BTCUSDT,2014-11-24,16.1,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.7501,0.0,0.0,0.0,0.0,0.7934,0.0,0.0,0.4817,0.1286,0.6693,0.0,0.5671,0.9501,0.5,0.0,0.5,0.7934,0.5,0.5,0.006219,1,56.1,top 50%
BTCUSDT,2014-11-25,13.3,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.2835,0.0,0.0,0.0,0.0,0.7935,0.0,0.0,0.4872,0.1514,0.6693,0.0,0.4986,0.6701,0.5,0.0,0.5,0.7935,0.5,0.5,0.015897,1,39.5,bottom 50%
BTCUSDT,2014-11-26,12.2,0–20,0.0252,0.0,0.0,0.0,0.6693,0.0,0.0,0.0234,0.0,0.0,0.0,0.0,0.8025,0.0,0.0,0.5126,0.2117,0.6693,0.0,0.4184,0.514,0.5,0.0,0.5,0.8025,0.5,0.5,0.018025,1,34.1,bottom 50%
BTCUSDT,2014-11-27,12.8,0–20,0.0151,0.0,0.0,0.0,0.6693,0.0,0.0,0.1607,0.0,0.0,0.0,0.0,0.8004,0.0,0.0,0.5076,0.2151,0.6693,0.0,0.6956,0.5964,0.5,0.3466,0.5,0.8004,0.5,0.5,-0.000179,0,36.7,bottom 50%
BTCUSDT,2014-11-28,13.5,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.3273,0.0,0.0,0.0,0.0,0.7886,0.0,0.0,0.481,0.1728,0.6693,0.0025,0.4662,0.6964,0.5,0.3466,0.5,0.7886,0.5,0.5,0.001081,1,40.6,bottom 50%
BTCUSDT,2014-11-29,12.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.7903,0.0,0.0,0.4851,0.1867,0.6693,0.0023,0.3814,0.6122,0.5,0.3466,0.5,0.7903,0.5,0.5,-0.00188,0,36.2,bottom 50%
BTCUSDT,2014-11-30,12.2,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.1156,0.0,0.0,0.0,0.0,0.7877,0.0,0.0,0.4743,0.1691,0.6693,0.0021,0.3132,0.5694,0.5,0.3466,0.5,0.7877,0.5,0.5,-0.007809,0,34.1,bottom 50%
BTCUSDT,2014-12-01,5.6,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.7872,0.0,0.0,0.4691,0.1636,0.489,0.002,0.3461,0.5057,0.5,0.3682,0.5,0.7872,0.5,0.5,-0.045712,0,5.2,bottom 50%
BTCUSDT,2014-12-02,5.5,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783,0.0,0.0,0.4596,0.1174,0.489,0.002,0.365,0.1063,0.5,0.3682,0.5,0.783,0.5,0.5,-0.076304,0,5.0,bottom 50%
BTCUSDT,2014-12-03,5.5,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.4932,0.1592,0.489,0.0,0.6019,0.1854,0.5,0.3682,0.5,0.79,0.5,0.5,-0.076385,0,5.0,bottom 50%
BTCUSDT,2014-12-04,6.2,0–20,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7959,0.0,0.0,0.5207,0.2252,0.489,0.0,0.5759,0.3343,0.5,0.3682,0.5,0.7959,0.5,0.5,-0.051671,0,8.3,bottom 50%
BTCUSDT,2014-12-05,5.7,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254,0.0,0.0,0.0,0.0,0.7863,0.0,0.0,0.4828,0.1042,0.489,0.0,0.5655,0.5152,0.5,0.2306,0.5,0.7863,0.5,0.5,-0.064513,0,5.4,bottom 50%
BTCUSDT,2014-12-06,5.5,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7896,0.0,0.0,0.4941,0.1254,0.489,0.0,0.6904,0.434,0.5,0.2306,0.5,0.7896,0.5,0.5,-0.073133,0,5.0,bottom 50%
BTCUSDT,2014-12-07,5.5,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.4924,0.1045,0.489,0.0,0.3117,0.4536,0.5,0.2306,0.5,0.788,0.5,0.5,-0.062552,0,5.0,bottom 50%
BTCUSDT,2014-12-08,7.5,0–20,0.1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7986,0.0,0.0,0.5628,0.3402,0.489,0.0,0.4618,0.4985,0.5,0.2306,0.5,0.7986,0.5,0.5,-0.045768,0,12.2,bottom 50%
BTCUSDT,2014-12-09,12.6,0–20,0.212,0.0,0.0,0.0,0.0,0.0,0.6231,0.0,0.0,0.0,0.0,0.0,0.8108,0.0,0.0,0.606,0.4722,0.489,0.0,0.2345,0.4177,0.5,0.3253,0.5,0.8108,0.5,0.5,-0.071424,0,35.8,bottom 50%
BTCUSDT,2014-12-10,11.4,0–20,0.2596,0.0503,0.0,0.0,0.0,0.0,0.0,0.2442,0.0,0.0,0.0,0.0,0.8132,0.0,0.0,0.6298,0.5251,0.489,0.0,0.5105,0.6465,0.5,0.3253,0.5,0.8132,0.5,0.5,-0.076766,0,29.6,bottom 50%
BTCUSDT,2014-12-11,13.9,0–20,0.2042,0.0,0.0,0.0,0.0,0.0,0.54,0.319,0.0,0.0,0.0,0.0,0.8122,0.0,0.0,0.6021,0.459,0.489,0.0,0.2327,0.6914,0.5,0.3253,0.5,0.8122,0.5,0.5,-0.111582,0,42.7,bottom 50%
BTCUSDT,2014-12-12,10.1,0–20,0.1768,0.0,0.0,0.0,0.0,0.0,0.0,0.2953,0.0,0.0,0.0,0.0,0.8074,0.0,0.0,0.5884,0.4261,0.489,0.0,0.4957,0.6772,0.5,0.3253,0.5,0.8074,0.5,0.5,-0.098425,0,23.0,bottom 50%
BTCUSDT,2014-12-13,13.2,0–20,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6881,0.0,0.8114,0.0,0.0,0.6125,0.4616,0.489,0.0,0.4053,0.4556,0.5,0.6881,0.5,0.8114,0.5,0.5,-0.050147,0,39.0,bottom 50%
BTCUSDT,2014-12-14,12.2,0–20,0.1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6881,0.0,0.8044,0.0,0.0,0.5822,0.3768,0.489,0.0,0.4308,0.3039,0.5,0.6881,0.5,0.8044,0.5,0.5,-0.08756,0,34.1,bottom 50%
BTCUSDT,2014-12-15,13.2,0–20,0.2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6881,0.0,0.8132,0.0,0.0,0.6127,0.4269,0.489,0.0,0.4707,0.269,0.5,0.6881,0.5,0.8132,0.5,0.5,-0.038973,0,39.0,bottom 50%
BTCUSDT,2014-12-16,20.0,20–40,0.3693,0.1183,0.0,0.0,0.0,0.0,0.6198,0.0,0.0,0.0,0.6881,0.0,0.8318,0.0,0.0,0.6846,0.5591,0.489,0.0,0.2334,0.3642,0.5,0.6881,0.5,0.8318,0.5,0.5,0.022962,1,76.3,top 25%
BTCUSDT,2014-12-17,17.7,0–20,0.4159,0.0886,0.0,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,0.0,0.0,0.8399,0.0,0.0,0.7079,0.5443,0.489,0.0,0.1662,0.3739,0.5,0.0668,0.5,0.8399,0.5,0.5,0.008625,1,64.6,top 50%
BTCUSDT,2014-12-18,18.5,0–20,0.4648,0.0732,0.0,0.0,0.0,0.0,0.8483,0.0,0.0,0.0,0.0,0.0,0.8464,0.0,0.0,0.7324,0.5366,0.489,0.0,0.168,0.2923,0.5,0.0668,0.5,0.8464,0.5,0.5,0.024445,1,69.0,top 50%
BTCUSDT,2014-12-19,11.4,0–20,0.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8413,0.0,0.0,0.6849,0.444,0.489,0.0,0.4242,0.3277,0.5,0.0668,0.5,0.8413,0.5,0.5,0.031717,1,29.6,bottom 50%
BTCUSDT,2014-12-20,9.0,0–20,0.2107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,0.0,0.0,0.6053,0.3352,0.489,0.0,0.5192,0.2521,0.5,0.0668,0.5,0.829,0.5,0.5,-0.042712,0,17.7,bottom 50%
BTCUSDT,2014-12-21,10.0,0–20,0.2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8374,0.0,0.0,0.6393,0.3809,0.489,0.0,0.4308,0.0951,0.5,0.1392,0.5,0.8374,0.5,0.5,-0.011233,0,22.6,bottom 50%
BTCUSDT,2014-12-22,8.0,0–20,0.1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8262,0.0,0.0,0.5748,0.2848,0.489,0.0,0.5303,0.0,0.5,0.1392,0.5,0.8262,0.5,0.5,-0.057899,0,14.1,bottom 50%
BTCUSDT,2014-12-23,7.5,0–20,0.1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8202,0.0,0.0,0.56,0.2514,0.489,0.0,0.4434,0.0,0.5,0.1392,0.5,0.8202,0.5,0.5,-0.07124,0,12.2,bottom 50%
BTCUSDT,2014-12-24,9.1,0–20,0.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8335,0.0,0.0,0.6086,0.3335,0.489,0.0027,0.4213,0.0737,0.5,0.1392,0.5,0.8335,0.5,0.5,-0.007258,0,18.1,bottom 50%
BTCUSDT,2014-12-25,14.8,0–20,0.2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8845,0.0,0.8375,0.0,0.0,0.6218,0.3485,0.489,0.0027,0.6532,0.139,0.5,0.8845,0.5,0.8375,0.5,0.5,-0.014918,0,48.0,bottom 50%
BTCUSDT,2014-12-26,13.2,0–20,0.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8845,0.0,0.8269,0.0,0.0,0.5695,0.2577,0.489,0.0,0.5618,0.0587,0.5,0.8845,0.5,0.8269,0.5,0.5,-0.039314,0,39.0,bottom 50%
BTCUSDT,2014-12-27,14.7,0–20,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8845,0.0,0.8404,0.0,0.0,0.6165,0.3681,0.489,0.0,0.5841,0.1711,0.5,0.8845,0.5,0.8404,0.5,0.5,-0.110114,0,47.5,bottom 50%
BTCUSDT,2014-12-28,14.4,0–20,0.2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8845,0.0,0.8391,0.0,0.0,0.6083,0.3402,0.489,0.0,0.6311,0.2851,0.5,0.8845,0.5,0.8391,0.5,0.5,-0.167205,0,45.5,bottom 50%
BTCUSDT,2014-12-29,13.4,0–20,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6221,0.0,0.8429,0.0,0.0,0.626,0.3733,0.489,0.0,0.6127,0.2549,0.5,0.6221,0.5,0.8429,0.5,0.5,-0.122161,0,40.1,bottom 50%
BTCUSDT,2014-12-30,13.6,0–20,0.2671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6221,0.0,0.8441,0.0,0.0,0.6336,0.3738,0.489,0.0,0.6074,0.2692,0.5,0.6221,0.5,0.8441,0.5,0.5,-0.078999,0,41.2,bottom 50%
BTCUSDT,2014-12-31,11.7,0–20,0.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6221,0.0,0.833,0.0,0.0,0.5727,0.25,0.489,0.0,0.425,0.3113,0.5,0.6221,0.5,0.833,0.5,0.5,-0.080751,0,31.5,bottom 50%
BTCUSDT,2015-01-01,12.6,0–20,0.1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6221,0.0,0.8391,0.0,0.0,0.5988,0.314,0.1971,0.0,0.3329,0.1895,0.5,0.6221,0.5,0.8391,0.5,0.5,-0.09833,0,35.8,bottom 50%
