date,addr_count,ma30,ratio,f11_norm
2015-01-02 00:00:00+00:00,179406.0,175308.0,1.0234,0.4532
2015-01-06 00:00:00+00:00,179159.0,174188.0,1.0285,0.4429
2015-01-10 00:00:00+00:00,242729.0,177303.0,1.369,0.0
2015-01-14 00:00:00+00:00,217076.0,179172.0,1.2115,0.0769
2015-01-18 00:00:00+00:00,214984.0,181570.0,1.184,0.1319
2015-01-22 00:00:00+00:00,186251.0,182321.0,1.0216,0.4569
2015-01-26 00:00:00+00:00,216080.0,184810.0,1.1692,0.1616
2015-01-30 00:00:00+00:00,161500.0,184050.0,0.8775,0.745
2015-02-03 00:00:00+00:00,203192.0,183489.0,1.1074,0.2852
2015-02-07 00:00:00+00:00,159160.0,183480.0,0.8675,0.7651
2015-02-11 00:00:00+00:00,191881.0,183811.0,1.0439,0.4122
2015-02-15 00:00:00+00:00,300913.0,188588.0,1.5956,0.0
2015-02-19 00:00:00+00:00,180964.0,188904.0,0.958,0.5841
2015-02-23 00:00:00+00:00,213050.0,189848.0,1.1222,0.2556
2015-02-27 00:00:00+00:00,198801.0,190595.0,1.0431,0.4139
2015-03-03 00:00:00+00:00,218185.0,192080.0,1.1359,0.2282
2015-03-07 00:00:00+00:00,213542.0,193739.0,1.1022,0.2956
2015-03-11 00:00:00+00:00,202784.0,194823.0,1.0409,0.4183
2015-03-15 00:00:00+00:00,219686.0,197125.0,1.1144,0.2711
2015-03-19 00:00:00+00:00,191319.0,197753.0,0.9675,0.5651
2015-03-23 00:00:00+00:00,217678.0,197551.0,1.1019,0.2962
2015-03-27 00:00:00+00:00,196455.0,198054.0,0.9919,0.5161
2015-03-31 00:00:00+00:00,226307.0,199541.0,1.1341,0.2317
2015-04-04 00:00:00+00:00,215923.0,200265.0,1.0782,0.3436
2015-04-08 00:00:00+00:00,215255.0,201223.0,1.0697,0.3605
2015-04-12 00:00:00+00:00,217732.0,203311.0,1.0709,0.3581
2015-04-16 00:00:00+00:00,188970.0,202611.0,0.9327,0.6346
2015-04-20 00:00:00+00:00,209796.0,202748.0,1.0348,0.4305
2015-04-24 00:00:00+00:00,204006.0,204878.0,0.9957,0.5085
2015-04-28 00:00:00+00:00,209313.0,206403.0,1.0141,0.4718
2015-05-02 00:00:00+00:00,233284.0,208199.0,1.1205,0.259
2015-05-06 00:00:00+00:00,225289.0,209737.0,1.0742,0.3517
2015-05-10 00:00:00+00:00,219078.0,208948.0,1.0485,0.403
2015-05-14 00:00:00+00:00,200454.0,208394.0,0.9619,0.5762
2015-05-18 00:00:00+00:00,206913.0,208125.0,0.9942,0.5117
2015-05-22 00:00:00+00:00,208304.0,208860.0,0.9973,0.5053
2015-05-26 00:00:00+00:00,227723.0,209249.0,1.0883,0.3234
2015-05-30 00:00:00+00:00,266265.0,212741.0,1.2516,0.0
2015-06-03 00:00:00+00:00,246454.0,214183.0,1.1507,0.1987
2015-06-07 00:00:00+00:00,220164.0,216216.0,1.0183,0.4635
2015-06-11 00:00:00+00:00,233951.0,217619.0,1.0751,0.3499
2015-06-15 00:00:00+00:00,272423.0,216669.0,1.2573,0.0
2015-06-19 00:00:00+00:00,253777.0,219096.0,1.1583,0.1834
2015-06-23 00:00:00+00:00,256698.0,220551.0,1.1639,0.1722
2015-06-27 00:00:00+00:00,254786.0,222417.0,1.1455,0.2089
2015-07-01 00:00:00+00:00,253870.0,223607.0,1.1353,0.2293
2015-07-05 00:00:00+00:00,269467.0,225471.0,1.1951,0.1097
2015-07-09 00:00:00+00:00,269424.0,227692.0,1.1833,0.1334
2015-07-13 00:00:00+00:00,240377.0,228382.0,1.0525,0.395
2015-07-17 00:00:00+00:00,205768.0,228863.0,0.8991,0.7018
2015-07-21 00:00:00+00:00,255725.0,230132.0,1.1112,0.2776
2015-07-25 00:00:00+00:00,195286.0,230093.0,0.8487,0.8025
2015-07-29 00:00:00+00:00,269690.0,231539.0,1.1648,0.1705
2015-08-02 00:00:00+00:00,255245.0,232850.0,1.0962,0.3076
2015-08-06 00:00:00+00:00,245603.0,233861.0,1.0502,0.3996
2015-08-10 00:00:00+00:00,235211.0,234444.0,1.0033,0.4935
2015-08-14 00:00:00+00:00,227327.0,235722.0,0.9644,0.5712
2015-08-18 00:00:00+00:00,249286.0,237039.0,1.0517,0.3967
2015-08-22 00:00:00+00:00,258265.0,238847.0,1.0813,0.3374
2015-08-26 00:00:00+00:00,237648.0,239792.0,0.9911,0.5179
2015-08-30 00:00:00+00:00,245385.0,240195.0,1.0216,0.4568
2015-09-03 00:00:00+00:00,246972.0,240918.0,1.0251,0.4497
2015-09-07 00:00:00+00:00,263783.0,242408.0,1.0882,0.3236
2015-09-11 00:00:00+00:00,276094.0,244929.0,1.1272,0.2455
2015-09-15 00:00:00+00:00,268665.0,246988.0,1.0878,0.3245
2015-09-19 00:00:00+00:00,221522.0,247428.0,0.8953,0.7094
2015-09-23 00:00:00+00:00,244535.0,247989.0,0.9861,0.5279
2015-09-27 00:00:00+00:00,256084.0,247650.0,1.0341,0.4319
2015-10-01 00:00:00+00:00,248462.0,247716.0,1.003,0.494
2015-10-05 00:00:00+00:00,233960.0,248176.0,0.9427,0.6146
2015-10-09 00:00:00+00:00,209703.0,247368.0,0.8477,0.8045
2015-10-13 00:00:00+00:00,239237.0,246262.0,0.9715,0.5571
2015-10-17 00:00:00+00:00,307347.0,248048.0,1.2391,0.0219
2015-10-21 00:00:00+00:00,289412.0,249138.0,1.1617,0.1767
2015-10-25 00:00:00+00:00,296929.0,250543.0,1.1851,0.1297
2015-10-29 00:00:00+00:00,292094.0,251817.0,1.1599,0.1801
2015-11-02 00:00:00+00:00,309823.0,253162.0,1.2238,0.0524
2015-11-06 00:00:00+00:00,358682.0,256137.0,1.4004,0.0
2015-11-10 00:00:00+00:00,311998.0,258525.0,1.2068,0.0863
2015-11-14 00:00:00+00:00,328381.0,262612.0,1.2504,0.0
2015-11-18 00:00:00+00:00,324903.0,264918.0,1.2264,0.0471
2015-11-22 00:00:00+00:00,319199.0,269048.0,1.1864,0.1272
2015-11-26 00:00:00+00:00,314907.0,270555.0,1.1639,0.1721
2015-11-30 00:00:00+00:00,409952.0,275712.0,1.4869,0.0
2015-12-04 00:00:00+00:00,329534.0,278510.0,1.1832,0.1336
2015-12-08 00:00:00+00:00,388080.0,283606.0,1.3684,0.0
2015-12-12 00:00:00+00:00,445120.0,290865.0,1.5303,0.0
2015-12-16 00:00:00+00:00,396918.0,295786.0,1.3419,0.0
2015-12-20 00:00:00+00:00,409195.0,300817.0,1.3603,0.0
2015-12-24 00:00:00+00:00,382616.0,305650.0,1.2518,0.0
2015-12-28 00:00:00+00:00,335134.0,308641.0,1.0858,0.3283
2016-01-01 00:00:00+00:00,263121.0,309180.0,0.851,0.7979
2016-01-05 00:00:00+00:00,359763.0,312379.0,1.1517,0.1966
2016-01-09 00:00:00+00:00,390146.0,316181.0,1.2339,0.0321
2016-01-13 00:00:00+00:00,339655.0,318547.0,1.0663,0.3675
2016-01-17 00:00:00+00:00,462215.0,326570.0,1.4154,0.0
2016-01-21 00:00:00+00:00,415801.0,332279.0,1.2514,0.0
2016-01-25 00:00:00+00:00,420289.0,337753.0,1.2444,0.0113
2016-01-29 00:00:00+00:00,410455.0,343152.0,1.1961,0.1077
2016-02-02 00:00:00+00:00,488072.0,351623.0,1.3881,0.0
2016-02-06 00:00:00+00:00,419675.0,358622.0,1.1702,0.1595
2016-02-10 00:00:00+00:00,417816.0,364574.0,1.146,0.2079
2016-02-14 00:00:00+00:00,421715.0,368387.0,1.1448,0.2105
2016-02-18 00:00:00+00:00,415599.0,372593.0,1.1154,0.2692
2016-02-22 00:00:00+00:00,465054.0,378197.0,1.2297,0.0407
2016-02-26 00:00:00+00:00,391078.0,381497.0,1.0251,0.4498
2016-03-01 00:00:00+00:00,483492.0,387286.0,1.2484,0.0032
2016-03-05 00:00:00+00:00,411654.0,389051.0,1.0581,0.3838
2016-03-09 00:00:00+00:00,337006.0,389885.0,0.8644,0.7713
2016-03-13 00:00:00+00:00,351625.0,390660.0,0.9001,0.6998
2016-03-17 00:00:00+00:00,397923.0,393094.0,1.0123,0.4754
2016-03-21 00:00:00+00:00,355209.0,394294.0,0.9009,0.6983
2016-03-25 00:00:00+00:00,332910.0,394894.0,0.843,0.8139
2016-03-29 00:00:00+00:00,384087.0,394032.0,0.9748,0.5505
2016-04-02 00:00:00+00:00,349858.0,394709.0,0.8864,0.7273
2016-04-06 00:00:00+00:00,400648.0,395128.0,1.014,0.4721
2016-04-10 00:00:00+00:00,369611.0,392611.0,0.9414,0.6172
2016-04-14 00:00:00+00:00,386126.0,392252.0,0.9844,0.5312
2016-04-18 00:00:00+00:00,391408.0,391659.0,0.9994,0.5013
2016-04-22 00:00:00+00:00,360541.0,390923.0,0.9223,0.6554
2016-04-26 00:00:00+00:00,438403.0,394365.0,1.1117,0.2767
2016-04-30 00:00:00+00:00,370399.0,397941.0,0.9308,0.6384
2016-05-04 00:00:00+00:00,393861.0,399078.0,0.9869,0.5261
2016-05-08 00:00:00+00:00,363477.0,398189.0,0.9128,0.6743
2016-05-12 00:00:00+00:00,373340.0,399312.0,0.935,0.6301
2016-05-16 00:00:00+00:00,428469.0,398187.0,1.0761,0.3479
2016-05-20 00:00:00+00:00,352825.0,396088.0,0.8908,0.7184
2016-05-24 00:00:00+00:00,407284.0,395654.0,1.0294,0.4412
2016-05-28 00:00:00+00:00,378992.0,394605.0,0.9604,0.5791
2016-06-01 00:00:00+00:00,411100.0,392040.0,1.0486,0.4028
2016-06-05 00:00:00+00:00,370336.0,390395.0,0.9486,0.6028
2016-06-09 00:00:00+00:00,433264.0,390910.0,1.1083,0.2833
2016-06-13 00:00:00+00:00,450475.0,391868.0,1.1496,0.2009
2016-06-17 00:00:00+00:00,456749.0,393240.0,1.1615,0.177
2016-06-21 00:00:00+00:00,466563.0,393290.0,1.1863,0.1274
2016-06-25 00:00:00+00:00,410558.0,393940.0,1.0422,0.4156
2016-06-29 00:00:00+00:00,370956.0,390189.0,0.9507,0.5986
2016-07-03 00:00:00+00:00,349825.0,388128.0,0.9013,0.6974
2016-07-07 00:00:00+00:00,364951.0,389059.0,0.938,0.6239
2016-07-11 00:00:00+00:00,392909.0,390435.0,1.0063,0.4873
2016-07-15 00:00:00+00:00,367025.0,389405.0,0.9425,0.6149
2016-07-19 00:00:00+00:00,372107.0,389969.0,0.9542,0.5916
2016-07-23 00:00:00+00:00,338444.0,390153.0,0.8675,0.7651
2016-07-27 00:00:00+00:00,373465.0,389799.0,0.9581,0.5838
2016-07-31 00:00:00+00:00,344641.0,389625.0,0.8845,0.7309
2016-08-04 00:00:00+00:00,384713.0,389094.0,0.9887,0.5225
2016-08-08 00:00:00+00:00,412180.0,390513.0,1.0555,0.389
2016-08-12 00:00:00+00:00,389404.0,390622.0,0.9969,0.5062
2016-08-16 00:00:00+00:00,423764.0,391701.0,1.0819,0.3363
2016-08-20 00:00:00+00:00,399739.0,393007.0,1.0171,0.4657
2016-08-24 00:00:00+00:00,408587.0,392013.0,1.0423,0.4154
2016-08-28 00:00:00+00:00,331778.0,390726.0,0.8491,0.8017
2016-09-01 00:00:00+00:00,385974.0,390463.0,0.9885,0.523
2016-09-05 00:00:00+00:00,422188.0,392420.0,1.0759,0.3483
2016-09-09 00:00:00+00:00,380834.0,392670.0,0.9699,0.5603
2016-09-13 00:00:00+00:00,410171.0,392060.0,1.0462,0.4076
2016-09-17 00:00:00+00:00,394081.0,393435.0,1.0016,0.4967
2016-09-21 00:00:00+00:00,408745.0,393484.0,1.0388,0.4224
2016-09-25 00:00:00+00:00,377263.0,393426.0,0.9589,0.5822
2016-09-29 00:00:00+00:00,438502.0,394340.0,1.112,0.276
2016-10-03 00:00:00+00:00,494066.0,398464.0,1.2399,0.0201
2016-10-07 00:00:00+00:00,470157.0,399694.0,1.1763,0.1474
2016-10-11 00:00:00+00:00,456719.0,399902.0,1.1421,0.2158
2016-10-15 00:00:00+00:00,390688.0,397700.0,0.9824,0.5353
2016-10-19 00:00:00+00:00,340010.0,393481.0,0.8641,0.7718
2016-10-23 00:00:00+00:00,370500.0,392146.0,0.9448,0.6104
2016-10-27 00:00:00+00:00,544308.0,397925.0,1.3679,0.0
2016-10-31 00:00:00+00:00,456149.0,401469.0,1.1362,0.2276
2016-11-04 00:00:00+00:00,429052.0,403605.0,1.063,0.3739
2016-11-08 00:00:00+00:00,515899.0,407705.0,1.2654,0.0
2016-11-12 00:00:00+00:00,441806.0,410198.0,1.0771,0.3459
2016-11-16 00:00:00+00:00,481300.0,413838.0,1.163,0.174
2016-11-20 00:00:00+00:00,452258.0,417631.0,1.0829,0.3342
2016-11-24 00:00:00+00:00,555782.0,423709.0,1.3117,0.0
2016-11-28 00:00:00+00:00,531725.0,429945.0,1.2367,0.0265
2016-12-02 00:00:00+00:00,579169.0,436427.0,1.3271,0.0
2016-12-06 00:00:00+00:00,569492.0,441670.0,1.2894,0.0
2016-12-10 00:00:00+00:00,456468.0,443906.0,1.0283,0.4434
2016-12-14 00:00:00+00:00,495462.0,446296.0,1.1102,0.2797
2016-12-18 00:00:00+00:00,418499.0,446921.0,0.9364,0.6272
2016-12-22 00:00:00+00:00,528879.0,450931.0,1.1729,0.1543
2016-12-26 00:00:00+00:00,448558.0,454823.0,0.9862,0.5276
2016-12-30 00:00:00+00:00,496025.0,458492.0,1.0819,0.3363
2017-01-03 00:00:00+00:00,515024.0,461586.0,1.1158,0.2685
2017-01-07 00:00:00+00:00,503341.0,465670.0,1.0809,0.3382
2017-01-11 00:00:00+00:00,491693.0,468387.0,1.0498,0.4005
2017-01-15 00:00:00+00:00,417279.0,469161.0,0.8894,0.7212
2017-01-19 00:00:00+00:00,516339.0,472747.0,1.0922,0.3156
2017-01-23 00:00:00+00:00,425650.0,474360.0,0.8973,0.7054
2017-01-27 00:00:00+00:00,462951.0,475175.0,0.9743,0.5515
2017-01-31 00:00:00+00:00,523037.0,476141.0,1.0985,0.303
2017-02-04 00:00:00+00:00,500098.0,477139.0,1.0481,0.4038
2017-02-08 00:00:00+00:00,516491.0,479131.0,1.078,0.3441
2017-02-12 00:00:00+00:00,422085.0,480178.0,0.879,0.742
2017-02-16 00:00:00+00:00,489190.0,485150.0,1.0083,0.4833
2017-02-20 00:00:00+00:00,503953.0,489599.0,1.0293,0.4414
2017-02-24 00:00:00+00:00,590852.0,491150.0,1.203,0.094
2017-02-28 00:00:00+00:00,542157.0,494017.0,1.0974,0.3051
2017-03-04 00:00:00+00:00,489858.0,496044.0,0.9875,0.5249
2017-03-08 00:00:00+00:00,526233.0,496388.0,1.0601,0.3798
2017-03-12 00:00:00+00:00,422479.0,495744.0,0.8522,0.7956
2017-03-16 00:00:00+00:00,594406.0,499514.0,1.19,0.1201
2017-03-20 00:00:00+00:00,512638.0,501527.0,1.0222,0.4557
2017-03-24 00:00:00+00:00,540390.0,501014.0,1.0786,0.3428
2017-03-28 00:00:00+00:00,553957.0,501755.0,1.104,0.2919
2017-04-01 00:00:00+00:00,502791.0,499209.0,1.0072,0.4856
2017-04-05 00:00:00+00:00,577217.0,499467.0,1.1557,0.1887
2017-04-09 00:00:00+00:00,489533.0,500569.0,0.978,0.5441
2017-04-13 00:00:00+00:00,449522.0,499038.0,0.9008,0.6984
2017-04-17 00:00:00+00:00,469210.0,500728.0,0.9371,0.6259
2017-04-21 00:00:00+00:00,612636.0,503520.0,1.2167,0.0666
2017-04-25 00:00:00+00:00,580199.0,507908.0,1.1423,0.2153
2017-04-29 00:00:00+00:00,634026.0,512508.0,1.2371,0.0258
2017-05-03 00:00:00+00:00,547222.0,513581.0,1.0655,0.369
2017-05-07 00:00:00+00:00,581370.0,516182.0,1.1263,0.2474
2017-05-11 00:00:00+00:00,568522.0,518743.0,1.096,0.3081
2017-05-15 00:00:00+00:00,636240.0,526042.0,1.2095,0.081
2017-05-19 00:00:00+00:00,633618.0,529951.0,1.1956,0.1088
2017-05-23 00:00:00+00:00,687291.0,538672.0,1.2759,0.0
2017-05-27 00:00:00+00:00,651462.0,544956.0,1.1954,0.1091
2017-05-31 00:00:00+00:00,614127.0,547992.0,1.1207,0.2586
2017-06-04 00:00:00+00:00,537388.0,549235.0,0.9784,0.5431
2017-06-08 00:00:00+00:00,609713.0,552343.0,1.1039,0.2923
2017-06-12 00:00:00+00:00,538625.0,556228.0,0.9684,0.5633
2017-06-16 00:00:00+00:00,536166.0,557793.0,0.9612,0.5775
2017-06-20 00:00:00+00:00,591484.0,560711.0,1.0549,0.3902
2017-06-24 00:00:00+00:00,469728.0,556674.0,0.8438,0.8124
2017-06-28 00:00:00+00:00,549137.0,556906.0,0.986,0.5279
2017-07-02 00:00:00+00:00,409306.0,554221.0,0.7385,1.0
2017-07-06 00:00:00+00:00,459295.0,551990.0,0.8321,0.8359
2017-07-10 00:00:00+00:00,567053.0,556809.0,1.0184,0.4632
2017-07-14 00:00:00+00:00,473083.0,552765.0,0.8558,0.7883
2017-07-18 00:00:00+00:00,561056.0,554379.0,1.012,0.4759
2017-07-22 00:00:00+00:00,433136.0,550804.0,0.7864,0.9273
2017-07-26 00:00:00+00:00,460147.0,547677.0,0.8402,0.8196
2017-07-30 00:00:00+00:00,386559.0,543802.0,0.7108,1.0
2017-08-03 00:00:00+00:00,427729.0,538819.0,0.7938,0.9123
2017-08-07 00:00:00+00:00,512718.0,539592.0,0.9502,0.5996
2017-08-11 00:00:00+00:00,580988.0,543974.0,1.068,0.3639
2017-08-15 00:00:00+00:00,650900.0,550031.0,1.1834,0.1332
2017-08-19 00:00:00+00:00,535351.0,547455.0,0.9779,0.5442
2017-08-23 00:00:00+00:00,628517.0,549065.0,1.1447,0.2106
2017-08-27 00:00:00+00:00,509083.0,544900.0,0.9343,0.6315
2017-08-31 00:00:00+00:00,589298.0,546303.0,1.0787,0.3426
2017-09-04 00:00:00+00:00,561329.0,545635.0,1.0288,0.4425
2017-09-08 00:00:00+00:00,606486.0,546900.0,1.109,0.2821
2017-09-12 00:00:00+00:00,549110.0,543996.0,1.0094,0.4812
2017-09-16 00:00:00+00:00,486763.0,539101.0,0.9029,0.6942
2017-09-20 00:00:00+00:00,480583.0,532211.0,0.903,0.694
2017-09-24 00:00:00+00:00,383449.0,523277.0,0.7328,1.0
2017-09-28 00:00:00+00:00,561793.0,521532.0,1.0772,0.3456
2017-10-02 00:00:00+00:00,606138.0,523824.0,1.1571,0.1857
2017-10-06 00:00:00+00:00,609683.0,523823.0,1.1639,0.1722
2017-10-10 00:00:00+00:00,613364.0,526314.0,1.1654,0.1692
2017-10-14 00:00:00+00:00,594482.0,528258.0,1.1254,0.2493
2017-10-18 00:00:00+00:00,646494.0,530092.0,1.2196,0.0608
2017-10-22 00:00:00+00:00,573815.0,533562.0,1.0754,0.3491
2017-10-26 00:00:00+00:00,555570.0,533776.0,1.0408,0.4183
2017-10-30 00:00:00+00:00,672661.0,542554.0,1.2398,0.0204
2017-11-03 00:00:00+00:00,670963.0,549610.0,1.2208,0.0584
2017-11-07 00:00:00+00:00,714417.0,554522.0,1.2883,0.0
2017-11-11 00:00:00+00:00,459977.0,554085.0,0.8302,0.8397
2017-11-15 00:00:00+00:00,709294.0,559027.0,1.2688,0.0
2017-11-19 00:00:00+00:00,603430.0,564703.0,1.0686,0.3628
2017-11-23 00:00:00+00:00,747162.0,574270.0,1.3011,0.0
2017-11-27 00:00:00+00:00,829651.0,589040.0,1.4085,0.0
2017-12-01 00:00:00+00:00,869275.0,603758.0,1.4398,0.0
2017-12-05 00:00:00+00:00,891236.0,616375.0,1.4459,0.0
2017-12-09 00:00:00+00:00,877575.0,626262.0,1.4013,0.0
2017-12-13 00:00:00+00:00,958477.0,636514.0,1.5058,0.0
2017-12-17 00:00:00+00:00,877465.0,647918.0,1.3543,0.0
2017-12-21 00:00:00+00:00,840740.0,654992.0,1.2836,0.0
2017-12-25 00:00:00+00:00,565075.0,656858.0,0.8603,0.7795
2017-12-29 00:00:00+00:00,838926.0,665179.0,1.2612,0.0
2018-01-02 00:00:00+00:00,850802.0,674829.0,1.2608,0.0
2018-01-06 00:00:00+00:00,889099.0,684249.0,1.2994,0.0
2018-01-10 00:00:00+00:00,876990.0,695178.0,1.2615,0.0
2018-01-14 00:00:00+00:00,592042.0,698688.0,0.8474,0.8053
2018-01-18 00:00:00+00:00,744190.0,707474.0,1.0519,0.3962
2018-01-22 00:00:00+00:00,574421.0,713840.0,0.8047,0.8906
2018-01-26 00:00:00+00:00,514622.0,712268.0,0.7225,1.0
2018-01-30 00:00:00+00:00,531441.0,709778.0,0.7487,1.0
2018-02-03 00:00:00+00:00,436197.0,703995.0,0.6196,1.0
2018-02-07 00:00:00+00:00,489403.0,699863.0,0.6993,1.0
2018-02-11 00:00:00+00:00,368625.0,692334.0,0.5324,1.0
2018-02-15 00:00:00+00:00,475030.0,686619.0,0.6918,1.0
2018-02-19 00:00:00+00:00,436342.0,682037.0,0.6398,1.0
2018-02-23 00:00:00+00:00,424503.0,677668.0,0.6264,1.0
2018-02-27 00:00:00+00:00,494788.0,671739.0,0.7366,1.0
2018-03-03 00:00:00+00:00,416967.0,663272.0,0.6287,1.0
2018-03-07 00:00:00+00:00,474917.0,655289.0,0.7247,1.0
2018-03-11 00:00:00+00:00,349041.0,651591.0,0.5357,1.0
2018-03-15 00:00:00+00:00,459150.0,643253.0,0.7138,1.0
2018-03-19 00:00:00+00:00,421648.0,637193.0,0.6617,1.0
2018-03-23 00:00:00+00:00,430897.0,626651.0,0.6876,1.0
2018-03-27 00:00:00+00:00,414091.0,612799.0,0.6757,1.0
2018-03-31 00:00:00+00:00,332753.0,594915.0,0.5593,1.0
2018-04-04 00:00:00+00:00,432978.0,579640.0,0.747,1.0
2018-04-08 00:00:00+00:00,311300.0,560764.0,0.5551,1.0
2018-04-12 00:00:00+00:00,442158.0,543553.0,0.8135,0.8731
2018-04-16 00:00:00+00:00,433712.0,528762.0,0.8202,0.8595
2018-04-20 00:00:00+00:00,509923.0,517734.0,0.9849,0.5302
2018-04-24 00:00:00+00:00,548252.0,517174.0,1.0601,0.3798
2018-04-28 00:00:00+00:00,429929.0,503540.0,0.8538,0.7924
2018-05-02 00:00:00+00:00,468951.0,490812.0,0.9555,0.5891
2018-05-06 00:00:00+00:00,386315.0,474053.0,0.8149,0.8702
2018-05-10 00:00:00+00:00,465046.0,460321.0,1.0103,0.4795
2018-05-14 00:00:00+00:00,469798.0,456246.0,1.0297,0.4406
2018-05-18 00:00:00+00:00,499648.0,448095.0,1.115,0.2699
2018-05-22 00:00:00+00:00,441616.0,443668.0,0.9954,0.5093
2018-05-26 00:00:00+00:00,356716.0,438404.0,0.8137,0.8727
2018-05-30 00:00:00+00:00,443065.0,435459.0,1.0175,0.4651
2018-06-03 00:00:00+00:00,369975.0,433251.0,0.854,0.7921
2018-06-07 00:00:00+00:00,433804.0,431398.0,1.0056,0.4888
2018-06-11 00:00:00+00:00,446188.0,433983.0,1.0281,0.4438
2018-06-15 00:00:00+00:00,476263.0,434024.0,1.0973,0.3054
2018-06-19 00:00:00+00:00,413610.0,433267.0,0.9546,0.5907
2018-06-23 00:00:00+00:00,368137.0,431388.0,0.8534,0.7932
2018-06-27 00:00:00+00:00,397242.0,428136.0,0.9278,0.6443
2018-07-01 00:00:00+00:00,341862.0,425633.0,0.8032,0.8936
2018-07-05 00:00:00+00:00,413998.0,423602.0,0.9773,0.5453
2018-07-09 00:00:00+00:00,425385.0,426147.0,0.9982,0.5036
2018-07-13 00:00:00+00:00,473175.0,426614.0,1.1091,0.2817
2018-07-17 00:00:00+00:00,487160.0,428798.0,1.1361,0.2278
2018-07-21 00:00:00+00:00,385950.0,427300.0,0.9032,0.6935
2018-07-25 00:00:00+00:00,525952.0,431029.0,1.2202,0.0595
2018-07-29 00:00:00+00:00,380501.0,432620.0,0.8795,0.7409
2018-08-02 00:00:00+00:00,470017.0,433855.0,1.0834,0.3333
2018-08-06 00:00:00+00:00,452410.0,438559.0,1.0316,0.4368
2018-08-10 00:00:00+00:00,510030.0,440821.0,1.157,0.186
2018-08-14 00:00:00+00:00,514445.0,443512.0,1.1599,0.1801
2018-08-18 00:00:00+00:00,399289.0,439824.0,0.9078,0.6843
2018-08-22 00:00:00+00:00,484463.0,437698.0,1.1068,0.2863
2018-08-26 00:00:00+00:00,368938.0,435665.0,0.8468,0.8063
2018-08-30 00:00:00+00:00,463657.0,435488.0,1.0647,0.3706
2018-09-03 00:00:00+00:00,455957.0,437810.0,1.0414,0.4171
2018-09-07 00:00:00+00:00,539383.0,440288.0,1.2251,0.0499
2018-09-11 00:00:00+00:00,474061.0,440430.0,1.0764,0.3473
2018-09-15 00:00:00+00:00,427958.0,438040.0,0.977,0.546
2018-09-19 00:00:00+00:00,480228.0,439327.0,1.0931,0.3138
2018-09-23 00:00:00+00:00,401264.0,440812.0,0.9103,0.6794
2018-09-27 00:00:00+00:00,481908.0,442107.0,1.09,0.3199
2018-10-01 00:00:00+00:00,484983.0,445941.0,1.0876,0.3249
2018-10-05 00:00:00+00:00,533087.0,449250.0,1.1866,0.1268
2018-10-09 00:00:00+00:00,463257.0,449819.0,1.0299,0.4403
2018-10-13 00:00:00+00:00,400481.0,447293.0,0.8953,0.7093
2018-10-17 00:00:00+00:00,490531.0,449857.0,1.0904,0.3192
2018-10-21 00:00:00+00:00,403199.0,451026.0,0.894,0.7121
2018-10-25 00:00:00+00:00,474715.0,453608.0,1.0465,0.4069
2018-10-29 00:00:00+00:00,495174.0,458719.0,1.0795,0.3411
2018-11-02 00:00:00+00:00,565269.0,463761.0,1.2189,0.0622
2018-11-06 00:00:00+00:00,519342.0,466893.0,1.1123,0.2753
2018-11-10 00:00:00+00:00,448643.0,466075.0,0.9626,0.5748
2018-11-14 00:00:00+00:00,524970.0,467335.0,1.1233,0.2533
2018-11-18 00:00:00+00:00,393876.0,467600.0,0.8423,0.8153
2018-11-22 00:00:00+00:00,467175.0,465640.0,1.0033,0.4934
2018-11-26 00:00:00+00:00,469613.0,468611.0,1.0021,0.4957
2018-11-30 00:00:00+00:00,460123.0,468281.0,0.9826,0.5348
2018-12-04 00:00:00+00:00,492965.0,469633.0,1.0497,0.4006
2018-12-08 00:00:00+00:00,382550.0,465383.0,0.822,0.856
2018-12-12 00:00:00+00:00,439270.0,462878.0,0.949,0.602
2018-12-16 00:00:00+00:00,364388.0,461714.0,0.7892,0.9216
2018-12-20 00:00:00+00:00,475406.0,461412.0,1.0303,0.4393
2018-12-24 00:00:00+00:00,419725.0,463105.0,0.9063,0.6873
2018-12-28 00:00:00+00:00,485694.0,463840.0,1.0471,0.4058
2019-01-01 00:00:00+00:00,310120.0,458979.0,0.6757,1.0
2019-01-05 00:00:00+00:00,385489.0,453849.0,0.8494,0.8012
2019-01-09 00:00:00+00:00,463346.0,453492.0,1.0217,0.4565
2019-01-13 00:00:00+00:00,372207.0,451633.0,0.8241,0.8517
2019-01-17 00:00:00+00:00,462879.0,451055.0,1.0262,0.4476
2019-01-21 00:00:00+00:00,449404.0,452660.0,0.9928,0.5144
2019-01-25 00:00:00+00:00,492261.0,453005.0,1.0867,0.3267
2019-01-29 00:00:00+00:00,480702.0,452862.0,1.0615,0.377
2019-02-02 00:00:00+00:00,418174.0,449032.0,0.9313,0.6374
2019-02-06 00:00:00+00:00,482655.0,449678.0,1.0733,0.3533
2019-02-10 00:00:00+00:00,380922.0,449026.0,0.8483,0.8033
2019-02-14 00:00:00+00:00,473265.0,448451.0,1.0553,0.3893
2019-02-18 00:00:00+00:00,508261.0,451953.0,1.1246,0.2508
2019-02-22 00:00:00+00:00,542172.0,454201.0,1.1937,0.1126
2019-02-26 00:00:00+00:00,532149.0,455434.0,1.1684,0.1631
