date,turbulence_raw,turbulence_norm,turbulence_level
2021-05-20,11.597744306694047,0.49751392410770984,moderate
2021-05-21,7.207556751916744,0.3091006193836892,moderate
2021-05-22,6.171048676994034,0.2646168907655785,moderate
2021-05-23,7.852636865122125,0.33678546756483635,moderate
2021-05-24,20.479702236177456,0.8787001547717385,extreme
2021-05-25,1.2359996486268368,0.05281981266628142,low
2021-05-26,3.3846489013946015,0.14503320932771577,low
2021-05-27,1.2629471007569444,0.053976314170232194,low
2021-05-28,5.317862112284978,0.22800075576058507,low
2021-05-29,1.3749477209528616,0.05878303523145188,low
2021-05-30,0.4865524985795038,0.020655853269430594,low
2021-05-31,5.5702214308046,0.23883123910256512,low
2021-06-01,0.6935801522514886,0.029540841418775696,low
2021-06-02,0.8666249589725441,0.036967390624894375,low
2021-06-03,2.6737067608792087,0.11452176613975634,low
2021-06-04,2.41876804672419,0.10358058309536222,low
2021-06-05,1.6227490933942452,0.06941790559046945,low
2021-06-06,0.4056226555258198,0.017182594099911033,low
2021-06-07,3.5406699147664242,0.1517291498471105,low
2021-06-08,1.964180509485623,0.08407108854443596,low
2021-06-09,10.715837063762434,0.459665186205845,moderate
2021-06-10,1.2237205280812848,0.0522928306974645,low
2021-06-11,3.8717191345226056,0.1659367609667531,low
2021-06-12,3.030738173065619,0.1298444527951646,low
2021-06-13,5.77856952357596,0.2477728964240802,low
2021-06-14,0.5124856977413355,0.021768826165276447,low
2021-06-15,0.38033765036245903,0.0160974396905946,low
2021-06-16,3.1433547704352387,0.1346776096961938,low
2021-06-17,0.18425971097781396,0.007682379495105712,low
2021-06-18,2.3940265729872228,0.10251875537789902,low
2021-06-19,0.43728266670994664,0.018541344098714534,low
2021-06-20,0.5447452329344976,0.023153305884825205,low
2021-06-21,11.431678554839786,0.4903868944038667,moderate
2021-06-22,0.955453163845179,0.04077962311472121,low
2021-06-23,1.4062667716243775,0.06012715225702591,low
2021-06-24,0.9441507430757742,0.04029455808686662,low
2021-06-25,4.355080533653711,0.1866811408935778,low
2021-06-26,0.20568019602594406,0.008601680624351975,low
2021-06-27,2.4986426001550917,0.1070085524901766,low
2021-06-28,1.7541834650227799,0.07505866330386364,low
2021-06-29,0.6627049856919789,0.0282157745297651,low
2021-06-30,3.264769686265738,0.13988836327994897,low
2021-07-01,1.7490510768228702,0.07483839703737595,low
2021-07-02,0.02382232187263178,0.0007969017551611071,low
