symbol,date,close,rsi14,regime
BTCUSDT,2015-05-05,236.12,51.06,bull
BTCUSDT,2015-05-06,229.78,45.98,bull
BTCUSDT,2015-05-07,237.33,52.09,bull
BTCUSDT,2015-05-08,243.86,56.66,bull
BTCUSDT,2015-05-09,241.83,54.91,bull
BTCUSDT,2015-05-10,240.3,53.56,sideways
BTCUSDT,2015-05-11,242.16,55.0,bull
BTCUSDT,2015-05-12,241.11,53.99,bull
BTCUSDT,2015-05-13,236.38,49.53,bull
BTCUSDT,2015-05-14,236.93,50.05,sideways
BTCUSDT,2015-05-15,237.6,50.71,sideways
BTCUSDT,2015-05-16,236.15,49.19,sideways
BTCUSDT,2015-05-17,236.8,49.92,sideways
BTCUSDT,2015-05-18,233.13,45.93,sideways
BTCUSDT,2015-05-19,231.95,44.7,sideways
BTCUSDT,2015-05-20,234.02,47.37,sideways
BTCUSDT,2015-05-21,235.34,49.07,sideways
BTCUSDT,2015-05-22,240.35,54.97,bull
BTCUSDT,2015-05-23,238.87,53.02,bull
BTCUSDT,2015-05-24,240.95,55.42,bull
BTCUSDT,2015-05-25,237.11,50.3,bull
BTCUSDT,2015-05-26,237.12,50.31,bull
BTCUSDT,2015-05-27,237.28,50.54,bull
BTCUSDT,2015-05-28,237.41,50.72,bull
BTCUSDT,2015-05-29,237.1,50.22,sideways
BTCUSDT,2015-05-30,233.35,44.52,sideways
BTCUSDT,2015-05-31,230.19,40.37,sideways
BTCUSDT,2015-06-01,222.93,32.79,sideways
BTCUSDT,2015-06-02,225.8,37.77,sideways
BTCUSDT,2015-06-03,225.87,37.89,sideways
BTCUSDT,2015-06-04,224.32,36.22,sideways
BTCUSDT,2015-06-05,224.95,37.42,sideways
BTCUSDT,2015-06-06,225.62,38.75,sideways
BTCUSDT,2015-06-07,222.88,35.43,sideways
BTCUSDT,2015-06-08,228.49,45.69,bull
BTCUSDT,2015-06-09,229.05,46.6,bull
BTCUSDT,2015-06-10,228.8,46.24,bull
BTCUSDT,2015-06-11,229.71,47.86,bull
BTCUSDT,2015-06-12,229.98,48.37,bull
BTCUSDT,2015-06-13,232.4,52.77,bull
BTCUSDT,2015-06-14,233.54,54.73,bull
BTCUSDT,2015-06-15,236.82,59.87,bull
BTCUSDT,2015-06-16,250.9,73.69,bull
BTCUSDT,2015-06-17,249.28,70.69,bull
BTCUSDT,2015-06-18,249.01,70.16,bull
BTCUSDT,2015-06-19,244.61,62.19,bull
BTCUSDT,2015-06-20,245.21,62.82,bull
BTCUSDT,2015-06-21,243.94,60.56,bull
BTCUSDT,2015-06-22,246.99,63.92,bull
BTCUSDT,2015-06-23,244.3,59.12,sideways
BTCUSDT,2015-06-24,240.51,53.11,sideways
BTCUSDT,2015-06-25,242.8,56.02,sideways
BTCUSDT,2015-06-26,243.59,57.02,sideways
BTCUSDT,2015-06-27,250.99,65.0,bull
BTCUSDT,2015-06-28,249.01,61.7,bull
BTCUSDT,2015-06-29,257.06,68.67,bull
BTCUSDT,2015-06-30,263.07,72.67,bull
BTCUSDT,2015-07-01,258.62,65.95,bull
BTCUSDT,2015-07-02,255.41,61.54,bull
BTCUSDT,2015-07-03,256.34,62.32,bull
BTCUSDT,2015-07-04,260.89,65.99,bull
BTCUSDT,2015-07-05,271.91,72.88,bull
BTCUSDT,2015-07-06,269.03,68.95,bull
BTCUSDT,2015-07-07,266.21,65.23,bull
BTCUSDT,2015-07-08,270.79,68.22,bull
BTCUSDT,2015-07-09,269.23,66.14,bull
BTCUSDT,2015-07-10,284.89,74.55,bull
BTCUSDT,2015-07-11,293.11,77.69,bull
BTCUSDT,2015-07-12,310.87,82.65,bull
BTCUSDT,2015-07-13,292.05,65.91,bull
BTCUSDT,2015-07-14,287.46,62.58,bull
BTCUSDT,2015-07-15,285.83,61.39,bull
BTCUSDT,2015-07-16,278.09,55.96,bull
BTCUSDT,2015-07-17,279.47,56.7,bear
BTCUSDT,2015-07-18,274.9,53.51,bear
BTCUSDT,2015-07-19,273.61,52.62,bear
BTCUSDT,2015-07-20,278.98,55.93,sideways
BTCUSDT,2015-07-21,275.83,53.56,sideways
BTCUSDT,2015-07-22,277.22,54.48,sideways
BTCUSDT,2015-07-23,276.05,53.52,sideways
BTCUSDT,2015-07-24,288.28,61.19,bull
BTCUSDT,2015-07-25,288.7,61.43,bull
BTCUSDT,2015-07-26,292.69,63.68,bull
BTCUSDT,2015-07-27,293.62,64.21,bull
BTCUSDT,2015-07-28,294.43,64.69,bull
BTCUSDT,2015-07-29,289.59,59.56,bull
BTCUSDT,2015-07-30,287.72,57.66,bull
BTCUSDT,2015-07-31,284.65,54.58,sideways
BTCUSDT,2015-08-01,281.6,51.62,sideways
BTCUSDT,2015-08-02,282.61,52.54,sideways
BTCUSDT,2015-08-03,281.23,51.11,sideways
BTCUSDT,2015-08-04,285.22,54.92,sideways
BTCUSDT,2015-08-05,281.88,51.32,sideways
BTCUSDT,2015-08-06,278.58,47.97,sideways
BTCUSDT,2015-08-07,279.58,49.06,sideways
BTCUSDT,2015-08-08,261.0,34.63,sideways
BTCUSDT,2015-08-09,265.08,38.88,sideways
BTCUSDT,2015-08-10,264.47,38.48,sideways
BTCUSDT,2015-08-11,270.39,44.49,sideways
BTCUSDT,2015-08-12,266.38,41.53,sideways
BTCUSDT,2015-08-13,264.08,39.89,sideways
BTCUSDT,2015-08-14,265.68,41.62,sideways
BTCUSDT,2015-08-15,261.55,38.54,bull
BTCUSDT,2015-08-16,258.51,36.4,sideways
BTCUSDT,2015-08-17,257.98,36.03,sideways
BTCUSDT,2015-08-18,211.08,18.19,bear
BTCUSDT,2015-08-19,226.68,30.52,bear
BTCUSDT,2015-08-20,235.35,36.26,bear
BTCUSDT,2015-08-21,232.57,35.25,bear
BTCUSDT,2015-08-22,230.39,34.45,bear
BTCUSDT,2015-08-23,228.17,33.6,bear
BTCUSDT,2015-08-24,210.49,27.77,bear
BTCUSDT,2015-08-25,221.61,35.37,bull
BTCUSDT,2015-08-26,225.83,38.04,bear
BTCUSDT,2015-08-27,224.77,37.61,bear
BTCUSDT,2015-08-28,231.4,41.93,bear
BTCUSDT,2015-08-29,229.78,41.18,bear
BTCUSDT,2015-08-30,228.76,40.69,bull
BTCUSDT,2015-08-31,230.06,41.64,bull
BTCUSDT,2015-09-01,228.12,40.59,bull
BTCUSDT,2015-09-02,229.28,41.55,bull
BTCUSDT,2015-09-03,227.18,40.29,bull
BTCUSDT,2015-09-04,230.3,43.05,bear
BTCUSDT,2015-09-05,235.02,47.04,bull
BTCUSDT,2015-09-06,239.84,50.84,bull
BTCUSDT,2015-09-07,239.85,50.84,bull
BTCUSDT,2015-09-08,243.61,53.84,bull
BTCUSDT,2015-09-09,238.17,49.17,bull
BTCUSDT,2015-09-10,238.48,49.44,bull
BTCUSDT,2015-09-11,240.11,50.91,bull
BTCUSDT,2015-09-12,235.23,46.55,bull
BTCUSDT,2015-09-13,230.51,42.74,sideways
BTCUSDT,2015-09-14,230.64,42.88,sideways
BTCUSDT,2015-09-15,230.3,42.59,sideways
BTCUSDT,2015-09-16,229.09,41.51,sideways
BTCUSDT,2015-09-17,229.81,42.44,sideways
BTCUSDT,2015-09-18,232.98,46.49,sideways
BTCUSDT,2015-09-19,231.49,44.9,sideways
BTCUSDT,2015-09-20,231.21,44.58,bull
BTCUSDT,2015-09-21,227.09,40.17,sideways
BTCUSDT,2015-09-22,230.62,45.17,bull
BTCUSDT,2015-09-23,230.28,44.79,bull
BTCUSDT,2015-09-24,234.53,50.51,bull
BTCUSDT,2015-09-25,235.14,51.3,bull
BTCUSDT,2015-09-26,234.34,50.17,bull
BTCUSDT,2015-09-27,232.76,47.95,bull
BTCUSDT,2015-09-28,239.14,56.36,bull
BTCUSDT,2015-09-29,236.69,52.82,bull
BTCUSDT,2015-09-30,236.06,51.93,bull
BTCUSDT,2015-10-01,237.55,53.93,bull
BTCUSDT,2015-10-02,237.29,53.51,bull
BTCUSDT,2015-10-03,238.73,55.56,bull
BTCUSDT,2015-10-04,238.26,54.71,bull
BTCUSDT,2015-10-05,240.38,57.85,bull
BTCUSDT,2015-10-06,246.06,64.87,bull
BTCUSDT,2015-10-07,242.97,59.1,bull
BTCUSDT,2015-10-08,242.3,57.9,bull
BTCUSDT,2015-10-09,243.93,60.03,bull
BTCUSDT,2015-10-10,244.94,61.33,bull
BTCUSDT,2015-10-11,247.05,63.98,bull
BTCUSDT,2015-10-12,245.31,60.31,bull
BTCUSDT,2015-10-13,249.51,65.45,bull
BTCUSDT,2015-10-14,251.99,68.08,bull
BTCUSDT,2015-10-15,254.32,70.37,bull
BTCUSDT,2015-10-16,262.87,76.89,bull
BTCUSDT,2015-10-17,270.64,80.99,bull
BTCUSDT,2015-10-18,261.64,66.32,bull
BTCUSDT,2015-10-19,263.44,67.58,bull
BTCUSDT,2015-10-20,269.46,71.45,bull
BTCUSDT,2015-10-21,266.27,66.9,bull
BTCUSDT,2015-10-22,274.02,71.63,bull
BTCUSDT,2015-10-23,276.5,72.95,bull
BTCUSDT,2015-10-24,281.65,75.53,bull
BTCUSDT,2015-10-25,283.68,76.47,bull
BTCUSDT,2015-10-26,285.3,77.23,bull
BTCUSDT,2015-10-27,293.79,80.73,bull
BTCUSDT,2015-10-28,304.62,84.09,bull
BTCUSDT,2015-10-29,313.86,86.29,bull
BTCUSDT,2015-10-30,328.02,88.84,bull
BTCUSDT,2015-10-31,314.17,74.3,bull
BTCUSDT,2015-11-01,325.43,77.52,bull
BTCUSDT,2015-11-02,361.19,84.27,bull
BTCUSDT,2015-11-03,403.42,88.61,bull
BTCUSDT,2015-11-04,411.56,89.23,bull
BTCUSDT,2015-11-05,386.35,75.57,bull
BTCUSDT,2015-11-06,374.47,70.12,bull
BTCUSDT,2015-11-07,386.48,72.29,bull
BTCUSDT,2015-11-08,373.37,66.59,bull
BTCUSDT,2015-11-09,380.26,68.02,bull
BTCUSDT,2015-11-10,336.82,52.73,bear
BTCUSDT,2015-11-11,311.08,46.12,bear
BTCUSDT,2015-11-12,338.15,52.82,bear
BTCUSDT,2015-11-13,336.75,52.46,bear
BTCUSDT,2015-11-14,332.91,51.41,bear
BTCUSDT,2015-11-15,320.17,47.99,bear
BTCUSDT,2015-11-16,330.75,50.91,bear
BTCUSDT,2015-11-17,335.09,52.1,bear
BTCUSDT,2015-11-18,334.59,51.94,bull
BTCUSDT,2015-11-19,326.15,49.26,bear
BTCUSDT,2015-11-20,322.02,47.96,bear
BTCUSDT,2015-11-21,326.93,49.66,bear
BTCUSDT,2015-11-22,324.54,48.83,bull
BTCUSDT,2015-11-23,323.05,48.28,bear
BTCUSDT,2015-11-24,320.05,47.13,bear
BTCUSDT,2015-11-25,328.21,50.57,bear
BTCUSDT,2015-11-26,352.68,59.14,bull
BTCUSDT,2015-11-27,358.04,60.75,bull
BTCUSDT,2015-11-28,357.38,60.43,bull
BTCUSDT,2015-11-29,371.29,64.6,bull
BTCUSDT,2015-11-30,377.32,66.26,bull
BTCUSDT,2015-12-01,362.49,58.94,bull
BTCUSDT,2015-12-02,359.19,57.42,bull
BTCUSDT,2015-12-03,361.05,58.08,bull
BTCUSDT,2015-12-04,363.18,58.86,bull
BTCUSDT,2015-12-05,388.95,66.9,bull
BTCUSDT,2015-12-06,388.78,66.81,bull
BTCUSDT,2015-12-07,395.54,68.67,bull
BTCUSDT,2015-12-08,415.56,73.42,bull
BTCUSDT,2015-12-09,417.56,73.85,bull
BTCUSDT,2015-12-10,415.48,72.54,bull
BTCUSDT,2015-12-11,451.94,79.41,bull
BTCUSDT,2015-12-12,435.0,70.58,bull
BTCUSDT,2015-12-13,433.76,69.96,bull
BTCUSDT,2015-12-14,444.18,72.15,bull
BTCUSDT,2015-12-15,465.32,75.98,bull
BTCUSDT,2015-12-16,454.93,70.83,bull
BTCUSDT,2015-12-17,456.08,71.06,bull
BTCUSDT,2015-12-18,463.62,72.61,bull
BTCUSDT,2015-12-19,462.32,71.9,bull
BTCUSDT,2015-12-20,442.68,61.97,bull
BTCUSDT,2015-12-21,438.64,60.13,bear
BTCUSDT,2015-12-22,436.57,59.16,bear
BTCUSDT,2015-12-23,442.4,61.06,bear
BTCUSDT,2015-12-24,454.98,64.87,bear
BTCUSDT,2015-12-25,455.65,65.07,bear
BTCUSDT,2015-12-26,417.27,48.42,bear
BTCUSDT,2015-12-27,422.82,50.39,bear
BTCUSDT,2015-12-28,422.28,50.19,bear
BTCUSDT,2015-12-29,432.98,54.11,bear
BTCUSDT,2015-12-30,426.62,51.52,bear
BTCUSDT,2015-12-31,430.57,53.02,bear
BTCUSDT,2016-01-01,434.33,54.47,bear
BTCUSDT,2016-01-02,433.44,54.04,bull
BTCUSDT,2016-01-03,430.01,52.35,bull
BTCUSDT,2016-01-04,433.09,53.75,bull
BTCUSDT,2016-01-05,431.96,53.13,sideways
BTCUSDT,2016-01-06,429.11,51.52,bull
BTCUSDT,2016-01-07,458.05,63.58,bull
BTCUSDT,2016-01-08,453.23,60.87,bull
BTCUSDT,2016-01-09,447.61,57.77,bull
BTCUSDT,2016-01-10,447.99,57.93,bull
BTCUSDT,2016-01-11,448.43,58.12,bull
BTCUSDT,2016-01-12,435.69,50.85,bull
BTCUSDT,2016-01-13,432.37,49.13,bull
BTCUSDT,2016-01-14,430.31,48.04,bear
BTCUSDT,2016-01-15,364.33,27.23,bear
BTCUSDT,2016-01-16,387.54,37.49,bear
BTCUSDT,2016-01-17,382.3,36.24,bear
BTCUSDT,2016-01-18,387.17,38.29,bear
BTCUSDT,2016-01-19,380.15,36.47,bear
BTCUSDT,2016-01-20,420.23,50.83,bear
BTCUSDT,2016-01-21,410.26,47.93,bear
BTCUSDT,2016-01-22,382.49,40.92,bull
BTCUSDT,2016-01-23,387.49,42.55,bear
BTCUSDT,2016-01-24,402.97,47.38,bull
BTCUSDT,2016-01-25,391.73,44.46,bull
BTCUSDT,2016-01-26,392.15,44.6,bull
BTCUSDT,2016-01-27,394.97,45.57,bear
BTCUSDT,2016-01-28,380.29,41.48,bear
BTCUSDT,2016-01-29,379.47,41.26,bear
BTCUSDT,2016-01-30,378.26,40.9,bear
BTCUSDT,2016-01-31,368.77,38.17,bear
BTCUSDT,2016-02-01,373.06,40.12,bear
BTCUSDT,2016-02-02,374.45,40.77,bear
BTCUSDT,2016-02-03,369.95,39.28,bear
BTCUSDT,2016-02-04,389.59,48.17,bull
BTCUSDT,2016-02-05,386.55,47.03,bull
BTCUSDT,2016-02-06,376.52,43.36,bear
BTCUSDT,2016-02-07,376.62,43.4,bull
BTCUSDT,2016-02-08,373.45,42.2,bull
BTCUSDT,2016-02-09,376.03,43.57,bull
BTCUSDT,2016-02-10,381.65,46.55,bull
BTCUSDT,2016-02-11,379.65,45.63,sideways
BTCUSDT,2016-02-12,384.26,48.18,sideways
BTCUSDT,2016-02-13,391.86,52.17,bull
BTCUSDT,2016-02-14,407.23,59.03,bull
BTCUSDT,2016-02-15,400.18,55.13,bull
BTCUSDT,2016-02-16,407.49,58.21,bull
BTCUSDT,2016-02-17,416.32,61.65,bull
BTCUSDT,2016-02-18,422.37,63.84,bull
BTCUSDT,2016-02-19,420.79,62.83,bull
BTCUSDT,2016-02-20,437.16,68.41,bull
BTCUSDT,2016-02-21,438.8,68.91,bull
BTCUSDT,2016-02-22,437.75,68.16,bull
BTCUSDT,2016-02-23,420.74,57.3,bull
BTCUSDT,2016-02-24,424.95,59.04,bull
BTCUSDT,2016-02-25,424.54,58.79,bull
BTCUSDT,2016-02-26,432.15,62.02,bull
BTCUSDT,2016-02-27,432.52,62.17,sideways
BTCUSDT,2016-02-28,433.5,62.61,sideways
BTCUSDT,2016-02-29,437.7,64.5,sideways
BTCUSDT,2016-03-01,435.12,62.42,bull
