symbol,date,close,rsi14,regime
BTCUSDT,2020-10-09,11064.46,57.91,bull
BTCUSDT,2020-10-10,11296.36,62.43,bull
BTCUSDT,2020-10-11,11384.18,64.01,bull
BTCUSDT,2020-10-12,11555.36,66.93,bull
BTCUSDT,2020-10-13,11425.9,62.78,bull
BTCUSDT,2020-10-14,11429.51,62.85,bull
BTCUSDT,2020-10-15,11495.35,64.16,bull
BTCUSDT,2020-10-16,11322.12,58.35,bull
BTCUSDT,2020-10-17,11358.1,59.17,bull
BTCUSDT,2020-10-18,11483.36,62.0,bull
BTCUSDT,2020-10-19,11742.04,67.08,bull
BTCUSDT,2020-10-20,11916.33,69.99,bull
BTCUSDT,2020-10-21,12823.69,79.93,bull
BTCUSDT,2020-10-22,12965.89,80.99,bull
BTCUSDT,2020-10-23,12931.54,79.89,bull
BTCUSDT,2020-10-24,13108.06,81.3,bull
BTCUSDT,2020-10-25,13031.17,78.71,bull
BTCUSDT,2020-10-26,13075.25,79.12,bull
BTCUSDT,2020-10-27,13654.22,83.59,bull
BTCUSDT,2020-10-28,13271.29,72.54,bull
BTCUSDT,2020-10-29,13437.88,74.14,bull
BTCUSDT,2020-10-30,13546.52,75.16,bull
BTCUSDT,2020-10-31,13781.0,77.24,bull
BTCUSDT,2020-11-01,13737.11,75.96,bull
BTCUSDT,2020-11-02,13550.49,70.59,bull
BTCUSDT,2020-11-03,13950.3,74.71,bull
BTCUSDT,2020-11-04,14133.71,76.35,bull
BTCUSDT,2020-11-05,15579.85,84.74,bull
BTCUSDT,2020-11-06,15565.88,84.43,bull
BTCUSDT,2020-11-07,14833.75,69.92,bull
BTCUSDT,2020-11-08,15479.57,74.14,bull
BTCUSDT,2020-11-09,15332.32,71.67,bull
BTCUSDT,2020-11-10,15290.9,70.95,bull
BTCUSDT,2020-11-11,15701.34,73.75,bull
BTCUSDT,2020-11-12,16276.34,77.08,bull
BTCUSDT,2020-11-13,16317.81,77.31,bull
BTCUSDT,2020-11-14,16068.14,72.71,bull
BTCUSDT,2020-11-15,15955.59,70.66,bull
BTCUSDT,2020-11-16,16716.11,75.64,bull
BTCUSDT,2020-11-17,17645.41,80.09,bull
BTCUSDT,2020-11-18,17804.01,80.73,bull
BTCUSDT,2020-11-19,17817.09,80.79,bull
BTCUSDT,2020-11-20,18621.31,83.86,bull
BTCUSDT,2020-11-21,18642.23,83.93,bull
BTCUSDT,2020-11-22,18370.0,79.0,bull
BTCUSDT,2020-11-23,18364.12,78.89,bull
BTCUSDT,2020-11-24,19107.46,82.2,bull
BTCUSDT,2020-11-25,18732.12,75.74,bull
BTCUSDT,2020-11-26,17150.62,55.83,bear
BTCUSDT,2020-11-27,17108.4,55.41,bear
BTCUSDT,2020-11-28,17717.41,60.06,bear
BTCUSDT,2020-11-29,18177.48,63.19,bear
BTCUSDT,2020-11-30,19625.84,70.91,bull
BTCUSDT,2020-12-01,18803.0,62.85,bear
BTCUSDT,2020-12-02,19201.09,64.92,bull
BTCUSDT,2020-12-03,19445.4,66.17,bull
BTCUSDT,2020-12-04,18699.77,59.23,bull
BTCUSDT,2020-12-05,19154.23,61.86,bull
BTCUSDT,2020-12-06,19345.12,62.94,bull
BTCUSDT,2020-12-07,19191.63,61.43,bear
BTCUSDT,2020-12-08,18321.14,53.6,bear
BTCUSDT,2020-12-09,18553.92,55.24,bear
BTCUSDT,2020-12-10,18264.99,52.75,bear
BTCUSDT,2020-12-11,18058.9,50.98,bear
BTCUSDT,2020-12-12,18803.66,56.64,bear
BTCUSDT,2020-12-13,19142.38,58.96,bear
BTCUSDT,2020-12-14,19246.64,59.68,bull
BTCUSDT,2020-12-15,19417.08,60.88,bull
BTCUSDT,2020-12-16,21310.6,71.16,bull
BTCUSDT,2020-12-17,22805.16,76.42,bull
BTCUSDT,2020-12-18,23137.96,77.41,bull
BTCUSDT,2020-12-19,23869.83,79.45,bull
BTCUSDT,2020-12-20,23477.29,75.51,bull
BTCUSDT,2020-12-21,22803.08,69.17,bull
BTCUSDT,2020-12-22,23783.03,72.75,bull
BTCUSDT,2020-12-23,23241.35,68.04,bull
BTCUSDT,2020-12-24,23735.95,69.95,bull
BTCUSDT,2020-12-25,24664.79,73.2,bull
BTCUSDT,2020-12-26,26437.04,78.06,bull
BTCUSDT,2020-12-27,26272.29,76.67,bull
BTCUSDT,2020-12-28,27084.81,78.69,bull
BTCUSDT,2020-12-29,27362.44,79.35,bull
BTCUSDT,2020-12-30,28840.95,82.46,bull
BTCUSDT,2020-12-31,29001.72,82.76,bull
BTCUSDT,2021-01-01,29374.15,83.47,bull
BTCUSDT,2021-01-02,32127.27,87.57,bull
BTCUSDT,2021-01-03,32782.02,88.31,bull
BTCUSDT,2021-01-04,31971.91,81.8,bull
BTCUSDT,2021-01-05,33992.43,84.81,bull
BTCUSDT,2021-01-06,36824.36,87.84,bull
BTCUSDT,2021-01-07,39371.04,89.81,bull
BTCUSDT,2021-01-08,40797.61,90.72,bull
BTCUSDT,2021-01-09,40254.55,87.53,bull
BTCUSDT,2021-01-10,38356.44,77.28,bull
BTCUSDT,2021-01-11,35566.66,65.2,bull
BTCUSDT,2021-01-12,33922.96,59.32,bear
BTCUSDT,2021-01-13,37316.36,66.12,bull
BTCUSDT,2021-01-14,39187.33,69.18,bear
BTCUSDT,2021-01-15,36825.37,61.62,bear
BTCUSDT,2021-01-16,36178.14,59.69,bear
BTCUSDT,2021-01-17,35791.28,58.51,bear
BTCUSDT,2021-01-18,36630.07,60.34,bull
BTCUSDT,2021-01-19,36069.8,58.49,bull
BTCUSDT,2021-01-20,35547.75,56.74,bear
BTCUSDT,2021-01-21,30825.7,43.95,bear
BTCUSDT,2021-01-22,33005.76,49.6,bear
BTCUSDT,2021-01-23,32067.64,47.39,bear
BTCUSDT,2021-01-24,32289.38,47.98,bear
BTCUSDT,2021-01-25,32366.39,48.2,bear
BTCUSDT,2021-01-26,32569.85,48.8,bear
BTCUSDT,2021-01-27,30432.55,43.07,bear
BTCUSDT,2021-01-28,33466.1,51.74,bull
BTCUSDT,2021-01-29,34316.39,53.86,bull
BTCUSDT,2021-01-30,34269.52,53.72,bull
BTCUSDT,2021-01-31,33114.36,50.25,bull
BTCUSDT,2021-02-01,33537.18,51.48,bull
BTCUSDT,2021-02-02,35510.29,56.86,bull
BTCUSDT,2021-02-03,37472.09,61.44,bull
BTCUSDT,2021-02-04,36926.07,59.55,bull
BTCUSDT,2021-02-05,38144.31,62.34,bull
BTCUSDT,2021-02-06,39266.01,64.75,bull
BTCUSDT,2021-02-07,38903.44,63.34,bull
BTCUSDT,2021-02-08,46196.46,75.09,bull
BTCUSDT,2021-02-09,46481.11,75.43,bull
BTCUSDT,2021-02-10,44918.18,69.93,bull
BTCUSDT,2021-02-11,47909.33,73.86,bull
BTCUSDT,2021-02-12,47504.85,72.48,bull
BTCUSDT,2021-02-13,47105.52,71.07,bull
BTCUSDT,2021-02-14,48717.29,73.32,bull
BTCUSDT,2021-02-15,47945.06,70.49,bull
BTCUSDT,2021-02-16,49199.87,72.36,bull
BTCUSDT,2021-02-17,52149.01,76.18,bull
BTCUSDT,2021-02-18,51679.8,74.42,bull
BTCUSDT,2021-02-19,55888.13,79.09,bull
BTCUSDT,2021-02-20,56099.52,79.3,bull
BTCUSDT,2021-02-21,57539.95,80.68,bull
BTCUSDT,2021-02-22,54207.32,69.14,bull
BTCUSDT,2021-02-23,48824.43,55.36,bear
BTCUSDT,2021-02-24,49705.33,56.88,bear
BTCUSDT,2021-02-25,47093.85,51.32,bear
BTCUSDT,2021-02-26,46339.76,49.8,bear
BTCUSDT,2021-02-27,46188.45,49.49,bear
BTCUSDT,2021-02-28,45137.77,47.25,bear
BTCUSDT,2021-03-01,49631.24,56.34,bear
BTCUSDT,2021-03-02,48378.99,53.57,bear
BTCUSDT,2021-03-03,50538.24,57.46,bull
BTCUSDT,2021-03-04,48561.17,53.08,bull
BTCUSDT,2021-03-05,48927.3,53.78,bull
BTCUSDT,2021-03-06,48912.38,53.74,bull
BTCUSDT,2021-03-07,51206.69,58.28,bull
BTCUSDT,2021-03-08,52246.52,60.19,bull
BTCUSDT,2021-03-09,54824.12,64.52,bull
BTCUSDT,2021-03-10,56008.55,66.33,bull
BTCUSDT,2021-03-11,57805.12,68.92,bull
BTCUSDT,2021-03-12,57332.09,67.45,bull
BTCUSDT,2021-03-13,61243.09,72.65,bull
BTCUSDT,2021-03-14,59302.32,66.93,bull
BTCUSDT,2021-03-15,55907.2,58.29,bull
BTCUSDT,2021-03-16,56804.9,59.77,bull
BTCUSDT,2021-03-17,58870.89,63.02,bull
BTCUSDT,2021-03-18,57858.92,60.45,bull
BTCUSDT,2021-03-19,58346.65,61.27,bull
BTCUSDT,2021-03-20,58313.64,61.17,bear
BTCUSDT,2021-03-21,57523.42,58.88,bear
BTCUSDT,2021-03-22,54529.14,51.06,bear
BTCUSDT,2021-03-23,54738.95,51.55,bear
BTCUSDT,2021-03-24,52774.27,46.86,bear
BTCUSDT,2021-03-25,51704.16,44.49,bear
BTCUSDT,2021-03-26,55137.31,52.75,bear
BTCUSDT,2021-03-27,55973.51,54.53,bear
BTCUSDT,2021-03-28,55950.75,54.47,bear
BTCUSDT,2021-03-29,57750.2,58.37,bull
BTCUSDT,2021-03-30,58917.69,60.72,bull
BTCUSDT,2021-03-31,58918.83,60.72,bull
BTCUSDT,2021-04-01,59095.81,61.11,bull
BTCUSDT,2021-04-02,59384.31,61.77,bull
BTCUSDT,2021-04-03,57603.89,55.51,bull
BTCUSDT,2021-04-04,58758.55,58.45,bull
BTCUSDT,2021-04-05,59057.88,59.2,bull
BTCUSDT,2021-04-06,58192.36,56.04,sideways
BTCUSDT,2021-04-07,56048.94,49.06,sideways
BTCUSDT,2021-04-08,58323.95,55.41,sideways
BTCUSDT,2021-04-09,58245.0,55.15,sideways
BTCUSDT,2021-04-10,59793.23,59.16,bull
BTCUSDT,2021-04-11,60204.96,60.17,bull
BTCUSDT,2021-04-12,59893.45,58.98,bull
BTCUSDT,2021-04-13,63503.46,67.14,bull
BTCUSDT,2021-04-14,63109.7,65.6,bull
BTCUSDT,2021-04-15,63314.01,66.04,bull
BTCUSDT,2021-04-16,61572.79,59.19,bull
BTCUSDT,2021-04-17,60683.82,56.0,bull
BTCUSDT,2021-04-18,56216.18,43.35,bear
BTCUSDT,2021-04-19,55724.27,42.22,bear
BTCUSDT,2021-04-20,56473.03,44.59,bear
BTCUSDT,2021-04-21,53906.09,38.73,bear
BTCUSDT,2021-04-22,51762.27,34.63,bear
BTCUSDT,2021-04-23,51093.65,33.44,bear
BTCUSDT,2021-04-24,50050.87,31.62,bear
BTCUSDT,2021-04-25,49004.25,29.86,bear
BTCUSDT,2021-04-26,54021.75,45.51,bear
BTCUSDT,2021-04-27,55033.12,48.02,bear
BTCUSDT,2021-04-28,54824.7,47.54,bull
BTCUSDT,2021-04-29,53555.11,44.57,bull
BTCUSDT,2021-04-30,57750.18,54.64,bull
BTCUSDT,2021-05-01,57828.05,54.81,bull
BTCUSDT,2021-05-02,56631.08,51.71,bull
BTCUSDT,2021-05-03,57200.29,53.07,bull
BTCUSDT,2021-05-04,53333.54,44.01,bear
BTCUSDT,2021-05-05,57424.01,53.12,bull
BTCUSDT,2021-05-06,56396.52,50.88,bull
BTCUSDT,2021-05-07,57356.4,52.88,bear
BTCUSDT,2021-05-08,58803.78,55.8,bull
BTCUSDT,2021-05-09,58232.32,54.37,bull
BTCUSDT,2021-05-10,55859.8,48.77,bear
BTCUSDT,2021-05-11,56704.57,50.72,bull
BTCUSDT,2021-05-12,49150.54,37.13,bear
BTCUSDT,2021-05-13,49716.19,38.46,bear
BTCUSDT,2021-05-14,49880.54,38.86,bear
BTCUSDT,2021-05-15,46760.19,34.26,bear
BTCUSDT,2021-05-16,46456.06,33.84,bear
BTCUSDT,2021-05-17,43537.51,30.03,bear
BTCUSDT,2021-05-18,42909.4,29.26,bear
BTCUSDT,2021-05-19,37002.44,23.27,bear
BTCUSDT,2021-05-20,40782.74,32.76,bear
BTCUSDT,2021-05-21,37304.69,29.18,bear
BTCUSDT,2021-05-22,37536.63,29.73,bear
BTCUSDT,2021-05-23,34770.58,27.03,bear
BTCUSDT,2021-05-24,38705.98,35.95,bear
BTCUSDT,2021-05-25,38402.22,35.59,bear
BTCUSDT,2021-05-26,39294.2,37.57,bull
BTCUSDT,2021-05-27,38436.97,36.41,bear
BTCUSDT,2021-05-28,35697.61,32.91,bear
BTCUSDT,2021-05-29,34616.07,31.62,bear
BTCUSDT,2021-05-30,35678.13,34.35,bull
BTCUSDT,2021-05-31,37332.86,38.46,bear
BTCUSDT,2021-06-01,36684.93,37.47,bear
BTCUSDT,2021-06-02,37575.18,39.77,bear
BTCUSDT,2021-06-03,39208.77,43.84,bull
BTCUSDT,2021-06-04,36894.41,39.74,bull
BTCUSDT,2021-06-05,35551.96,37.55,bull
BTCUSDT,2021-06-06,35862.38,38.39,bull
BTCUSDT,2021-06-07,33560.71,34.64,bear
BTCUSDT,2021-06-08,33472.63,34.5,bear
BTCUSDT,2021-06-09,37345.12,44.96,bear
BTCUSDT,2021-06-10,36702.6,43.71,bear
BTCUSDT,2021-06-11,37334.4,45.32,bull
BTCUSDT,2021-06-12,35552.52,41.7,bull
BTCUSDT,2021-06-13,39097.86,50.21,bull
BTCUSDT,2021-06-14,40218.48,52.57,bull
BTCUSDT,2021-06-15,40406.27,52.97,bull
BTCUSDT,2021-06-16,38347.06,48.15,bull
BTCUSDT,2021-06-17,38053.5,47.49,bull
BTCUSDT,2021-06-18,35787.25,42.61,bear
BTCUSDT,2021-06-19,35615.87,42.26,bear
BTCUSDT,2021-06-20,35698.3,42.51,bear
BTCUSDT,2021-06-21,31676.69,34.71,bear
BTCUSDT,2021-06-22,32505.66,37.26,bear
BTCUSDT,2021-06-23,33723.03,40.92,bear
BTCUSDT,2021-06-24,34662.44,43.65,bear
BTCUSDT,2021-06-25,31637.78,37.62,bear
BTCUSDT,2021-06-26,32186.28,39.26,bear
BTCUSDT,2021-06-27,34649.64,46.1,bear
BTCUSDT,2021-06-28,34434.34,45.62,bull
BTCUSDT,2021-06-29,35867.78,49.43,bull
BTCUSDT,2021-06-30,35040.84,47.37,bull
BTCUSDT,2021-07-01,33572.12,43.87,bear
BTCUSDT,2021-07-02,33897.05,44.84,bull
BTCUSDT,2021-07-03,34668.55,47.18,bull
BTCUSDT,2021-07-04,35287.78,49.04,bull
BTCUSDT,2021-07-05,33746.0,44.8,bear
BTCUSDT,2021-07-06,34235.2,46.38,bear
BTCUSDT,2021-07-07,33855.33,45.3,bear
BTCUSDT,2021-07-08,32877.37,42.53,bear
BTCUSDT,2021-07-09,33798.01,45.88,bear
BTCUSDT,2021-07-10,33520.52,45.03,bear
BTCUSDT,2021-07-11,34240.19,47.74,bear
BTCUSDT,2021-07-12,33155.85,44.2,bear
BTCUSDT,2021-07-13,32702.03,42.78,bear
BTCUSDT,2021-07-14,32822.35,43.3,bear
BTCUSDT,2021-07-15,31780.73,39.9,bear
BTCUSDT,2021-07-16,31421.54,38.77,bear
BTCUSDT,2021-07-17,31533.07,39.35,bear
BTCUSDT,2021-07-18,31796.81,40.76,bear
BTCUSDT,2021-07-19,30817.83,37.28,bear
BTCUSDT,2021-07-20,29807.35,34.05,bear
BTCUSDT,2021-07-21,32110.69,45.62,bear
BTCUSDT,2021-07-22,32313.11,46.51,bull
BTCUSDT,2021-07-23,33581.55,51.81,bull
BTCUSDT,2021-07-24,34292.45,54.54,bull
BTCUSDT,2021-07-25,35350.19,58.31,bull
BTCUSDT,2021-07-26,37337.54,64.31,bull
BTCUSDT,2021-07-27,39406.94,69.26,bull
BTCUSDT,2021-07-28,39995.91,70.52,bull
BTCUSDT,2021-07-29,40008.42,70.55,bull
BTCUSDT,2021-07-30,42235.55,75.02,bull
BTCUSDT,2021-07-31,41626.2,71.81,bull
BTCUSDT,2021-08-01,39974.89,63.83,bull
BTCUSDT,2021-08-02,39201.95,60.45,bull
BTCUSDT,2021-08-03,38152.98,56.1,sideways
BTCUSDT,2021-08-04,39747.5,60.73,sideways
BTCUSDT,2021-08-05,40869.55,63.63,bull
BTCUSDT,2021-08-06,42816.5,68.04,bull
BTCUSDT,2021-08-07,44555.8,71.38,bull
BTCUSDT,2021-08-08,43798.12,68.05,bull
BTCUSDT,2021-08-09,46365.4,72.7,bull
BTCUSDT,2021-08-10,45585.03,69.39,bull
BTCUSDT,2021-08-11,45593.64,69.41,bull
BTCUSDT,2021-08-12,44428.29,64.34,bull
BTCUSDT,2021-08-13,47793.32,70.94,bull
BTCUSDT,2021-08-14,47096.95,68.13,bull
BTCUSDT,2021-08-15,47047.0,67.92,bull
BTCUSDT,2021-08-16,46004.48,63.56,sideways
BTCUSDT,2021-08-17,44695.36,58.49,sideways
BTCUSDT,2021-08-18,44801.19,58.77,sideways
BTCUSDT,2021-08-19,46717.58,63.66,bull
BTCUSDT,2021-08-20,49339.18,69.07,bull
BTCUSDT,2021-08-21,48905.49,67.29,bull
BTCUSDT,2021-08-22,49321.65,68.14,bull
BTCUSDT,2021-08-23,49546.15,68.61,bull
BTCUSDT,2021-08-24,47706.12,60.65,bull
BTCUSDT,2021-08-25,48960.79,63.74,bull
BTCUSDT,2021-08-26,46942.22,56.1,bull
BTCUSDT,2021-08-27,49058.67,61.33,sideways
BTCUSDT,2021-08-28,48902.4,60.76,sideways
BTCUSDT,2021-08-29,48829.83,60.47,sideways
BTCUSDT,2021-08-30,47054.98,53.85,sideways
BTCUSDT,2021-08-31,47166.69,54.19,sideways
BTCUSDT,2021-09-01,48847.03,59.08,sideways
BTCUSDT,2021-09-02,49327.72,60.38,bull
BTCUSDT,2021-09-03,50025.38,62.25,bull
BTCUSDT,2021-09-04,49944.62,61.89,bull
BTCUSDT,2021-09-05,51753.41,66.62,bull
BTCUSDT,2021-09-06,52633.54,68.65,bull
BTCUSDT,2021-09-07,46811.13,47.85,bear
BTCUSDT,2021-09-08,46091.39,45.99,bear
BTCUSDT,2021-09-09,46391.42,46.92,bear
BTCUSDT,2021-09-10,44883.91,42.94,bear
BTCUSDT,2021-09-11,45201.46,44.02,bear
BTCUSDT,2021-09-12,46063.27,46.94,bear
BTCUSDT,2021-09-13,44963.07,43.8,bear
BTCUSDT,2021-09-14,47092.49,50.68,bull
BTCUSDT,2021-09-15,48176.35,53.79,bull
BTCUSDT,2021-09-16,47783.36,52.5,bull
BTCUSDT,2021-09-17,47267.52,50.78,bull
BTCUSDT,2021-09-18,48278.36,53.96,bull
BTCUSDT,2021-09-19,47260.22,50.42,bull
BTCUSDT,2021-09-20,42843.8,38.59,bear
BTCUSDT,2021-09-21,40693.68,34.37,bear
BTCUSDT,2021-09-22,43574.51,43.32,bear
BTCUSDT,2021-09-23,44895.1,46.9,bear
BTCUSDT,2021-09-24,42839.75,42.41,bear
BTCUSDT,2021-09-25,42716.59,42.15,bear
BTCUSDT,2021-09-26,43208.54,43.64,bear
BTCUSDT,2021-09-27,42235.73,41.38,bear
BTCUSDT,2021-09-28,41034.54,38.7,bull
BTCUSDT,2021-09-29,41564.36,40.53,bear
BTCUSDT,2021-09-30,43790.89,47.59,bear
BTCUSDT,2021-10-01,48116.94,58.02,bull
BTCUSDT,2021-10-02,47711.49,56.87,bull
BTCUSDT,2021-10-03,48199.95,57.95,bull
BTCUSDT,2021-10-04,49112.9,59.96,bull
BTCUSDT,2021-10-05,51514.81,64.73,bull
BTCUSDT,2021-10-06,55361.45,70.74,bull
BTCUSDT,2021-10-07,53805.98,65.85,bull
BTCUSDT,2021-10-08,53967.85,66.11,bull
BTCUSDT,2021-10-09,54968.22,67.76,bull
BTCUSDT,2021-10-10,54771.58,67.07,bull
BTCUSDT,2021-10-11,57484.79,71.4,bull
BTCUSDT,2021-10-12,56041.06,66.4,bull
BTCUSDT,2021-10-13,57401.1,68.63,bull
BTCUSDT,2021-10-14,57321.52,68.34,bull
BTCUSDT,2021-10-15,61593.95,74.49,bull
BTCUSDT,2021-10-16,60892.18,72.02,bull
BTCUSDT,2021-10-17,61553.62,72.93,bull
BTCUSDT,2021-10-18,62026.08,73.59,bull
BTCUSDT,2021-10-19,64261.99,76.52,bull
BTCUSDT,2021-10-20,65992.84,78.5,bull
BTCUSDT,2021-10-21,62210.17,65.47,bull
BTCUSDT,2021-10-22,60692.27,61.09,sideways
BTCUSDT,2021-10-23,61393.62,62.34,bull
BTCUSDT,2021-10-24,60930.84,60.94,sideways
BTCUSDT,2021-10-25,63039.82,64.81,bull
BTCUSDT,2021-10-26,60363.79,57.09,bear
BTCUSDT,2021-10-27,58482.39,52.36,bear
BTCUSDT,2021-10-28,60622.14,56.75,bear
BTCUSDT,2021-10-29,62227.96,59.74,bull
BTCUSDT,2021-10-30,61888.83,58.82,bull
BTCUSDT,2021-10-31,61318.96,57.21,bull
BTCUSDT,2021-11-01,61004.41,56.3,sideways
BTCUSDT,2021-11-02,63226.4,61.03,bull
BTCUSDT,2021-11-03,62970.05,60.22,bull
BTCUSDT,2021-11-04,61452.23,55.52,bull
BTCUSDT,2021-11-05,61125.68,54.53,sideways
BTCUSDT,2021-11-06,61527.48,55.58,sideways
BTCUSDT,2021-11-07,63326.99,60.01,bull
BTCUSDT,2021-11-08,67566.83,68.1,bull
BTCUSDT,2021-11-09,66971.83,66.08,bull
BTCUSDT,2021-11-10,64995.23,59.74,bull
BTCUSDT,2021-11-11,64949.96,59.6,bull
BTCUSDT,2021-11-12,64155.94,57.06,bull
BTCUSDT,2021-11-13,64469.53,57.82,bull
BTCUSDT,2021-11-14,65466.84,60.25,bull
BTCUSDT,2021-11-15,63557.87,53.86,bear
BTCUSDT,2021-11-16,60161.25,44.77,bear
BTCUSDT,2021-11-17,60368.01,45.37,bear
BTCUSDT,2021-11-18,56942.14,37.96,bear
BTCUSDT,2021-11-19,58119.58,41.5,bear
BTCUSDT,2021-11-20,59697.2,45.95,bear
BTCUSDT,2021-11-21,58730.48,43.75,bear
BTCUSDT,2021-11-22,56289.29,38.72,bear
BTCUSDT,2021-11-23,57569.07,42.46,bear
BTCUSDT,2021-11-24,56280.43,39.82,bear
BTCUSDT,2021-11-25,57274.68,42.77,bull
BTCUSDT,2021-11-26,53569.77,35.74,bear
BTCUSDT,2021-11-27,54815.08,39.35,bear
BTCUSDT,2021-11-28,57248.46,45.76,bear
BTCUSDT,2021-11-29,57806.57,47.14,bull
BTCUSDT,2021-11-30,57005.43,45.36,sideways
BTCUSDT,2021-12-01,57229.83,45.97,bull
BTCUSDT,2021-12-02,56477.82,44.17,sideways
BTCUSDT,2021-12-03,53598.25,38.04,bull
BTCUSDT,2021-12-04,49200.7,30.96,bear
BTCUSDT,2021-12-05,49368.85,31.49,bear
BTCUSDT,2021-12-06,50582.62,35.31,bear
BTCUSDT,2021-12-07,50700.09,35.68,bear
BTCUSDT,2021-12-08,50504.8,35.32,bear
BTCUSDT,2021-12-09,47672.12,30.45,bear
BTCUSDT,2021-12-10,47243.3,29.78,bear
BTCUSDT,2021-12-11,49362.51,37.13,bull
BTCUSDT,2021-12-12,50098.34,39.5,bull
BTCUSDT,2021-12-13,46737.48,33.32,bear
BTCUSDT,2021-12-14,46612.63,33.12,bear
BTCUSDT,2021-12-15,48896.72,40.42,bear
BTCUSDT,2021-12-16,47665.43,38.01,bear
BTCUSDT,2021-12-17,46202.14,35.32,bear
BTCUSDT,2021-12-18,46848.78,37.43,bear
BTCUSDT,2021-12-19,46707.02,37.14,bear
BTCUSDT,2021-12-20,46880.28,37.77,bull
BTCUSDT,2021-12-21,48936.61,44.79,bull
BTCUSDT,2021-12-22,48628.51,43.99,bear
BTCUSDT,2021-12-23,50784.54,50.65,bull
BTCUSDT,2021-12-24,50822.2,50.76,bull
BTCUSDT,2021-12-25,50429.86,49.52,bull
BTCUSDT,2021-12-26,50809.52,50.77,bull
BTCUSDT,2021-12-27,50640.42,50.18,bull
BTCUSDT,2021-12-28,47588.86,40.84,bear
BTCUSDT,2021-12-29,46444.71,37.99,bear
BTCUSDT,2021-12-30,47178.12,40.84,bear
BTCUSDT,2021-12-31,46306.45,38.57,bear
BTCUSDT,2022-01-01,47686.81,43.89,bear
BTCUSDT,2022-01-02,47345.22,42.9,bear
BTCUSDT,2022-01-03,46458.12,40.35,bear
BTCUSDT,2022-01-04,45897.57,38.79,bear
BTCUSDT,2022-01-05,43569.0,33.05,bear
BTCUSDT,2022-01-06,43160.93,32.15,bear
BTCUSDT,2022-01-07,41557.9,28.83,bear
BTCUSDT,2022-01-08,41733.94,29.69,bear
BTCUSDT,2022-01-09,41911.6,30.6,bear
BTCUSDT,2022-01-10,41821.26,30.38,bear
BTCUSDT,2022-01-11,42735.86,35.34,bear
BTCUSDT,2022-01-12,43949.1,41.31,bull
BTCUSDT,2022-01-13,42591.57,37.17,sideways
BTCUSDT,2022-01-14,43099.7,39.61,bull
BTCUSDT,2022-01-15,43177.4,39.99,bull
BTCUSDT,2022-01-16,43113.88,39.77,bull
BTCUSDT,2022-01-17,42250.55,36.78,bull
BTCUSDT,2022-01-18,42375.63,37.51,sideways
BTCUSDT,2022-01-19,41744.33,35.29,sideways
BTCUSDT,2022-01-20,40680.42,31.86,sideways
BTCUSDT,2022-01-21,36457.32,22.51,bear
BTCUSDT,2022-01-22,35030.25,20.34,bear
BTCUSDT,2022-01-23,36276.8,26.97,bear
BTCUSDT,2022-01-24,36654.33,28.9,bear
BTCUSDT,2022-01-25,36954.0,30.47,bear
BTCUSDT,2022-01-26,36852.12,30.22,bear
BTCUSDT,2022-01-27,37138.23,31.88,bear
BTCUSDT,2022-01-28,37784.33,35.59,bull
BTCUSDT,2022-01-29,38138.18,37.59,bull
BTCUSDT,2022-01-30,37917.6,36.82,bull
BTCUSDT,2022-01-31,38483.12,40.2,bull
BTCUSDT,2022-02-01,38743.27,41.74,bull
BTCUSDT,2022-02-02,36952.98,35.04,bull
BTCUSDT,2022-02-03,37154.6,36.28,bull
BTCUSDT,2022-02-04,41500.88,55.86,bull
BTCUSDT,2022-02-05,41441.16,55.61,bull
BTCUSDT,2022-02-06,42412.43,58.87,bull
BTCUSDT,2022-02-07,43840.29,63.15,bull
BTCUSDT,2022-02-08,44118.45,63.94,bull
BTCUSDT,2022-02-09,44338.8,64.59,bull
BTCUSDT,2022-02-10,43565.11,60.49,bull
BTCUSDT,2022-02-11,42407.94,54.88,bull
BTCUSDT,2022-02-12,42244.47,54.12,bull
BTCUSDT,2022-02-13,42197.52,53.88,sideways
BTCUSDT,2022-02-14,42586.92,55.58,sideways
BTCUSDT,2022-02-15,44575.2,63.07,bull
BTCUSDT,2022-02-16,43961.86,59.72,bear
BTCUSDT,2022-02-17,40538.01,45.29,bear
BTCUSDT,2022-02-18,40030.98,43.61,bear
BTCUSDT,2022-02-19,40122.16,44.01,bear
BTCUSDT,2022-02-20,38431.38,38.52,bear
BTCUSDT,2022-02-21,37075.28,34.78,bear
BTCUSDT,2022-02-22,38286.03,40.35,bear
BTCUSDT,2022-02-23,37296.57,37.53,bear
BTCUSDT,2022-02-24,38332.61,42.1,bear
BTCUSDT,2022-02-25,39214.22,45.74,sideways
BTCUSDT,2022-02-26,39105.15,45.36,sideways
BTCUSDT,2022-02-27,37709.79,40.7,sideways
BTCUSDT,2022-02-28,43193.23,58.66,bull
BTCUSDT,2022-03-01,44354.64,61.33,bull
BTCUSDT,2022-03-02,43924.12,59.79,bull
BTCUSDT,2022-03-03,42451.79,54.72,bull
BTCUSDT,2022-03-04,39137.61,45.39,bear
BTCUSDT,2022-03-05,39400.59,46.18,bull
BTCUSDT,2022-03-06,38419.98,43.66,bull
BTCUSDT,2022-03-07,38062.04,42.75,bear
BTCUSDT,2022-03-08,38737.27,45.09,bear
