symbol,date,daily_avg,daily_min,daily_max,daily_count,neg_pct_7d,f9_norm
BTCUSDT,2024-06-04,0.0001066933333333,0.0001,0.00012008,3,0.0,0.3573
BTCUSDT,2024-06-05,0.0001320433333333,0.0001,0.00016387,3,0.0,0.3472
BTCUSDT,2024-06-06,0.0001073599999999,0.0001,0.0001177,3,0.0,0.3571
BTCUSDT,2024-06-07,0.0001005533333333,0.0001,0.00010166,3,0.0,0.3598
BTCUSDT,2024-06-08,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-09,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-10,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-11,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-12,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-13,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-14,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-15,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-16,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-17,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-18,9.412e-05,8.236e-05,0.0001,3,0.0,0.3624
BTCUSDT,2024-06-19,5.698000000000001e-05,2.967e-05,0.0001,3,0.0,0.3772
BTCUSDT,2024-06-20,5.588666666666667e-05,3.934e-05,6.879e-05,3,0.0,0.3776
BTCUSDT,2024-06-21,6.890666666666668e-05,3.344e-05,0.0001,3,0.0,0.3724
BTCUSDT,2024-06-22,8.048666666666667e-05,4.146e-05,0.0001,3,0.0,0.3678
BTCUSDT,2024-06-23,5.6609999999999995e-05,2.307e-05,0.0001,3,0.0,0.3774
BTCUSDT,2024-06-24,9.007333333333334e-05,7.488e-05,0.0001,3,0.0,0.364
BTCUSDT,2024-06-25,7.049333333333334e-05,5.949e-05,7.752e-05,3,0.0,0.3718
BTCUSDT,2024-06-26,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-27,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-28,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-29,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-06-30,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-07-01,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-07-02,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-07-03,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-07-04,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-07-05,7.254000000000001e-05,1.762e-05,0.0001,3,0.0,0.371
BTCUSDT,2024-07-06,5.497e-05,3.25e-05,7.512e-05,3,0.0,0.378
BTCUSDT,2024-07-07,9.388e-05,8.164e-05,0.0001,3,0.0,0.3624
BTCUSDT,2024-07-08,8.709e-05,7.905e-05,0.0001,3,0.0,0.3652
BTCUSDT,2024-07-09,6.953666666666667e-05,8.61e-06,0.0001,3,0.0,0.3722
BTCUSDT,2024-07-10,8.236666666666666e-05,5.485e-05,0.0001,3,0.0,0.3671
BTCUSDT,2024-07-11,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-07-12,4.480333333333334e-05,3.026e-05,6.378e-05,3,0.0,0.3821
BTCUSDT,2024-07-13,8.394666666666668e-05,6.865e-05,0.0001,3,0.0,0.3664
BTCUSDT,2024-07-14,6.929666666666666e-05,3.71e-05,8.737e-05,3,0.0,0.3723
BTCUSDT,2024-07-15,2.426e-05,-5.14e-06,4.59e-05,3,0.0476190476190476,0.3998
BTCUSDT,2024-07-16,2.1563333333333338e-05,-5.062e-05,8.814e-05,3,0.0952380952380952,0.4104
BTCUSDT,2024-07-17,1.6633333333333326e-06,-3.419e-05,2.143e-05,3,0.1428571428571428,0.4279
BTCUSDT,2024-07-18,1.7873333333333334e-05,6.89e-06,3.127e-05,3,0.1428571428571428,0.4214
BTCUSDT,2024-07-19,4.4966666666666664e-05,4.029e-05,4.855e-05,3,0.1428571428571428,0.4106
BTCUSDT,2024-07-20,1.6300000000000007e-06,-3.077e-05,1.944e-05,3,0.1904761904761904,0.4374
BTCUSDT,2024-07-21,-8.243333333333335e-06,-5.313e-05,2.194e-05,3,0.238095238095238,0.4509
BTCUSDT,2024-07-22,5.9526666666666674e-05,2.769e-05,9.136e-05,3,0.1904761904761904,0.4143
BTCUSDT,2024-07-23,4.553666666666667e-05,4.31e-05,4.709e-05,3,0.1428571428571428,0.4104
BTCUSDT,2024-07-24,0.0001,0.0001,0.0001,3,0.0952380952380952,0.379
BTCUSDT,2024-07-25,0.0001,0.0001,0.0001,3,0.0952380952380952,0.379
BTCUSDT,2024-07-26,7.780000000000001e-05,3.34e-05,0.0001,3,0.0952380952380952,0.3879
BTCUSDT,2024-07-27,7.892666666666666e-05,6.547e-05,9.109e-05,3,0.0476190476190476,0.378
BTCUSDT,2024-07-28,6.720333333333333e-05,2.804e-05,9.177e-05,3,0.0,0.3731
BTCUSDT,2024-07-29,7.994666666666666e-05,5.623e-05,0.0001,3,0.0,0.368
BTCUSDT,2024-07-30,4.883e-05,3.396e-05,7.691e-05,3,0.0,0.3805
BTCUSDT,2024-07-31,4.689e-05,3.063e-05,7.178e-05,3,0.0,0.3812
BTCUSDT,2024-08-01,9.402666666666668e-05,8.208e-05,0.0001,3,0.0,0.3624
BTCUSDT,2024-08-02,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-08-03,8.011666666666667e-05,4.247e-05,0.0001,3,0.0,0.368
BTCUSDT,2024-08-04,8.447666666666668e-05,5.343e-05,0.0001,3,0.0,0.3662
BTCUSDT,2024-08-05,6.798666666666666e-05,4.429e-05,0.0001,3,0.0,0.3728
BTCUSDT,2024-08-06,1.7353333333333332e-05,-2.845e-05,4.485e-05,3,0.0476190476190476,0.4026
BTCUSDT,2024-08-07,-1.4493333333333334e-05,-6.859e-05,3.241e-05,3,0.1428571428571428,0.4344
BTCUSDT,2024-08-08,2.29e-05,1.147e-05,3.086e-05,3,0.1428571428571428,0.4194
BTCUSDT,2024-08-09,4.008e-05,2.184e-05,4.994e-05,3,0.1428571428571428,0.4125
BTCUSDT,2024-08-10,-2.4233333333333337e-05,-3.942e-05,-1.379e-05,3,0.2857142857142857,0.4668
BTCUSDT,2024-08-11,1.1316666666666666e-05,-1.839e-05,4.049e-05,3,0.3333333333333333,0.4621
BTCUSDT,2024-08-12,2.5526666666666667e-05,-2.238e-05,8.783e-05,3,0.3809523809523809,0.466
BTCUSDT,2024-08-13,9.196666666666666e-06,-3.902e-05,6.14e-05,3,0.3809523809523809,0.4725
BTCUSDT,2024-08-14,-2.6629999999999997e-05,-7.811e-05,1.152e-05,3,0.3809523809523809,0.4868
BTCUSDT,2024-08-15,-2.776666666666667e-05,-8.488e-05,6.339e-05,3,0.4761904761904761,0.5063
BTCUSDT,2024-08-16,-6.392999999999999e-05,-0.00011235,-5.57e-06,3,0.6190476190476191,0.5494
BTCUSDT,2024-08-17,1.979e-05,-1.52e-06,4.177e-05,3,0.5238095238095238,0.4968
BTCUSDT,2024-08-18,-1.6866666666666652e-06,-3.149e-05,3.966e-05,3,0.5714285714285714,0.515
BTCUSDT,2024-08-19,-4.1076666666666666e-05,-6.75e-05,-1.957e-05,3,0.6666666666666666,0.5498
BTCUSDT,2024-08-20,3.7333333333333313e-07,-2.656e-05,1.419e-05,3,0.6666666666666666,0.5332
BTCUSDT,2024-08-21,-2.317e-05,-6.756e-05,3.96e-06,3,0.6666666666666666,0.5426
BTCUSDT,2024-08-22,-2.717333333333333e-05,-7.261e-05,1.338e-05,3,0.6666666666666666,0.5442
BTCUSDT,2024-08-23,-1.7516666666666668e-05,-4.317e-05,2.391e-05,3,0.6190476190476191,0.5308
BTCUSDT,2024-08-24,1.633333333333333e-05,-7.72e-06,6.395e-05,3,0.6666666666666666,0.5268
BTCUSDT,2024-08-25,-1.0763333333333332e-05,-4.806e-05,3.108e-05,3,0.6666666666666666,0.5376
BTCUSDT,2024-08-26,3.225333333333333e-05,2.439e-05,3.789e-05,3,0.5238095238095238,0.4919
BTCUSDT,2024-08-27,4.099666666666667e-05,1.751e-05,7.753e-05,3,0.4761904761904761,0.4788
BTCUSDT,2024-08-28,-1.0756666666666666e-05,-6.803e-05,2.433e-05,3,0.4285714285714285,0.49
BTCUSDT,2024-08-29,-6.87e-06,-1.644e-05,5.59e-06,3,0.4285714285714285,0.4885
BTCUSDT,2024-08-30,2.4803333333333337e-05,9.36e-06,3.578e-05,3,0.3333333333333333,0.4567
BTCUSDT,2024-08-31,1.8763333333333337e-05,-1.749e-05,3.8e-05,3,0.2857142857142857,0.4496
BTCUSDT,2024-09-01,9.966666666666682e-07,-3.432e-05,4.113e-05,3,0.2857142857142857,0.4567
BTCUSDT,2024-09-02,-1.167e-05,-3.386e-05,2.48e-06,3,0.3809523809523809,0.4809
BTCUSDT,2024-09-03,5.322e-05,4.598e-05,6.245e-05,3,0.3809523809523809,0.4549
BTCUSDT,2024-09-04,5.9633333333333336e-06,-1.47e-05,2.209e-05,3,0.3809523809523809,0.4738
BTCUSDT,2024-09-05,4.510333333333333e-05,2.025e-05,9.016e-05,3,0.2857142857142857,0.4391
BTCUSDT,2024-09-06,1.2356666666666665e-05,-1e-08,2.28e-05,3,0.3333333333333333,0.4617
BTCUSDT,2024-09-07,-5.142333333333334e-05,-7.634e-05,-5.57e-06,3,0.4285714285714285,0.5063
BTCUSDT,2024-09-08,-2.4996666666666667e-05,-5.999e-05,3.745e-05,3,0.4285714285714285,0.4957
BTCUSDT,2024-09-09,-6.189333333333333e-05,-7.585e-05,-3.875e-05,3,0.4761904761904761,0.52
BTCUSDT,2024-09-10,-3.361333333333333e-05,-6.028e-05,-1.126e-05,3,0.6190476190476191,0.5373
BTCUSDT,2024-09-11,-5.470666666666667e-05,-8.953e-05,-2.247e-05,3,0.7142857142857143,0.5647
BTCUSDT,2024-09-12,-1.8156666666666665e-05,-2.95e-05,-5.46e-06,3,0.8571428571428571,0.5787
BTCUSDT,2024-09-13,-1.127e-05,-2.443e-05,-6.9e-07,3,0.9523809523809524,0.595
BTCUSDT,2024-09-14,-1.838e-05,-8.699e-05,2.326e-05,3,0.8571428571428571,0.5788
BTCUSDT,2024-09-15,-2.9333333333333337e-07,-4.91e-06,4.02e-06,3,0.8095238095238095,0.562
BTCUSDT,2024-09-16,4.242666666666667e-05,2.402e-05,6.762e-05,3,0.6666666666666666,0.5164
BTCUSDT,2024-09-17,5.2556666666666664e-05,1.911e-05,8.529e-05,3,0.5238095238095238,0.4837
BTCUSDT,2024-09-18,2.5566666666666664e-05,1.344e-05,4.648e-05,3,0.3809523809523809,0.466
BTCUSDT,2024-09-19,3.511e-05,2.949e-05,4.072e-05,3,0.238095238095238,0.4336
BTCUSDT,2024-09-20,4.3683333333333336e-05,-5.03e-06,8.065e-05,3,0.1428571428571428,0.4111
BTCUSDT,2024-09-21,7.624e-05,4.638e-05,0.0001,3,0.0952380952380952,0.3886
BTCUSDT,2024-09-22,7.025333333333333e-05,5.537e-05,9.254e-05,3,0.0476190476190476,0.3814
BTCUSDT,2024-09-23,4.4046666666666666e-05,1.364e-05,6.546e-05,3,0.0476190476190476,0.3919
BTCUSDT,2024-09-24,1.679e-05,-1.82e-06,2.895e-05,3,0.0952380952380952,0.4123
BTCUSDT,2024-09-25,1.2333333333333333e-05,1.141e-05,1.336e-05,3,0.0952380952380952,0.4141
BTCUSDT,2024-09-26,5.965333333333333e-05,1.65e-05,0.0001,3,0.0952380952380952,0.3952
BTCUSDT,2024-09-27,6.332333333333334e-05,2.275e-05,0.0001,3,0.0476190476190476,0.3842
BTCUSDT,2024-09-28,5.056333333333334e-05,1.414e-05,8.3e-05,3,0.0476190476190476,0.3893
BTCUSDT,2024-09-29,3.702e-05,7.25e-06,7.253e-05,3,0.0476190476190476,0.3947
BTCUSDT,2024-09-30,7.005333333333334e-05,3.077e-05,0.0001,3,0.0476190476190476,0.3815
BTCUSDT,2024-10-01,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-02,7.744e-05,6.632e-05,8.409e-05,3,0.0,0.369
BTCUSDT,2024-10-03,4.3723333333333335e-05,3.746e-05,4.99e-05,3,0.0,0.3825
BTCUSDT,2024-10-04,3.153e-05,2.43e-06,7.097e-05,3,0.0,0.3874
BTCUSDT,2024-10-05,1.1766666666666667e-06,-1.596e-05,1.088e-05,3,0.0476190476190476,0.4091
BTCUSDT,2024-10-06,2.68e-05,5.72e-06,4.18e-05,3,0.0476190476190476,0.3988
BTCUSDT,2024-10-07,1.9326666666666662e-05,-9.52e-06,4.573e-05,3,0.0952380952380952,0.4113
BTCUSDT,2024-10-08,4.505333333333333e-05,-1.678e-05,8.1e-05,3,0.1428571428571428,0.4106
BTCUSDT,2024-10-09,7.692333333333333e-05,5.138e-05,0.0001,3,0.1428571428571428,0.3978
BTCUSDT,2024-10-10,4.540666666666667e-05,1.532e-05,0.0001,3,0.1428571428571428,0.4104
BTCUSDT,2024-10-11,1.5900000000000009e-06,-1.874e-05,2.231e-05,3,0.1904761904761904,0.4375
BTCUSDT,2024-10-12,3.5776666666666666e-05,-1.489e-05,7.664e-05,3,0.1904761904761904,0.4238
BTCUSDT,2024-10-13,2.0896666666666663e-05,6.93e-06,3.938e-05,3,0.1904761904761904,0.4297
BTCUSDT,2024-10-14,8.476333333333334e-05,5.429e-05,0.0001,3,0.1428571428571428,0.3947
BTCUSDT,2024-10-15,0.0001,0.0001,0.0001,3,0.0952380952380952,0.379
BTCUSDT,2024-10-16,8.941666666666668e-05,8.325e-05,0.0001,3,0.0952380952380952,0.3833
BTCUSDT,2024-10-17,0.0001,0.0001,0.0001,3,0.0952380952380952,0.379
BTCUSDT,2024-10-18,0.0001,0.0001,0.0001,3,0.0476190476190476,0.3695
BTCUSDT,2024-10-19,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-20,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-21,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-22,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-23,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-24,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-25,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-26,7.441333333333333e-05,4.755e-05,0.0001,3,0.0,0.3702
BTCUSDT,2024-10-27,9.908e-05,9.724e-05,0.0001,3,0.0,0.3604
BTCUSDT,2024-10-28,9.457e-05,8.946e-05,0.0001,3,0.0,0.3622
BTCUSDT,2024-10-29,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-30,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-10-31,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-01,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-02,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-03,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-04,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-05,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-06,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-07,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-08,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-09,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-10,0.0001657199999999,0.0001,0.00025603,3,0.0,0.3337
BTCUSDT,2024-11-11,0.0001895933333333,0.0001,0.00036878,3,0.0,0.3242
BTCUSDT,2024-11-12,0.0004387466666666,0.00038754,0.00049133,3,0.0,0.2245
BTCUSDT,2024-11-13,0.0001498566666666,0.0001,0.00021856,3,0.0,0.3401
BTCUSDT,2024-11-14,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-15,0.0001032566666666,0.0001,0.00010977,3,0.0,0.3587
BTCUSDT,2024-11-16,0.00011077,0.0001,0.00013231,3,0.0,0.3557
BTCUSDT,2024-11-17,0.00012114,0.0001,0.00015765,3,0.0,0.3515
BTCUSDT,2024-11-18,0.0002258933333333,0.0001,0.0003645,3,0.0,0.3096
BTCUSDT,2024-11-19,0.0002326033333333,0.00017959,0.00030216,3,0.0,0.307
BTCUSDT,2024-11-20,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-21,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-22,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-23,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-11-24,0.0001645866666666,0.0001,0.00023228,3,0.0,0.3342
BTCUSDT,2024-11-25,0.00018756,0.0001,0.00025233,3,0.0,0.325
BTCUSDT,2024-11-26,0.0002314566666666,0.00017936,0.00029599,3,0.0,0.3074
BTCUSDT,2024-11-27,0.0001933333333333,0.0001,0.00031205,3,0.0,0.3227
BTCUSDT,2024-11-28,0.0001206166666666,0.0001,0.00014326,3,0.0,0.3518
BTCUSDT,2024-11-29,0.0001809566666666,0.00011747,0.00021921,3,0.0,0.3276
BTCUSDT,2024-11-30,0.0001265733333333,0.0001,0.00015909,3,0.0,0.3494
BTCUSDT,2024-12-01,0.0001516066666666,0.0001,0.00019581,3,0.0,0.3394
BTCUSDT,2024-12-02,0.00021223,0.00013387,0.00025726,3,0.0,0.3151
BTCUSDT,2024-12-03,0.0001655233333333,0.00011952,0.00024926,3,0.0,0.3338
BTCUSDT,2024-12-04,0.0002537399999999,0.00023234,0.00026634,3,0.0,0.2985
BTCUSDT,2024-12-05,0.0004904333333333,0.00027625,0.00072446,3,0.0,0.2038
BTCUSDT,2024-12-06,0.0001154466666666,0.0001,0.00014634,3,0.0,0.3538
BTCUSDT,2024-12-07,0.0001947866666666,0.00012374,0.00031972,3,0.0,0.3221
BTCUSDT,2024-12-08,0.0001704566666666,0.00016572,0.0001758,3,0.0,0.3318
BTCUSDT,2024-12-09,0.0002085333333333,0.00011115,0.00030413,3,0.0,0.3166
BTCUSDT,2024-12-10,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-11,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-12,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-13,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-14,8.916666666666666e-05,6.75e-05,0.0001,3,0.0,0.3643
BTCUSDT,2024-12-15,9.398e-05,8.194e-05,0.0001,3,0.0,0.3624
BTCUSDT,2024-12-16,9.727e-05,9.181e-05,0.0001,3,0.0,0.3611
BTCUSDT,2024-12-17,9.288666666666669e-05,7.866e-05,0.0001,3,0.0,0.3628
BTCUSDT,2024-12-18,9.719666666666666e-05,9.159e-05,0.0001,3,0.0,0.3611
BTCUSDT,2024-12-19,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-20,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-21,7.068666666666668e-05,1.206e-05,0.0001,3,0.0,0.3717
BTCUSDT,2024-12-22,9.876333333333334e-05,9.629e-05,0.0001,3,0.0,0.3605
BTCUSDT,2024-12-23,9.660333333333332e-05,8.981e-05,0.0001,3,0.0,0.3614
BTCUSDT,2024-12-24,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-25,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-26,8.621666666666667e-05,7.453e-05,9.827e-05,3,0.0,0.3655
BTCUSDT,2024-12-27,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2024-12-28,7.604e-05,5.173e-05,0.0001,3,0.0,0.3696
BTCUSDT,2024-12-29,9.337666666666668e-05,8.013e-05,0.0001,3,0.0,0.3626
BTCUSDT,2024-12-30,6.249666666666667e-05,-4.2e-07,0.0001,3,0.0476190476190476,0.3845
BTCUSDT,2024-12-31,0.0001,0.0001,0.0001,3,0.0476190476190476,0.3695
BTCUSDT,2025-01-01,0.0001,0.0001,0.0001,3,0.0476190476190476,0.3695
BTCUSDT,2025-01-02,0.0001,0.0001,0.0001,3,0.0476190476190476,0.3695
BTCUSDT,2025-01-03,8.414e-05,5.242e-05,0.0001,3,0.0476190476190476,0.3759
BTCUSDT,2025-01-04,6.165666666666668e-05,7.98e-06,0.0001,3,0.0476190476190476,0.3849
BTCUSDT,2025-01-05,9.44e-05,8.32e-05,0.0001,3,0.0476190476190476,0.3718
BTCUSDT,2025-01-06,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2025-01-07,9.060666666666666e-05,8.279e-05,0.0001,3,0.0,0.3638
BTCUSDT,2025-01-08,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2025-01-09,6.43e-05,-5.44e-06,0.0001,3,0.0476190476190476,0.3838
BTCUSDT,2025-01-10,3.661333333333333e-05,-1.06e-05,8.078e-05,3,0.0952380952380952,0.4044
BTCUSDT,2025-01-11,4.1143333333333336e-05,2.608e-05,5.68e-05,3,0.0952380952380952,0.4026
BTCUSDT,2025-01-12,4.955333333333333e-05,3.21e-05,6.647e-05,3,0.0952380952380952,0.3992
BTCUSDT,2025-01-13,4.3786666666666665e-05,8.81e-06,6.989e-05,3,0.0952380952380952,0.4015
BTCUSDT,2025-01-14,9.832e-05,9.496e-05,0.0001,3,0.0952380952380952,0.3797
BTCUSDT,2025-01-15,6.542666666666667e-05,4.989e-05,8.795e-05,3,0.0952380952380952,0.3929
BTCUSDT,2025-01-16,4.298e-05,7.28e-06,7.568e-05,3,0.0476190476190476,0.3923
BTCUSDT,2025-01-17,5.8049999999999995e-05,3.432e-05,9.386e-05,3,0.0,0.3768
BTCUSDT,2025-01-18,8.902333333333334e-05,6.707e-05,0.0001,3,0.0,0.3644
BTCUSDT,2025-01-19,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2025-01-20,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2025-01-21,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2025-01-22,0.0001,0.0001,0.0001,3,0.0,0.36
BTCUSDT,2025-01-23,9.09e-05,8.616e-05,0.0001,3,0.0,0.3636
BTCUSDT,2025-01-24,5.8036666666666666e-05,3.34e-06,9.54e-05,3,0.0,0.3768
BTCUSDT,2025-01-25,7.326333333333333e-05,5.702e-05,8.495e-05,3,0.0,0.3707
BTCUSDT,2025-01-26,8.935333333333333e-05,8.363e-05,0.0001,3,0.0,0.3643
BTCUSDT,2025-01-27,4.298e-05,9.8e-07,9.084e-05,3,0.0,0.3828
BTCUSDT,2025-01-28,7.854e-05,3.714e-05,0.0001,3,0.0,0.3686
BTCUSDT,2025-01-29,9.983e-05,9.949e-05,0.0001,3,0.0,0.3601
BTCUSDT,2025-01-30,9.029666666666666e-05,7.59e-05,0.0001,3,0.0,0.3639
BTCUSDT,2025-01-31,7.075e-05,1.225e-05,0.0001,3,0.0,0.3717
BTCUSDT,2025-02-01,6.478333333333334e-05,5.369e-05,8.098e-05,3,0.0,0.3741
BTCUSDT,2025-02-02,2.7810000000000003e-05,-8.61e-06,5.824e-05,3,0.0476190476190476,0.3984
BTCUSDT,2025-02-03,8.281666666666667e-05,4.845e-05,0.0001,3,0.0476190476190476,0.3764
BTCUSDT,2025-02-04,4.516666666666666e-05,2.612e-05,6.8e-05,3,0.0476190476190476,0.3915
BTCUSDT,2025-02-05,1.9743333333333335e-05,-4.61e-06,4.774e-05,3,0.0952380952380952,0.4112
BTCUSDT,2025-02-06,2.617e-05,-2.38e-06,5.903e-05,3,0.1428571428571428,0.4181
BTCUSDT,2025-02-07,6.713e-05,5.167e-05,7.983e-05,3,0.1428571428571428,0.4017
BTCUSDT,2025-02-08,-8.796666666666667e-06,-4.1e-05,1.137e-05,3,0.1904761904761904,0.4416
BTCUSDT,2025-02-09,5.437333333333333e-05,2.839e-05,9.6e-05,3,0.1428571428571428,0.4068
BTCUSDT,2025-02-10,6.145e-05,1.802e-05,9.176e-05,3,0.1428571428571428,0.404
BTCUSDT,2025-02-11,2.954e-05,-2.446e-05,7.09e-05,3,0.1904761904761904,0.4263
BTCUSDT,2025-02-12,3.7189999999999995e-05,1.298e-05,4.96e-05,3,0.1428571428571428,0.4137
BTCUSDT,2025-02-13,4.974e-05,8.05e-06,0.0001,3,0.0952380952380952,0.3992
BTCUSDT,2025-02-14,5.567666666666667e-05,4.1e-05,7.093e-05,3,0.0952380952380952,0.3968
BTCUSDT,2025-02-15,2.3623333333333335e-05,5.5e-07,3.735e-05,3,0.0476190476190476,0.4001
BTCUSDT,2025-02-16,2.457e-05,1.82e-06,3.799e-05,3,0.0476190476190476,0.3997
BTCUSDT,2025-02-17,4.881666666666667e-05,2.009e-05,6.397e-05,3,0.0476190476190476,0.39
BTCUSDT,2025-02-18,9.829333333333334e-05,9.488e-05,0.0001,3,0.0,0.3607
BTCUSDT,2025-02-19,7.915333333333333e-05,7.007e-05,8.96e-05,3,0.0,0.3683
BTCUSDT,2025-02-20,4.345e-05,2.42e-05,7.346e-05,3,0.0,0.3826
BTCUSDT,2025-02-21,7.706666666666667e-06,-9.7e-07,2.286e-05,3,0.0476190476190476,0.4064
BTCUSDT,2025-02-22,6.261333333333333e-05,2.318e-05,0.0001,3,0.0476190476190476,0.3845
BTCUSDT,2025-02-23,2.91e-05,1.478e-05,4.112e-05,3,0.0476190476190476,0.3979
BTCUSDT,2025-02-24,1.987e-05,-2.97e-05,6.881e-05,3,0.0952380952380952,0.4111
BTCUSDT,2025-02-25,5.543333333333334e-05,1.385e-05,0.0001,3,0.0952380952380952,0.3969
BTCUSDT,2025-02-26,6.508666666666666e-05,3.521e-05,0.0001,3,0.0952380952380952,0.393
BTCUSDT,2025-02-27,6.040333333333334e-05,-6.17e-06,9.433e-05,3,0.1428571428571428,0.4044
BTCUSDT,2025-02-28,6.197333333333333e-05,-3.73e-06,9.521e-05,3,0.1428571428571428,0.4038
BTCUSDT,2025-03-01,-2.326666666666667e-05,-6.108e-05,-1.4e-07,3,0.2857142857142857,0.4664
BTCUSDT,2025-03-02,-2.248666666666667e-05,-2.869e-05,-1.094e-05,3,0.4285714285714285,0.4947
BTCUSDT,2025-03-03,1.8166666666666656e-06,-5.518e-05,5.272e-05,3,0.4285714285714285,0.485
BTCUSDT,2025-03-04,-1.6333333333333329e-06,-1.526e-05,1.306e-05,3,0.5238095238095238,0.5054
BTCUSDT,2025-03-05,3.954333333333333e-05,2.722e-05,5.028e-05,3,0.5238095238095238,0.4889
BTCUSDT,2025-03-06,5.589666666666667e-05,3.538e-05,6.818e-05,3,0.4761904761904761,0.4729
BTCUSDT,2025-03-07,-4.1000000000000004e-07,-1.539e-05,2.028e-05,3,0.5238095238095238,0.5049
BTCUSDT,2025-03-08,2.303e-05,3.73e-06,5.328e-05,3,0.3809523809523809,0.467
BTCUSDT,2025-03-09,3.479666666666667e-05,-2.779e-05,0.0001,3,0.2857142857142857,0.4432
BTCUSDT,2025-03-10,3.111e-05,1.344e-05,4.037e-05,3,0.238095238095238,0.4352
BTCUSDT,2025-03-11,5.570333333333333e-05,3.26e-05,8.746e-05,3,0.1428571428571428,0.4063
