symbol,date,mvrv,f13_norm
BTCUSDT,2014-01-01 00:00:00+00:00,2.79859382,0.2338
BTCUSDT,2014-01-02 00:00:00+00:00,2.90688604,0.1977
BTCUSDT,2014-01-03 00:00:00+00:00,2.97276592,0.1757
BTCUSDT,2014-01-04 00:00:00+00:00,3.00082617,0.1664
BTCUSDT,2014-01-05 00:00:00+00:00,3.23751863,0.0875
BTCUSDT,2014-01-06 00:00:00+00:00,3.25855458,0.0805
BTCUSDT,2014-01-07 00:00:00+00:00,2.85648041,0.2145
BTCUSDT,2014-01-08 00:00:00+00:00,2.89105715,0.203
BTCUSDT,2014-01-09 00:00:00+00:00,2.91922133,0.1936
BTCUSDT,2014-01-10 00:00:00+00:00,2.98942387,0.1702
BTCUSDT,2014-01-11 00:00:00+00:00,3.08800818,0.1373
BTCUSDT,2014-01-12 00:00:00+00:00,2.92251348,0.1925
BTCUSDT,2014-01-13 00:00:00+00:00,2.83904175,0.2203
BTCUSDT,2014-01-14 00:00:00+00:00,2.80186801,0.2327
BTCUSDT,2014-01-15 00:00:00+00:00,2.87183201,0.2094
BTCUSDT,2014-01-16 00:00:00+00:00,2.77584537,0.2414
BTCUSDT,2014-01-17 00:00:00+00:00,2.69438096,0.2685
BTCUSDT,2014-01-18 00:00:00+00:00,2.74847429,0.2505
BTCUSDT,2014-01-19 00:00:00+00:00,2.83776277,0.2207
BTCUSDT,2014-01-20 00:00:00+00:00,2.79830469,0.2339
BTCUSDT,2014-01-21 00:00:00+00:00,2.77609902,0.2413
BTCUSDT,2014-01-22 00:00:00+00:00,2.75067841,0.2498
BTCUSDT,2014-01-23 00:00:00+00:00,2.72035724,0.2599
BTCUSDT,2014-01-24 00:00:00+00:00,2.61463948,0.2951
BTCUSDT,2014-01-25 00:00:00+00:00,2.68630023,0.2712
BTCUSDT,2014-01-26 00:00:00+00:00,2.7159709,0.2613
BTCUSDT,2014-01-27 00:00:00+00:00,2.47713004,0.341
BTCUSDT,2014-01-28 00:00:00+00:00,2.62930512,0.2902
BTCUSDT,2014-01-29 00:00:00+00:00,2.63373693,0.2888
BTCUSDT,2014-01-30 00:00:00+00:00,2.64884556,0.2837
BTCUSDT,2014-01-31 00:00:00+00:00,2.65797129,0.2807
BTCUSDT,2014-02-01 00:00:00+00:00,2.67963991,0.2735
BTCUSDT,2014-02-02 00:00:00+00:00,2.68024654,0.2733
BTCUSDT,2014-02-03 00:00:00+00:00,2.65176796,0.2827
BTCUSDT,2014-02-04 00:00:00+00:00,2.627458,0.2908
BTCUSDT,2014-02-05 00:00:00+00:00,2.49283475,0.3357
BTCUSDT,2014-02-06 00:00:00+00:00,2.4248508,0.3584
BTCUSDT,2014-02-07 00:00:00+00:00,2.26379227,0.4121
BTCUSDT,2014-02-08 00:00:00+00:00,2.15811443,0.4473
BTCUSDT,2014-02-09 00:00:00+00:00,2.18797536,0.4373
BTCUSDT,2014-02-10 00:00:00+00:00,2.1809637,0.4397
BTCUSDT,2014-02-11 00:00:00+00:00,2.13932234,0.4536
BTCUSDT,2014-02-12 00:00:00+00:00,2.08400611,0.472
BTCUSDT,2014-02-13 00:00:00+00:00,1.95543342,0.5149
BTCUSDT,2014-02-14 00:00:00+00:00,2.12998114,0.4567
BTCUSDT,2014-02-15 00:00:00+00:00,2.08368328,0.4721
BTCUSDT,2014-02-16 00:00:00+00:00,1.98508729,0.505
BTCUSDT,2014-02-17 00:00:00+00:00,2.01155832,0.4961
BTCUSDT,2014-02-18 00:00:00+00:00,1.99849686,0.5005
BTCUSDT,2014-02-19 00:00:00+00:00,1.9894402,0.5035
BTCUSDT,2014-02-20 00:00:00+00:00,1.80129677,0.5662
BTCUSDT,2014-02-21 00:00:00+00:00,1.85383269,0.5487
BTCUSDT,2014-02-22 00:00:00+00:00,1.93944631,0.5202
BTCUSDT,2014-02-23 00:00:00+00:00,1.94857991,0.5171
BTCUSDT,2014-02-24 00:00:00+00:00,1.7420652,0.586
BTCUSDT,2014-02-25 00:00:00+00:00,1.72827883,0.5906
BTCUSDT,2014-02-26 00:00:00+00:00,1.89989181,0.5334
BTCUSDT,2014-02-27 00:00:00+00:00,1.89448535,0.5352
BTCUSDT,2014-02-28 00:00:00+00:00,1.78120748,0.5729
BTCUSDT,2014-03-01 00:00:00+00:00,1.83532329,0.5549
BTCUSDT,2014-03-02 00:00:00+00:00,1.80787101,0.564
BTCUSDT,2014-03-03 00:00:00+00:00,2.18083347,0.4397
BTCUSDT,2014-03-04 00:00:00+00:00,2.17294282,0.4424
BTCUSDT,2014-03-05 00:00:00+00:00,2.15549405,0.4482
BTCUSDT,2014-03-06 00:00:00+00:00,2.14266138,0.4524
BTCUSDT,2014-03-07 00:00:00+00:00,1.96402906,0.512
BTCUSDT,2014-03-08 00:00:00+00:00,1.93041869,0.5232
BTCUSDT,2014-03-09 00:00:00+00:00,1.95221351,0.5159
BTCUSDT,2014-03-10 00:00:00+00:00,1.9107893,0.5297
BTCUSDT,2014-03-11 00:00:00+00:00,1.92512349,0.525
BTCUSDT,2014-03-12 00:00:00+00:00,1.92370225,0.5254
BTCUSDT,2014-03-13 00:00:00+00:00,1.94782915,0.5174
BTCUSDT,2014-03-14 00:00:00+00:00,1.90343662,0.5322
BTCUSDT,2014-03-15 00:00:00+00:00,1.92641386,0.5245
BTCUSDT,2014-03-16 00:00:00+00:00,1.91927821,0.5269
BTCUSDT,2014-03-17 00:00:00+00:00,1.88442201,0.5385
BTCUSDT,2014-03-18 00:00:00+00:00,1.85742156,0.5475
BTCUSDT,2014-03-19 00:00:00+00:00,1.84533875,0.5516
BTCUSDT,2014-03-20 00:00:00+00:00,1.77477734,0.5751
BTCUSDT,2014-03-21 00:00:00+00:00,1.71786219,0.594
BTCUSDT,2014-03-22 00:00:00+00:00,1.7024792,0.5992
BTCUSDT,2014-03-23 00:00:00+00:00,1.68536505,0.6049
BTCUSDT,2014-03-24 00:00:00+00:00,1.76264446,0.5791
BTCUSDT,2014-03-25 00:00:00+00:00,1.75724218,0.5809
BTCUSDT,2014-03-26 00:00:00+00:00,1.74314104,0.5856
BTCUSDT,2014-03-27 00:00:00+00:00,1.4579435,0.6807
BTCUSDT,2014-03-28 00:00:00+00:00,1.50668923,0.6644
BTCUSDT,2014-03-29 00:00:00+00:00,1.47991892,0.6734
BTCUSDT,2014-03-30 00:00:00+00:00,1.38999605,0.7033
BTCUSDT,2014-03-31 00:00:00+00:00,1.38223661,0.7059
BTCUSDT,2014-04-01 00:00:00+00:00,1.45469684,0.6818
BTCUSDT,2014-04-02 00:00:00+00:00,1.33564877,0.7215
BTCUSDT,2014-04-03 00:00:00+00:00,1.36778873,0.7107
BTCUSDT,2014-04-04 00:00:00+00:00,1.36964635,0.7101
BTCUSDT,2014-04-05 00:00:00+00:00,1.41084013,0.6964
BTCUSDT,2014-04-06 00:00:00+00:00,1.40141439,0.6995
BTCUSDT,2014-04-07 00:00:00+00:00,1.37167544,0.7094
BTCUSDT,2014-04-08 00:00:00+00:00,1.38533994,0.7049
BTCUSDT,2014-04-09 00:00:00+00:00,1.35469234,0.7151
BTCUSDT,2014-04-10 00:00:00+00:00,1.1286601,0.7904
BTCUSDT,2014-04-11 00:00:00+00:00,1.30082437,0.7331
BTCUSDT,2014-04-12 00:00:00+00:00,1.30827456,0.7306
BTCUSDT,2014-04-13 00:00:00+00:00,1.28401659,0.7387
BTCUSDT,2014-04-14 00:00:00+00:00,1.42132931,0.6929
BTCUSDT,2014-04-15 00:00:00+00:00,1.60547388,0.6315
BTCUSDT,2014-04-16 00:00:00+00:00,1.62848084,0.6238
BTCUSDT,2014-04-17 00:00:00+00:00,1.53010414,0.6566
BTCUSDT,2014-04-18 00:00:00+00:00,1.48000554,0.6733
BTCUSDT,2014-04-19 00:00:00+00:00,1.54481447,0.6517
BTCUSDT,2014-04-20 00:00:00+00:00,1.53703688,0.6543
BTCUSDT,2014-04-21 00:00:00+00:00,1.52622244,0.6579
BTCUSDT,2014-04-22 00:00:00+00:00,1.50076937,0.6664
BTCUSDT,2014-04-23 00:00:00+00:00,1.5016104,0.6661
BTCUSDT,2014-04-24 00:00:00+00:00,1.53947611,0.6535
BTCUSDT,2014-04-25 00:00:00+00:00,1.42807837,0.6906
BTCUSDT,2014-04-26 00:00:00+00:00,1.4063299,0.6979
BTCUSDT,2014-04-27 00:00:00+00:00,1.34395279,0.7187
BTCUSDT,2014-04-28 00:00:00+00:00,1.35421878,0.7153
BTCUSDT,2014-04-29 00:00:00+00:00,1.37364362,0.7088
BTCUSDT,2014-04-30 00:00:00+00:00,1.37742743,0.7075
BTCUSDT,2014-05-01 00:00:00+00:00,1.41200262,0.696
BTCUSDT,2014-05-02 00:00:00+00:00,1.38757157,0.7041
BTCUSDT,2014-05-03 00:00:00+00:00,1.34737725,0.7175
BTCUSDT,2014-05-04 00:00:00+00:00,1.34079342,0.7197
BTCUSDT,2014-05-05 00:00:00+00:00,1.32836701,0.7239
BTCUSDT,2014-05-06 00:00:00+00:00,1.32260352,0.7258
BTCUSDT,2014-05-07 00:00:00+00:00,1.36002582,0.7133
BTCUSDT,2014-05-08 00:00:00+00:00,1.35471389,0.7151
BTCUSDT,2014-05-09 00:00:00+00:00,1.39224562,0.7026
BTCUSDT,2014-05-10 00:00:00+00:00,1.4045981,0.6985
BTCUSDT,2014-05-11 00:00:00+00:00,1.3505933,0.7165
BTCUSDT,2014-05-12 00:00:00+00:00,1.3576711,0.7141
BTCUSDT,2014-05-13 00:00:00+00:00,1.35114784,0.7163
BTCUSDT,2014-05-14 00:00:00+00:00,1.36967388,0.7101
BTCUSDT,2014-05-15 00:00:00+00:00,1.37634402,0.7079
BTCUSDT,2014-05-16 00:00:00+00:00,1.38233452,0.7059
BTCUSDT,2014-05-17 00:00:00+00:00,1.38379554,0.7054
BTCUSDT,2014-05-18 00:00:00+00:00,1.37668474,0.7078
BTCUSDT,2014-05-19 00:00:00+00:00,1.37835145,0.7072
BTCUSDT,2014-05-20 00:00:00+00:00,1.50867507,0.6638
BTCUSDT,2014-05-21 00:00:00+00:00,1.51856262,0.6605
BTCUSDT,2014-05-22 00:00:00+00:00,1.61686251,0.6277
BTCUSDT,2014-05-23 00:00:00+00:00,1.60608676,0.6313
BTCUSDT,2014-05-24 00:00:00+00:00,1.61622687,0.6279
BTCUSDT,2014-05-25 00:00:00+00:00,1.7510962,0.583
BTCUSDT,2014-05-26 00:00:00+00:00,1.78420425,0.5719
BTCUSDT,2014-05-27 00:00:00+00:00,1.7360648,0.588
BTCUSDT,2014-05-28 00:00:00+00:00,1.74983943,0.5834
BTCUSDT,2014-05-29 00:00:00+00:00,1.72220405,0.5926
BTCUSDT,2014-05-30 00:00:00+00:00,1.86223265,0.5459
BTCUSDT,2014-05-31 00:00:00+00:00,1.87963895,0.5401
BTCUSDT,2014-06-01 00:00:00+00:00,1.88300736,0.539
BTCUSDT,2014-06-02 00:00:00+00:00,1.97543263,0.5082
BTCUSDT,2014-06-03 00:00:00+00:00,1.99693718,0.501
BTCUSDT,2014-06-04 00:00:00+00:00,1.90998921,0.53
BTCUSDT,2014-06-05 00:00:00+00:00,1.95863649,0.5138
BTCUSDT,2014-06-06 00:00:00+00:00,1.92408683,0.5253
BTCUSDT,2014-06-07 00:00:00+00:00,1.94195206,0.5193
BTCUSDT,2014-06-08 00:00:00+00:00,1.94276934,0.5191
BTCUSDT,2014-06-09 00:00:00+00:00,1.91093556,0.5297
BTCUSDT,2014-06-10 00:00:00+00:00,1.91468487,0.5284
BTCUSDT,2014-06-11 00:00:00+00:00,1.8557786,0.5481
BTCUSDT,2014-06-12 00:00:00+00:00,1.71579412,0.5947
BTCUSDT,2014-06-13 00:00:00+00:00,1.72900225,0.5903
BTCUSDT,2014-06-14 00:00:00+00:00,1.6672379,0.6109
BTCUSDT,2014-06-15 00:00:00+00:00,1.70763012,0.5975
BTCUSDT,2014-06-16 00:00:00+00:00,1.70895309,0.597
BTCUSDT,2014-06-17 00:00:00+00:00,1.76144005,0.5795
BTCUSDT,2014-06-18 00:00:00+00:00,1.75639628,0.5812
BTCUSDT,2014-06-19 00:00:00+00:00,1.72175665,0.5927
BTCUSDT,2014-06-20 00:00:00+00:00,1.70893923,0.597
BTCUSDT,2014-06-21 00:00:00+00:00,1.71186032,0.596
BTCUSDT,2014-06-22 00:00:00+00:00,1.73072722,0.5898
BTCUSDT,2014-06-23 00:00:00+00:00,1.70033791,0.5999
BTCUSDT,2014-06-24 00:00:00+00:00,1.67166269,0.6094
BTCUSDT,2014-06-25 00:00:00+00:00,1.62093285,0.6264
BTCUSDT,2014-06-26 00:00:00+00:00,1.67219737,0.6093
BTCUSDT,2014-06-27 00:00:00+00:00,1.72780213,0.5907
BTCUSDT,2014-06-28 00:00:00+00:00,1.70918053,0.5969
BTCUSDT,2014-06-29 00:00:00+00:00,1.72411286,0.592
BTCUSDT,2014-06-30 00:00:00+00:00,1.82938369,0.5569
BTCUSDT,2014-07-01 00:00:00+00:00,1.83761917,0.5541
BTCUSDT,2014-07-02 00:00:00+00:00,1.85565119,0.5481
BTCUSDT,2014-07-03 00:00:00+00:00,1.83854971,0.5538
BTCUSDT,2014-07-04 00:00:00+00:00,1.79270708,0.5691
BTCUSDT,2014-07-05 00:00:00+00:00,1.79121232,0.5696
BTCUSDT,2014-07-06 00:00:00+00:00,1.80217443,0.5659
BTCUSDT,2014-07-07 00:00:00+00:00,1.76756914,0.5775
BTCUSDT,2014-07-08 00:00:00+00:00,1.77273738,0.5758
BTCUSDT,2014-07-09 00:00:00+00:00,1.76136723,0.5795
BTCUSDT,2014-07-10 00:00:00+00:00,1.74495565,0.585
BTCUSDT,2014-07-11 00:00:00+00:00,1.79446067,0.5685
BTCUSDT,2014-07-12 00:00:00+00:00,1.80030291,0.5666
BTCUSDT,2014-07-13 00:00:00+00:00,1.77957268,0.5735
BTCUSDT,2014-07-14 00:00:00+00:00,1.74898486,0.5837
BTCUSDT,2014-07-15 00:00:00+00:00,1.75571279,0.5814
BTCUSDT,2014-07-16 00:00:00+00:00,1.73946637,0.5868
BTCUSDT,2014-07-17 00:00:00+00:00,1.76036866,0.5799
BTCUSDT,2014-07-18 00:00:00+00:00,1.77738508,0.5742
BTCUSDT,2014-07-19 00:00:00+00:00,1.77274463,0.5758
BTCUSDT,2014-07-20 00:00:00+00:00,1.76080313,0.5797
BTCUSDT,2014-07-21 00:00:00+00:00,1.74762284,0.5841
BTCUSDT,2014-07-22 00:00:00+00:00,1.74270129,0.5858
BTCUSDT,2014-07-23 00:00:00+00:00,1.74066345,0.5864
BTCUSDT,2014-07-24 00:00:00+00:00,1.69279908,0.6024
BTCUSDT,2014-07-25 00:00:00+00:00,1.68863136,0.6038
BTCUSDT,2014-07-26 00:00:00+00:00,1.66914747,0.6103
BTCUSDT,2014-07-27 00:00:00+00:00,1.65995112,0.6133
BTCUSDT,2014-07-28 00:00:00+00:00,1.64850401,0.6172
BTCUSDT,2014-07-29 00:00:00+00:00,1.63937643,0.6202
BTCUSDT,2014-07-30 00:00:00+00:00,1.58077127,0.6397
BTCUSDT,2014-07-31 00:00:00+00:00,1.63310806,0.6223
BTCUSDT,2014-08-01 00:00:00+00:00,1.67172212,0.6094
BTCUSDT,2014-08-02 00:00:00+00:00,1.65218507,0.6159
BTCUSDT,2014-08-03 00:00:00+00:00,1.64362281,0.6188
BTCUSDT,2014-08-04 00:00:00+00:00,1.64417187,0.6186
BTCUSDT,2014-08-05 00:00:00+00:00,1.61859835,0.6271
BTCUSDT,2014-08-06 00:00:00+00:00,1.61916711,0.6269
BTCUSDT,2014-08-07 00:00:00+00:00,1.62893008,0.6237
BTCUSDT,2014-08-08 00:00:00+00:00,1.63661291,0.6211
BTCUSDT,2014-08-09 00:00:00+00:00,1.63562717,0.6215
BTCUSDT,2014-08-10 00:00:00+00:00,1.63601768,0.6213
BTCUSDT,2014-08-11 00:00:00+00:00,1.59181557,0.6361
BTCUSDT,2014-08-12 00:00:00+00:00,1.57747585,0.6408
BTCUSDT,2014-08-13 00:00:00+00:00,1.52247712,0.6592
BTCUSDT,2014-08-14 00:00:00+00:00,1.40529956,0.6982
BTCUSDT,2014-08-15 00:00:00+00:00,1.39272818,0.7024
BTCUSDT,2014-08-16 00:00:00+00:00,1.4519714,0.6827
BTCUSDT,2014-08-17 00:00:00+00:00,1.38521881,0.7049
BTCUSDT,2014-08-18 00:00:00+00:00,1.30849176,0.7305
BTCUSDT,2014-08-19 00:00:00+00:00,1.35854035,0.7138
BTCUSDT,2014-08-20 00:00:00+00:00,1.43685004,0.6877
BTCUSDT,2014-08-21 00:00:00+00:00,1.44883851,0.6837
BTCUSDT,2014-08-22 00:00:00+00:00,1.43998218,0.6867
BTCUSDT,2014-08-23 00:00:00+00:00,1.38794257,0.704
BTCUSDT,2014-08-24 00:00:00+00:00,1.41936719,0.6935
BTCUSDT,2014-08-25 00:00:00+00:00,1.40049218,0.6998
BTCUSDT,2014-08-26 00:00:00+00:00,1.4286897,0.6904
BTCUSDT,2014-08-27 00:00:00+00:00,1.42412594,0.692
BTCUSDT,2014-08-28 00:00:00+00:00,1.41962708,0.6935
BTCUSDT,2014-08-29 00:00:00+00:00,1.4275503,0.6908
BTCUSDT,2014-08-30 00:00:00+00:00,1.40634187,0.6979
BTCUSDT,2014-08-31 00:00:00+00:00,1.34266216,0.7191
BTCUSDT,2014-09-01 00:00:00+00:00,1.33136652,0.7229
BTCUSDT,2014-09-02 00:00:00+00:00,1.33208957,0.7226
BTCUSDT,2014-09-03 00:00:00+00:00,1.33099316,0.723
BTCUSDT,2014-09-04 00:00:00+00:00,1.37428858,0.7086
BTCUSDT,2014-09-05 00:00:00+00:00,1.34365527,0.7188
BTCUSDT,2014-09-06 00:00:00+00:00,1.34865874,0.7171
BTCUSDT,2014-09-07 00:00:00+00:00,1.34317011,0.7189
BTCUSDT,2014-09-08 00:00:00+00:00,1.31734021,0.7276
BTCUSDT,2014-09-09 00:00:00+00:00,1.33112394,0.723
BTCUSDT,2014-09-10 00:00:00+00:00,1.34373558,0.7188
BTCUSDT,2014-09-11 00:00:00+00:00,1.34256122,0.7191
BTCUSDT,2014-09-12 00:00:00+00:00,1.33422001,0.7219
BTCUSDT,2014-09-13 00:00:00+00:00,1.34529696,0.7182
BTCUSDT,2014-09-14 00:00:00+00:00,1.33870825,0.7204
BTCUSDT,2014-09-15 00:00:00+00:00,1.33078173,0.7231
BTCUSDT,2014-09-16 00:00:00+00:00,1.30741226,0.7309
BTCUSDT,2014-09-17 00:00:00+00:00,1.28560635,0.7381
BTCUSDT,2014-09-18 00:00:00+00:00,1.20503333,0.765
BTCUSDT,2014-09-19 00:00:00+00:00,1.11512348,0.795
BTCUSDT,2014-09-20 00:00:00+00:00,1.16620763,0.7779
BTCUSDT,2014-09-21 00:00:00+00:00,1.1367134,0.7878
BTCUSDT,2014-09-22 00:00:00+00:00,1.13884767,0.7871
BTCUSDT,2014-09-23 00:00:00+00:00,1.2456203,0.7515
BTCUSDT,2014-09-24 00:00:00+00:00,1.20431489,0.7652
BTCUSDT,2014-09-25 00:00:00+00:00,1.16485544,0.7784
BTCUSDT,2014-09-26 00:00:00+00:00,1.15453429,0.7818
BTCUSDT,2014-09-27 00:00:00+00:00,1.14181027,0.7861
BTCUSDT,2014-09-28 00:00:00+00:00,1.07103907,0.8097
BTCUSDT,2014-09-29 00:00:00+00:00,1.0668785,0.811
BTCUSDT,2014-09-30 00:00:00+00:00,1.1140296,0.7953
BTCUSDT,2014-10-01 00:00:00+00:00,1.09708972,0.801
BTCUSDT,2014-10-02 00:00:00+00:00,1.06843242,0.8105
BTCUSDT,2014-10-03 00:00:00+00:00,1.02941189,0.8235
BTCUSDT,2014-10-04 00:00:00+00:00,0.9484552,0.8505
BTCUSDT,2014-10-05 00:00:00+00:00,0.93172895,0.8561
BTCUSDT,2014-10-06 00:00:00+00:00,0.95087199,0.8497
BTCUSDT,2014-10-07 00:00:00+00:00,0.97154668,0.8428
BTCUSDT,2014-10-08 00:00:00+00:00,1.03194969,0.8227
BTCUSDT,2014-10-09 00:00:00+00:00,1.05462843,0.8151
BTCUSDT,2014-10-10 00:00:00+00:00,1.04743744,0.8175
BTCUSDT,2014-10-11 00:00:00+00:00,1.05694518,0.8144
BTCUSDT,2014-10-12 00:00:00+00:00,1.10393506,0.7987
BTCUSDT,2014-10-13 00:00:00+00:00,1.14335604,0.7855
BTCUSDT,2014-10-14 00:00:00+00:00,1.16884486,0.7771
BTCUSDT,2014-10-15 00:00:00+00:00,1.15308824,0.7823
BTCUSDT,2014-10-16 00:00:00+00:00,1.11729203,0.7942
BTCUSDT,2014-10-17 00:00:00+00:00,1.11813531,0.794
BTCUSDT,2014-10-18 00:00:00+00:00,1.14449554,0.7852
BTCUSDT,2014-10-19 00:00:00+00:00,1.13688775,0.7877
BTCUSDT,2014-10-20 00:00:00+00:00,1.11540138,0.7949
BTCUSDT,2014-10-21 00:00:00+00:00,1.1273598,0.7909
BTCUSDT,2014-10-22 00:00:00+00:00,1.11497797,0.795
BTCUSDT,2014-10-23 00:00:00+00:00,1.04769288,0.8174
BTCUSDT,2014-10-24 00:00:00+00:00,1.04955841,0.8168
BTCUSDT,2014-10-25 00:00:00+00:00,1.01613431,0.828
BTCUSDT,2014-10-26 00:00:00+00:00,1.03785791,0.8207
BTCUSDT,2014-10-27 00:00:00+00:00,1.02988218,0.8234
BTCUSDT,2014-10-28 00:00:00+00:00,1.04388822,0.8187
BTCUSDT,2014-10-29 00:00:00+00:00,0.98355448,0.8388
BTCUSDT,2014-10-30 00:00:00+00:00,1.01672909,0.8278
BTCUSDT,2014-10-31 00:00:00+00:00,0.99675714,0.8344
BTCUSDT,2014-11-01 00:00:00+00:00,0.95963351,0.8468
BTCUSDT,2014-11-02 00:00:00+00:00,0.95980572,0.8467
BTCUSDT,2014-11-03 00:00:00+00:00,0.96404683,0.8453
BTCUSDT,2014-11-04 00:00:00+00:00,0.97805226,0.8406
BTCUSDT,2014-11-05 00:00:00+00:00,1.00559416,0.8315
BTCUSDT,2014-11-06 00:00:00+00:00,1.03634538,0.8212
BTCUSDT,2014-11-07 00:00:00+00:00,1.01476248,0.8284
BTCUSDT,2014-11-08 00:00:00+00:00,1.02534954,0.8249
BTCUSDT,2014-11-09 00:00:00+00:00,1.07917955,0.8069
BTCUSDT,2014-11-10 00:00:00+00:00,1.0847227,0.8051
BTCUSDT,2014-11-11 00:00:00+00:00,1.09194006,0.8027
BTCUSDT,2014-11-12 00:00:00+00:00,1.25193043,0.7494
BTCUSDT,2014-11-13 00:00:00+00:00,1.24597359,0.7513
BTCUSDT,2014-11-14 00:00:00+00:00,1.1770509,0.7743
BTCUSDT,2014-11-15 00:00:00+00:00,1.11736503,0.7942
BTCUSDT,2014-11-16 00:00:00+00:00,1.15327838,0.7822
BTCUSDT,2014-11-17 00:00:00+00:00,1.14624262,0.7846
BTCUSDT,2014-11-18 00:00:00+00:00,1.10670813,0.7978
BTCUSDT,2014-11-19 00:00:00+00:00,1.1187722,0.7937
BTCUSDT,2014-11-20 00:00:00+00:00,1.05691479,0.8144
BTCUSDT,2014-11-21 00:00:00+00:00,1.04171403,0.8194
BTCUSDT,2014-11-22 00:00:00+00:00,1.04704666,0.8177
BTCUSDT,2014-11-23 00:00:00+00:00,1.09252099,0.8025
BTCUSDT,2014-11-24 00:00:00+00:00,1.11975677,0.7934
BTCUSDT,2014-11-25 00:00:00+00:00,1.11940193,0.7935
BTCUSDT,2014-11-26 00:00:00+00:00,1.09262566,0.8025
BTCUSDT,2014-11-27 00:00:00+00:00,1.09877029,0.8004
BTCUSDT,2014-11-28 00:00:00+00:00,1.13429879,0.7886
BTCUSDT,2014-11-29 00:00:00+00:00,1.12906205,0.7903
BTCUSDT,2014-11-30 00:00:00+00:00,1.13677757,0.7877
BTCUSDT,2014-12-01 00:00:00+00:00,1.13825789,0.7872
BTCUSDT,2014-12-02 00:00:00+00:00,1.1510639,0.783
BTCUSDT,2014-12-03 00:00:00+00:00,1.13011906,0.79
BTCUSDT,2014-12-04 00:00:00+00:00,1.11229742,0.7959
BTCUSDT,2014-12-05 00:00:00+00:00,1.1410958,0.7863
BTCUSDT,2014-12-06 00:00:00+00:00,1.13129289,0.7896
BTCUSDT,2014-12-07 00:00:00+00:00,1.13597735,0.788
BTCUSDT,2014-12-08 00:00:00+00:00,1.10418082,0.7986
BTCUSDT,2014-12-09 00:00:00+00:00,1.06761307,0.8108
BTCUSDT,2014-12-10 00:00:00+00:00,1.06041309,0.8132
BTCUSDT,2014-12-11 00:00:00+00:00,1.06328138,0.8122
BTCUSDT,2014-12-12 00:00:00+00:00,1.07767689,0.8074
BTCUSDT,2014-12-13 00:00:00+00:00,1.06591465,0.8114
BTCUSDT,2014-12-14 00:00:00+00:00,1.08689147,0.8044
BTCUSDT,2014-12-15 00:00:00+00:00,1.06028962,0.8132
BTCUSDT,2014-12-16 00:00:00+00:00,1.00469489,0.8318
BTCUSDT,2014-12-17 00:00:00+00:00,0.98028857,0.8399
BTCUSDT,2014-12-18 00:00:00+00:00,0.96077271,0.8464
BTCUSDT,2014-12-19 00:00:00+00:00,0.97619248,0.8413
BTCUSDT,2014-12-20 00:00:00+00:00,1.01306177,0.829
BTCUSDT,2014-12-21 00:00:00+00:00,0.98778637,0.8374
BTCUSDT,2014-12-22 00:00:00+00:00,1.0214974,0.8262
BTCUSDT,2014-12-23 00:00:00+00:00,1.03954357,0.8202
BTCUSDT,2014-12-24 00:00:00+00:00,0.99961153,0.8335
BTCUSDT,2014-12-25 00:00:00+00:00,0.98749454,0.8375
BTCUSDT,2014-12-26 00:00:00+00:00,1.01929944,0.8269
BTCUSDT,2014-12-27 00:00:00+00:00,0.97876537,0.8404
BTCUSDT,2014-12-28 00:00:00+00:00,0.98276009,0.8391
BTCUSDT,2014-12-29 00:00:00+00:00,0.97130504,0.8429
BTCUSDT,2014-12-30 00:00:00+00:00,0.9677018,0.8441
BTCUSDT,2014-12-31 00:00:00+00:00,1.00093553,0.833
BTCUSDT,2015-01-01 00:00:00+00:00,0.98274685,0.8391
BTCUSDT,2015-01-02 00:00:00+00:00,0.98668726,0.8378
BTCUSDT,2015-01-03 00:00:00+00:00,0.89443575,0.8685
BTCUSDT,2015-01-04 00:00:00+00:00,0.826303,0.8912
BTCUSDT,2015-01-05 00:00:00+00:00,0.86470946,0.8784
BTCUSDT,2015-01-06 00:00:00+00:00,0.90423431,0.8653
BTCUSDT,2015-01-07 00:00:00+00:00,0.93577843,0.8547
BTCUSDT,2015-01-08 00:00:00+00:00,0.89651769,0.8678
BTCUSDT,2015-01-09 00:00:00+00:00,0.9241025,0.8586
BTCUSDT,2015-01-10 00:00:00+00:00,0.87375367,0.8754
BTCUSDT,2015-01-11 00:00:00+00:00,0.85069708,0.8831
BTCUSDT,2015-01-12 00:00:00+00:00,0.85146752,0.8828
BTCUSDT,2015-01-13 00:00:00+00:00,0.71350593,0.9288
BTCUSDT,2015-01-14 00:00:00+00:00,0.56357972,0.9788
BTCUSDT,2015-01-15 00:00:00+00:00,0.68179854,0.9394
BTCUSDT,2015-01-16 00:00:00+00:00,0.66753485,0.9442
BTCUSDT,2015-01-17 00:00:00+00:00,0.64325099,0.9522
BTCUSDT,2015-01-18 00:00:00+00:00,0.68000493,0.94
BTCUSDT,2015-01-19 00:00:00+00:00,0.69895138,0.9337
BTCUSDT,2015-01-20 00:00:00+00:00,0.68366065,0.9388
BTCUSDT,2015-01-21 00:00:00+00:00,0.73912676,0.9203
BTCUSDT,2015-01-22 00:00:00+00:00,0.75789177,0.914
BTCUSDT,2015-01-23 00:00:00+00:00,0.75661441,0.9145
BTCUSDT,2015-01-24 00:00:00+00:00,0.8081469,0.8973
