symbol,date,mvrv,f13_norm
BTCUSDT,2018-07-16 00:00:00+00:00,1.31568081,0.7281
BTCUSDT,2018-07-17 00:00:00+00:00,1.43309368,0.689
BTCUSDT,2018-07-18 00:00:00+00:00,1.44339934,0.6855
BTCUSDT,2018-07-19 00:00:00+00:00,1.46018625,0.6799
BTCUSDT,2018-07-20 00:00:00+00:00,1.43265396,0.6891
BTCUSDT,2018-07-21 00:00:00+00:00,1.44833778,0.6839
BTCUSDT,2018-07-22 00:00:00+00:00,1.44583406,0.6847
BTCUSDT,2018-07-23 00:00:00+00:00,1.50619599,0.6646
BTCUSDT,2018-07-24 00:00:00+00:00,1.63581402,0.6214
BTCUSDT,2018-07-25 00:00:00+00:00,1.59635249,0.6345
BTCUSDT,2018-07-26 00:00:00+00:00,1.5404035,0.6532
BTCUSDT,2018-07-27 00:00:00+00:00,1.58953743,0.6368
BTCUSDT,2018-07-28 00:00:00+00:00,1.59195773,0.636
BTCUSDT,2018-07-29 00:00:00+00:00,1.59809411,0.634
BTCUSDT,2018-07-30 00:00:00+00:00,1.5863148,0.6379
BTCUSDT,2018-07-31 00:00:00+00:00,1.50002457,0.6667
BTCUSDT,2018-08-01 00:00:00+00:00,1.47548838,0.6748
BTCUSDT,2018-08-02 00:00:00+00:00,1.46550321,0.6782
BTCUSDT,2018-08-03 00:00:00+00:00,1.44098379,0.6863
BTCUSDT,2018-08-04 00:00:00+00:00,1.36290424,0.7124
BTCUSDT,2018-08-05 00:00:00+00:00,1.36894032,0.7104
BTCUSDT,2018-08-06 00:00:00+00:00,1.35040999,0.7165
BTCUSDT,2018-08-07 00:00:00+00:00,1.31126727,0.7296
BTCUSDT,2018-08-08 00:00:00+00:00,1.22457474,0.7585
BTCUSDT,2018-08-09 00:00:00+00:00,1.28263103,0.7391
BTCUSDT,2018-08-10 00:00:00+00:00,1.20148237,0.7662
BTCUSDT,2018-08-11 00:00:00+00:00,1.23709272,0.7543
BTCUSDT,2018-08-12 00:00:00+00:00,1.237715,0.7541
BTCUSDT,2018-08-13 00:00:00+00:00,1.22859486,0.7571
BTCUSDT,2018-08-14 00:00:00+00:00,1.21462636,0.7618
BTCUSDT,2018-08-15 00:00:00+00:00,1.23272558,0.7558
BTCUSDT,2018-08-16 00:00:00+00:00,1.23701888,0.7543
BTCUSDT,2018-08-17 00:00:00+00:00,1.28997856,0.7367
BTCUSDT,2018-08-18 00:00:00+00:00,1.25820087,0.7473
BTCUSDT,2018-08-19 00:00:00+00:00,1.27574994,0.7414
BTCUSDT,2018-08-20 00:00:00+00:00,1.23354388,0.7555
BTCUSDT,2018-08-21 00:00:00+00:00,1.27272294,0.7424
BTCUSDT,2018-08-22 00:00:00+00:00,1.25162869,0.7495
BTCUSDT,2018-08-23 00:00:00+00:00,1.28108729,0.7396
BTCUSDT,2018-08-24 00:00:00+00:00,1.31632801,0.7279
BTCUSDT,2018-08-25 00:00:00+00:00,1.32478942,0.7251
BTCUSDT,2018-08-26 00:00:00+00:00,1.31333891,0.7289
BTCUSDT,2018-08-27 00:00:00+00:00,1.34163355,0.7195
BTCUSDT,2018-08-28 00:00:00+00:00,1.38993223,0.7034
BTCUSDT,2018-08-29 00:00:00+00:00,1.37670606,0.7078
BTCUSDT,2018-08-30 00:00:00+00:00,1.36359134,0.7121
BTCUSDT,2018-08-31 00:00:00+00:00,1.37493819,0.7084
BTCUSDT,2018-09-01 00:00:00+00:00,1.40711254,0.6976
BTCUSDT,2018-09-02 00:00:00+00:00,1.42507788,0.6916
BTCUSDT,2018-09-03 00:00:00+00:00,1.41924297,0.6936
BTCUSDT,2018-09-04 00:00:00+00:00,1.43842941,0.6872
BTCUSDT,2018-09-05 00:00:00+00:00,1.32907873,0.7236
BTCUSDT,2018-09-06 00:00:00+00:00,1.27139307,0.7429
BTCUSDT,2018-09-07 00:00:00+00:00,1.25683206,0.7477
BTCUSDT,2018-09-08 00:00:00+00:00,1.21428401,0.7619
BTCUSDT,2018-09-09 00:00:00+00:00,1.22689803,0.7577
BTCUSDT,2018-09-10 00:00:00+00:00,1.23657997,0.7545
BTCUSDT,2018-09-11 00:00:00+00:00,1.23448848,0.7552
BTCUSDT,2018-09-12 00:00:00+00:00,1.24485106,0.7517
BTCUSDT,2018-09-13 00:00:00+00:00,1.27856168,0.7405
BTCUSDT,2018-09-14 00:00:00+00:00,1.27941999,0.7402
BTCUSDT,2018-09-15 00:00:00+00:00,1.28532707,0.7382
BTCUSDT,2018-09-16 00:00:00+00:00,1.28016559,0.7399
BTCUSDT,2018-09-17 00:00:00+00:00,1.23381568,0.7554
BTCUSDT,2018-09-18 00:00:00+00:00,1.25024052,0.7499
BTCUSDT,2018-09-19 00:00:00+00:00,1.25910583,0.747
BTCUSDT,2018-09-20 00:00:00+00:00,1.28206545,0.7393
BTCUSDT,2018-09-21 00:00:00+00:00,1.3314931,0.7228
BTCUSDT,2018-09-22 00:00:00+00:00,1.32462421,0.7251
BTCUSDT,2018-09-23 00:00:00+00:00,1.32411544,0.7253
BTCUSDT,2018-09-24 00:00:00+00:00,1.29944603,0.7335
BTCUSDT,2018-09-25 00:00:00+00:00,1.26947306,0.7435
BTCUSDT,2018-09-26 00:00:00+00:00,1.27892467,0.7404
BTCUSDT,2018-09-27 00:00:00+00:00,1.3210537,0.7263
BTCUSDT,2018-09-28 00:00:00+00:00,1.31014502,0.73
BTCUSDT,2018-09-29 00:00:00+00:00,1.30289231,0.7324
BTCUSDT,2018-09-30 00:00:00+00:00,1.3069717,0.731
BTCUSDT,2018-10-01 00:00:00+00:00,1.29942083,0.7335
BTCUSDT,2018-10-02 00:00:00+00:00,1.28953035,0.7368
BTCUSDT,2018-10-03 00:00:00+00:00,1.2814305,0.7395
BTCUSDT,2018-10-04 00:00:00+00:00,1.29764795,0.7341
BTCUSDT,2018-10-05 00:00:00+00:00,1.30556584,0.7315
BTCUSDT,2018-10-06 00:00:00+00:00,1.298913,0.7337
BTCUSDT,2018-10-07 00:00:00+00:00,1.30175802,0.7327
BTCUSDT,2018-10-08 00:00:00+00:00,1.30960738,0.7301
BTCUSDT,2018-10-09 00:00:00+00:00,1.30696334,0.731
BTCUSDT,2018-10-10 00:00:00+00:00,1.29493068,0.735
BTCUSDT,2018-10-11 00:00:00+00:00,1.22741162,0.7575
BTCUSDT,2018-10-12 00:00:00+00:00,1.23438108,0.7552
BTCUSDT,2018-10-13 00:00:00+00:00,1.23595286,0.7547
BTCUSDT,2018-10-14 00:00:00+00:00,1.23348719,0.7555
BTCUSDT,2018-10-15 00:00:00+00:00,1.28526524,0.7382
BTCUSDT,2018-10-16 00:00:00+00:00,1.28989252,0.7367
BTCUSDT,2018-10-17 00:00:00+00:00,1.28666145,0.7378
BTCUSDT,2018-10-18 00:00:00+00:00,1.27802221,0.7407
BTCUSDT,2018-10-19 00:00:00+00:00,1.2749913,0.7417
BTCUSDT,2018-10-20 00:00:00+00:00,1.28642152,0.7379
BTCUSDT,2018-10-21 00:00:00+00:00,1.28793139,0.7374
BTCUSDT,2018-10-22 00:00:00+00:00,1.28689576,0.7377
BTCUSDT,2018-10-23 00:00:00+00:00,1.28492912,0.7384
BTCUSDT,2018-10-24 00:00:00+00:00,1.2887609,0.7371
BTCUSDT,2018-10-25 00:00:00+00:00,1.28694965,0.7377
BTCUSDT,2018-10-26 00:00:00+00:00,1.28863398,0.7371
BTCUSDT,2018-10-27 00:00:00+00:00,1.28980748,0.7367
BTCUSDT,2018-10-28 00:00:00+00:00,1.28937475,0.7369
BTCUSDT,2018-10-29 00:00:00+00:00,1.26107732,0.7463
BTCUSDT,2018-10-30 00:00:00+00:00,1.26329155,0.7456
BTCUSDT,2018-10-31 00:00:00+00:00,1.27073654,0.7431
BTCUSDT,2018-11-01 00:00:00+00:00,1.27883905,0.7404
BTCUSDT,2018-11-02 00:00:00+00:00,1.27995054,0.74
BTCUSDT,2018-11-03 00:00:00+00:00,1.276901,0.741
BTCUSDT,2018-11-04 00:00:00+00:00,1.29459494,0.7351
BTCUSDT,2018-11-05 00:00:00+00:00,1.29123581,0.7363
BTCUSDT,2018-11-06 00:00:00+00:00,1.2989943,0.7337
BTCUSDT,2018-11-07 00:00:00+00:00,1.31084446,0.7297
BTCUSDT,2018-11-08 00:00:00+00:00,1.29195817,0.736
BTCUSDT,2018-11-09 00:00:00+00:00,1.2768824,0.741
BTCUSDT,2018-11-10 00:00:00+00:00,1.28133653,0.7396
BTCUSDT,2018-11-11 00:00:00+00:00,1.27781403,0.7407
BTCUSDT,2018-11-12 00:00:00+00:00,1.27501457,0.7417
BTCUSDT,2018-11-13 00:00:00+00:00,1.26499475,0.745
BTCUSDT,2018-11-14 00:00:00+00:00,1.12750028,0.7908
BTCUSDT,2018-11-15 00:00:00+00:00,1.12835655,0.7905
BTCUSDT,2018-11-16 00:00:00+00:00,1.12138354,0.7929
BTCUSDT,2018-11-17 00:00:00+00:00,1.12295891,0.7923
BTCUSDT,2018-11-18 00:00:00+00:00,1.13432294,0.7886
BTCUSDT,2018-11-19 00:00:00+00:00,0.98256686,0.8391
BTCUSDT,2018-11-20 00:00:00+00:00,0.89259762,0.8691
BTCUSDT,2018-11-21 00:00:00+00:00,0.94205218,0.8526
BTCUSDT,2018-11-22 00:00:00+00:00,0.89310508,0.869
BTCUSDT,2018-11-23 00:00:00+00:00,0.89181194,0.8694
BTCUSDT,2018-11-24 00:00:00+00:00,0.79317203,0.9023
BTCUSDT,2018-11-25 00:00:00+00:00,0.82453777,0.8918
BTCUSDT,2018-11-26 00:00:00+00:00,0.77562836,0.9081
BTCUSDT,2018-11-27 00:00:00+00:00,0.7940544,0.902
BTCUSDT,2018-11-28 00:00:00+00:00,0.88549955,0.8715
BTCUSDT,2018-11-29 00:00:00+00:00,0.89130855,0.8696
BTCUSDT,2018-11-30 00:00:00+00:00,0.8373706,0.8875
BTCUSDT,2018-12-01 00:00:00+00:00,0.8734641,0.8755
BTCUSDT,2018-12-02 00:00:00+00:00,0.86368527,0.8788
BTCUSDT,2018-12-03 00:00:00+00:00,0.80763958,0.8975
BTCUSDT,2018-12-04 00:00:00+00:00,0.81335924,0.8955
BTCUSDT,2018-12-05 00:00:00+00:00,0.78473772,0.9051
BTCUSDT,2018-12-06 00:00:00+00:00,0.74841821,0.9172
BTCUSDT,2018-12-07 00:00:00+00:00,0.72100902,0.9263
BTCUSDT,2018-12-08 00:00:00+00:00,0.72908961,0.9236
BTCUSDT,2018-12-09 00:00:00+00:00,0.75773343,0.9141
BTCUSDT,2018-12-10 00:00:00+00:00,0.73200608,0.9227
BTCUSDT,2018-12-11 00:00:00+00:00,0.7222971,0.9259
BTCUSDT,2018-12-12 00:00:00+00:00,0.73845418,0.9205
BTCUSDT,2018-12-13 00:00:00+00:00,0.7044642,0.9318
BTCUSDT,2018-12-14 00:00:00+00:00,0.69277432,0.9357
BTCUSDT,2018-12-15 00:00:00+00:00,0.69048064,0.9365
BTCUSDT,2018-12-16 00:00:00+00:00,0.69338644,0.9355
BTCUSDT,2018-12-17 00:00:00+00:00,0.75972613,0.9134
BTCUSDT,2018-12-18 00:00:00+00:00,0.79650093,0.9012
BTCUSDT,2018-12-19 00:00:00+00:00,0.80573894,0.8981
BTCUSDT,2018-12-20 00:00:00+00:00,0.88611656,0.8713
BTCUSDT,2018-12-21 00:00:00+00:00,0.8376707,0.8874
BTCUSDT,2018-12-22 00:00:00+00:00,0.86519497,0.8783
BTCUSDT,2018-12-23 00:00:00+00:00,0.86090691,0.8797
BTCUSDT,2018-12-24 00:00:00+00:00,0.88260111,0.8725
BTCUSDT,2018-12-25 00:00:00+00:00,0.82260882,0.8925
BTCUSDT,2018-12-26 00:00:00+00:00,0.83308567,0.889
BTCUSDT,2018-12-27 00:00:00+00:00,0.78552581,0.9048
BTCUSDT,2018-12-28 00:00:00+00:00,0.85252346,0.8825
BTCUSDT,2018-12-29 00:00:00+00:00,0.84031284,0.8866
BTCUSDT,2018-12-30 00:00:00+00:00,0.8415034,0.8862
BTCUSDT,2018-12-31 00:00:00+00:00,0.81213582,0.896
BTCUSDT,2019-01-01 00:00:00+00:00,0.8391035,0.887
BTCUSDT,2019-01-02 00:00:00+00:00,0.85907301,0.8803
BTCUSDT,2019-01-03 00:00:00+00:00,0.83487141,0.8884
BTCUSDT,2019-01-04 00:00:00+00:00,0.8447265,0.8851
BTCUSDT,2019-01-05 00:00:00+00:00,0.83856669,0.8871
BTCUSDT,2019-01-06 00:00:00+00:00,0.89346662,0.8688
BTCUSDT,2019-01-07 00:00:00+00:00,0.8841578,0.8719
BTCUSDT,2019-01-08 00:00:00+00:00,0.88278743,0.8724
BTCUSDT,2019-01-09 00:00:00+00:00,0.88542141,0.8715
BTCUSDT,2019-01-10 00:00:00+00:00,0.80976747,0.8967
BTCUSDT,2019-01-11 00:00:00+00:00,0.80976244,0.8967
BTCUSDT,2019-01-12 00:00:00+00:00,0.80855945,0.8971
BTCUSDT,2019-01-13 00:00:00+00:00,0.784834,0.9051
BTCUSDT,2019-01-14 00:00:00+00:00,0.82050798,0.8932
BTCUSDT,2019-01-15 00:00:00+00:00,0.80090242,0.8997
BTCUSDT,2019-01-16 00:00:00+00:00,0.80691139,0.8977
BTCUSDT,2019-01-17 00:00:00+00:00,0.81482992,0.8951
BTCUSDT,2019-01-18 00:00:00+00:00,0.80838072,0.8972
BTCUSDT,2019-01-19 00:00:00+00:00,0.82616434,0.8913
BTCUSDT,2019-01-20 00:00:00+00:00,0.79319975,0.9023
BTCUSDT,2019-01-21 00:00:00+00:00,0.79297133,0.9023
BTCUSDT,2019-01-22 00:00:00+00:00,0.80398567,0.8987
BTCUSDT,2019-01-23 00:00:00+00:00,0.79874618,0.9004
BTCUSDT,2019-01-24 00:00:00+00:00,0.80256605,0.8991
BTCUSDT,2019-01-25 00:00:00+00:00,0.80172488,0.8994
BTCUSDT,2019-01-26 00:00:00+00:00,0.8011809,0.8996
BTCUSDT,2019-01-27 00:00:00+00:00,0.79718191,0.9009
BTCUSDT,2019-01-28 00:00:00+00:00,0.77522856,0.9083
BTCUSDT,2019-01-29 00:00:00+00:00,0.76708054,0.911
BTCUSDT,2019-01-30 00:00:00+00:00,0.77747695,0.9075
BTCUSDT,2019-01-31 00:00:00+00:00,0.77173662,0.9094
BTCUSDT,2019-02-01 00:00:00+00:00,0.78014383,0.9066
BTCUSDT,2019-02-02 00:00:00+00:00,0.78422167,0.9053
BTCUSDT,2019-02-03 00:00:00+00:00,0.77343528,0.9089
BTCUSDT,2019-02-04 00:00:00+00:00,0.77384742,0.9087
BTCUSDT,2019-02-05 00:00:00+00:00,0.77765737,0.9074
BTCUSDT,2019-02-06 00:00:00+00:00,0.76510945,0.9116
BTCUSDT,2019-02-07 00:00:00+00:00,0.76378864,0.9121
BTCUSDT,2019-02-08 00:00:00+00:00,0.8216013,0.8928
BTCUSDT,2019-02-09 00:00:00+00:00,0.82367897,0.8921
BTCUSDT,2019-02-10 00:00:00+00:00,0.8284814,0.8905
BTCUSDT,2019-02-11 00:00:00+00:00,0.81717159,0.8943
BTCUSDT,2019-02-12 00:00:00+00:00,0.81707553,0.8943
BTCUSDT,2019-02-13 00:00:00+00:00,0.81622357,0.8946
BTCUSDT,2019-02-14 00:00:00+00:00,0.81324408,0.8956
BTCUSDT,2019-02-15 00:00:00+00:00,0.81432592,0.8952
BTCUSDT,2019-02-16 00:00:00+00:00,0.81951471,0.8935
BTCUSDT,2019-02-17 00:00:00+00:00,0.82849268,0.8905
BTCUSDT,2019-02-18 00:00:00+00:00,0.88420768,0.8719
BTCUSDT,2019-02-19 00:00:00+00:00,0.89133025,0.8696
BTCUSDT,2019-02-20 00:00:00+00:00,0.89885411,0.867
BTCUSDT,2019-02-21 00:00:00+00:00,0.89047082,0.8698
BTCUSDT,2019-02-22 00:00:00+00:00,0.90331002,0.8656
BTCUSDT,2019-02-23 00:00:00+00:00,0.94072884,0.8531
BTCUSDT,2019-02-24 00:00:00+00:00,0.8599356,0.88
BTCUSDT,2019-02-25 00:00:00+00:00,0.87606044,0.8746
BTCUSDT,2019-02-26 00:00:00+00:00,0.87035678,0.8765
BTCUSDT,2019-02-27 00:00:00+00:00,0.8713884,0.8762
BTCUSDT,2019-02-28 00:00:00+00:00,0.87032071,0.8766
BTCUSDT,2019-03-01 00:00:00+00:00,0.87459349,0.8751
BTCUSDT,2019-03-02 00:00:00+00:00,0.87461492,0.8751
BTCUSDT,2019-03-03 00:00:00+00:00,0.86848471,0.8772
BTCUSDT,2019-03-04 00:00:00+00:00,0.85007558,0.8833
BTCUSDT,2019-03-05 00:00:00+00:00,0.88264283,0.8725
BTCUSDT,2019-03-06 00:00:00+00:00,0.88556451,0.8715
BTCUSDT,2019-03-07 00:00:00+00:00,0.88659022,0.8711
BTCUSDT,2019-03-08 00:00:00+00:00,0.88315552,0.8723
BTCUSDT,2019-03-09 00:00:00+00:00,0.89955742,0.8668
BTCUSDT,2019-03-10 00:00:00+00:00,0.89825462,0.8672
BTCUSDT,2019-03-11 00:00:00+00:00,0.88665284,0.8711
BTCUSDT,2019-03-12 00:00:00+00:00,0.88880804,0.8704
BTCUSDT,2019-03-13 00:00:00+00:00,0.88736975,0.8709
BTCUSDT,2019-03-14 00:00:00+00:00,0.88808394,0.8706
BTCUSDT,2019-03-15 00:00:00+00:00,0.89930632,0.8669
BTCUSDT,2019-03-16 00:00:00+00:00,0.92006352,0.86
BTCUSDT,2019-03-17 00:00:00+00:00,0.91484274,0.8617
BTCUSDT,2019-03-18 00:00:00+00:00,0.91560369,0.8615
BTCUSDT,2019-03-19 00:00:00+00:00,0.92168535,0.8594
BTCUSDT,2019-03-20 00:00:00+00:00,0.92967286,0.8568
BTCUSDT,2019-03-21 00:00:00+00:00,0.91748018,0.8608
BTCUSDT,2019-03-22 00:00:00+00:00,0.9194745,0.8602
BTCUSDT,2019-03-23 00:00:00+00:00,0.91913227,0.8603
BTCUSDT,2019-03-24 00:00:00+00:00,0.91670464,0.8611
BTCUSDT,2019-03-25 00:00:00+00:00,0.90273487,0.8658
BTCUSDT,2019-03-26 00:00:00+00:00,0.90526912,0.8649
BTCUSDT,2019-03-27 00:00:00+00:00,0.93039612,0.8565
BTCUSDT,2019-03-28 00:00:00+00:00,0.92674903,0.8578
BTCUSDT,2019-03-29 00:00:00+00:00,0.94438915,0.8519
BTCUSDT,2019-03-30 00:00:00+00:00,0.944965,0.8517
BTCUSDT,2019-03-31 00:00:00+00:00,0.94641855,0.8512
BTCUSDT,2019-04-01 00:00:00+00:00,0.95655086,0.8478
BTCUSDT,2019-04-02 00:00:00+00:00,1.12892016,0.7904
BTCUSDT,2019-04-03 00:00:00+00:00,1.14051964,0.7865
BTCUSDT,2019-04-04 00:00:00+00:00,1.12838804,0.7905
BTCUSDT,2019-04-05 00:00:00+00:00,1.15614507,0.7813
BTCUSDT,2019-04-06 00:00:00+00:00,1.15841744,0.7805
BTCUSDT,2019-04-07 00:00:00+00:00,1.19121228,0.7696
BTCUSDT,2019-04-08 00:00:00+00:00,1.21179209,0.7627
BTCUSDT,2019-04-09 00:00:00+00:00,1.19099798,0.7697
BTCUSDT,2019-04-10 00:00:00+00:00,1.21651316,0.7612
BTCUSDT,2019-04-11 00:00:00+00:00,1.15695368,0.781
BTCUSDT,2019-04-12 00:00:00+00:00,1.16368455,0.7788
BTCUSDT,2019-04-13 00:00:00+00:00,1.16156591,0.7795
BTCUSDT,2019-04-14 00:00:00+00:00,1.18135304,0.7729
BTCUSDT,2019-04-15 00:00:00+00:00,1.15555322,0.7815
BTCUSDT,2019-04-16 00:00:00+00:00,1.19224124,0.7693
BTCUSDT,2019-04-17 00:00:00+00:00,1.1961381,0.768
BTCUSDT,2019-04-18 00:00:00+00:00,1.20765693,0.7641
BTCUSDT,2019-04-19 00:00:00+00:00,1.20719787,0.7643
BTCUSDT,2019-04-20 00:00:00+00:00,1.21246475,0.7625
BTCUSDT,2019-04-21 00:00:00+00:00,1.20835451,0.7639
BTCUSDT,2019-04-22 00:00:00+00:00,1.22794551,0.7574
BTCUSDT,2019-04-23 00:00:00+00:00,1.2632969,0.7456
BTCUSDT,2019-04-24 00:00:00+00:00,1.238908,0.7537
BTCUSDT,2019-04-25 00:00:00+00:00,1.17030753,0.7766
BTCUSDT,2019-04-26 00:00:00+00:00,1.17673094,0.7744
BTCUSDT,2019-04-27 00:00:00+00:00,1.18413668,0.772
BTCUSDT,2019-04-28 00:00:00+00:00,1.17650667,0.7745
BTCUSDT,2019-04-29 00:00:00+00:00,1.17708337,0.7743
BTCUSDT,2019-04-30 00:00:00+00:00,1.20333737,0.7656
BTCUSDT,2019-05-01 00:00:00+00:00,1.21799733,0.7607
BTCUSDT,2019-05-02 00:00:00+00:00,1.23567987,0.7548
BTCUSDT,2019-05-03 00:00:00+00:00,1.2951638,0.7349
BTCUSDT,2019-05-04 00:00:00+00:00,1.32099457,0.7263
BTCUSDT,2019-05-05 00:00:00+00:00,1.30956777,0.7301
BTCUSDT,2019-05-06 00:00:00+00:00,1.29939268,0.7335
BTCUSDT,2019-05-07 00:00:00+00:00,1.32870246,0.7238
BTCUSDT,2019-05-08 00:00:00+00:00,1.35126305,0.7162
BTCUSDT,2019-05-09 00:00:00+00:00,1.39928506,0.7002
BTCUSDT,2019-05-10 00:00:00+00:00,1.44472955,0.6851
BTCUSDT,2019-05-11 00:00:00+00:00,1.6543368,0.6152
BTCUSDT,2019-05-12 00:00:00+00:00,1.56569495,0.6448
BTCUSDT,2019-05-13 00:00:00+00:00,1.74753483,0.5842
BTCUSDT,2019-05-14 00:00:00+00:00,1.77133721,0.5762
BTCUSDT,2019-05-15 00:00:00+00:00,1.81667469,0.5611
BTCUSDT,2019-05-16 00:00:00+00:00,1.72799889,0.5907
BTCUSDT,2019-05-17 00:00:00+00:00,1.61073752,0.6298
BTCUSDT,2019-05-18 00:00:00+00:00,1.59950822,0.6335
BTCUSDT,2019-05-19 00:00:00+00:00,1.80201739,0.566
BTCUSDT,2019-05-20 00:00:00+00:00,1.74723194,0.5843
BTCUSDT,2019-05-21 00:00:00+00:00,1.74497388,0.585
BTCUSDT,2019-05-22 00:00:00+00:00,1.67542929,0.6082
BTCUSDT,2019-05-23 00:00:00+00:00,1.72268374,0.5924
BTCUSDT,2019-05-24 00:00:00+00:00,1.73899884,0.587
BTCUSDT,2019-05-25 00:00:00+00:00,1.75307893,0.5823
BTCUSDT,2019-05-26 00:00:00+00:00,1.89396436,0.5353
BTCUSDT,2019-05-27 00:00:00+00:00,1.90714924,0.531
BTCUSDT,2019-05-28 00:00:00+00:00,1.88105961,0.5396
BTCUSDT,2019-05-29 00:00:00+00:00,1.84071984,0.5531
BTCUSDT,2019-05-30 00:00:00+00:00,1.75787076,0.5807
BTCUSDT,2019-05-31 00:00:00+00:00,1.81476063,0.5617
BTCUSDT,2019-06-01 00:00:00+00:00,1.81246057,0.5625
BTCUSDT,2019-06-02 00:00:00+00:00,1.8504971,0.5498
BTCUSDT,2019-06-03 00:00:00+00:00,1.72701182,0.591
BTCUSDT,2019-06-04 00:00:00+00:00,1.62636908,0.6245
BTCUSDT,2019-06-05 00:00:00+00:00,1.65612566,0.6146
BTCUSDT,2019-06-06 00:00:00+00:00,1.651342,0.6162
BTCUSDT,2019-06-07 00:00:00+00:00,1.70183629,0.5994
BTCUSDT,2019-06-08 00:00:00+00:00,1.6835165,0.6055
BTCUSDT,2019-06-09 00:00:00+00:00,1.61842434,0.6272
BTCUSDT,2019-06-10 00:00:00+00:00,1.69111483,0.603
BTCUSDT,2019-06-11 00:00:00+00:00,1.67511723,0.6083
BTCUSDT,2019-06-12 00:00:00+00:00,1.72008481,0.5933
BTCUSDT,2019-06-13 00:00:00+00:00,1.73649236,0.5878
BTCUSDT,2019-06-14 00:00:00+00:00,1.82901577,0.557
BTCUSDT,2019-06-15 00:00:00+00:00,1.85878621,0.5471
BTCUSDT,2019-06-16 00:00:00+00:00,1.88896018,0.537
BTCUSDT,2019-06-17 00:00:00+00:00,1.9511578,0.5163
BTCUSDT,2019-06-18 00:00:00+00:00,1.88755922,0.5375
BTCUSDT,2019-06-19 00:00:00+00:00,1.93150882,0.5228
BTCUSDT,2019-06-20 00:00:00+00:00,1.98086596,0.5064
BTCUSDT,2019-06-21 00:00:00+00:00,2.08422475,0.4719
BTCUSDT,2019-06-22 00:00:00+00:00,2.19688103,0.4344
BTCUSDT,2019-06-23 00:00:00+00:00,2.2136737,0.4288
BTCUSDT,2019-06-24 00:00:00+00:00,2.24706654,0.4176
BTCUSDT,2019-06-25 00:00:00+00:00,2.37982686,0.3734
BTCUSDT,2019-06-26 00:00:00+00:00,2.57176389,0.3094
BTCUSDT,2019-06-27 00:00:00+00:00,2.21524309,0.4283
BTCUSDT,2019-06-28 00:00:00+00:00,2.44168454,0.3528
BTCUSDT,2019-06-29 00:00:00+00:00,2.35329242,0.3822
BTCUSDT,2019-06-30 00:00:00+00:00,2.13021037,0.4566
BTCUSDT,2019-07-01 00:00:00+00:00,2.07558255,0.4748
BTCUSDT,2019-07-02 00:00:00+00:00,2.11000412,0.4633
BTCUSDT,2019-07-03 00:00:00+00:00,2.33157806,0.3895
BTCUSDT,2019-07-04 00:00:00+00:00,2.17425127,0.4419
BTCUSDT,2019-07-05 00:00:00+00:00,2.13840364,0.4539
BTCUSDT,2019-07-06 00:00:00+00:00,2.17712562,0.441
BTCUSDT,2019-07-07 00:00:00+00:00,2.22256119,0.4258
BTCUSDT,2019-07-08 00:00:00+00:00,2.37905472,0.3736
BTCUSDT,2019-07-09 00:00:00+00:00,2.41917807,0.3603
BTCUSDT,2019-07-10 00:00:00+00:00,2.31328701,0.3956
BTCUSDT,2019-07-11 00:00:00+00:00,2.15704038,0.4477
BTCUSDT,2019-07-12 00:00:00+00:00,2.24857787,0.4171
BTCUSDT,2019-07-13 00:00:00+00:00,2.15890911,0.447
BTCUSDT,2019-07-14 00:00:00+00:00,1.95875859,0.5137
BTCUSDT,2019-07-15 00:00:00+00:00,2.07837284,0.4739
BTCUSDT,2019-07-16 00:00:00+00:00,1.80452153,0.5652
BTCUSDT,2019-07-17 00:00:00+00:00,1.84011447,0.5533
BTCUSDT,2019-07-18 00:00:00+00:00,2.02312657,0.4923
BTCUSDT,2019-07-19 00:00:00+00:00,1.9920017,0.5027
BTCUSDT,2019-07-20 00:00:00+00:00,2.0519756,0.4827
BTCUSDT,2019-07-21 00:00:00+00:00,1.99813946,0.5006
BTCUSDT,2019-07-22 00:00:00+00:00,1.94697902,0.5177
BTCUSDT,2019-07-23 00:00:00+00:00,1.86302934,0.5457
BTCUSDT,2019-07-24 00:00:00+00:00,1.84274782,0.5524
BTCUSDT,2019-07-25 00:00:00+00:00,1.86177246,0.5461
BTCUSDT,2019-07-26 00:00:00+00:00,1.84937883,0.5502
BTCUSDT,2019-07-27 00:00:00+00:00,1.7764295,0.5745
BTCUSDT,2019-07-28 00:00:00+00:00,1.79184692,0.5694
BTCUSDT,2019-07-29 00:00:00+00:00,1.75506806,0.5816
BTCUSDT,2019-07-30 00:00:00+00:00,1.76975529,0.5767
BTCUSDT,2019-07-31 00:00:00+00:00,1.85482085,0.5484
BTCUSDT,2019-08-01 00:00:00+00:00,1.91516898,0.5283
BTCUSDT,2019-08-02 00:00:00+00:00,1.93668955,0.5211
BTCUSDT,2019-08-03 00:00:00+00:00,1.98633631,0.5046
BTCUSDT,2019-08-04 00:00:00+00:00,2.0166431,0.4945
BTCUSDT,2019-08-05 00:00:00+00:00,2.15209305,0.4493
BTCUSDT,2019-08-06 00:00:00+00:00,2.07763358,0.4741
BTCUSDT,2019-08-07 00:00:00+00:00,2.16935722,0.4435
BTCUSDT,2019-08-08 00:00:00+00:00,2.15713659,0.4476
