date,turbulence_raw,turbulence_norm,turbulence_level
2021-09-15,1.0508227266054215,0.04488243454088323,low
2021-09-16,0.47882501951544526,0.020328672385494254,low
2021-09-17,1.326662615215063,0.05672322854047305,low
2021-09-18,2.9157686927157793,0.12493771993265274,low
2021-09-19,1.7578843514561786,0.07523399495903965,low
2021-09-20,5.54800044707126,0.237929768035636,low
2021-09-21,1.7134904001600109,0.07332832556954233,low
2021-09-22,4.816128065316241,0.2065131728867956,low
2021-09-23,0.6000559419017915,0.025532670928244582,low
2021-09-24,1.8086714267142485,0.07741409769546258,low
2021-09-25,0.23803825389696334,0.009992580300020922,low
2021-09-26,1.2262241643703256,0.052411774486148525,low
2021-09-27,0.7588993823887392,0.032351236823381445,low
2021-09-28,0.7219240305896966,0.030764020681721783,low
2021-09-29,0.06755302724218946,0.00267427525368544,low
2021-09-30,1.4846208182643121,0.063503794441507,low
2021-10-01,5.351740545853874,0.229505050811422,low
2021-10-02,0.8270977148015226,0.03527874092471211,low
2021-10-03,0.05805811571568829,0.0022666935511393865,low
2021-10-04,1.340146593981508,0.05730204625850899,low
2021-10-05,1.9921683623330415,0.08529094765059331,low
2021-10-06,7.332757857899086,0.3145428530661341,moderate
2021-10-07,1.1893834698999428,0.05083033868937384,low
2021-10-08,0.20017904973974265,0.00836742362063849,low
2021-10-09,0.5682508152911624,0.024167393577584545,low
2021-10-10,1.5711188992954477,0.06721683958523864,low
2021-10-11,2.1534628018202207,0.09221472593687934,low
2021-10-12,0.9763556933332149,0.041685838119744814,low
2021-10-13,1.0980948519025162,0.0469116533764441,low
2021-10-14,2.221157242834746,0.09512059982992137,low
2021-10-15,5.978152409471168,0.2563946129896032,moderate
2021-10-16,0.3462570034919729,0.014638014023571642,low
2021-10-17,0.09851618541623328,0.004003409989649633,low
2021-10-18,1.0317714381981493,0.04406463265372934,low
2021-10-19,1.084439299368672,0.04632547062630296,low
2021-10-20,2.3397890546254416,0.10021302809434693,low
2021-10-21,4.42294247471418,0.18963515859599614,low
2021-10-22,0.6408335138047603,0.027283102423632154,low
2021-10-23,1.5106594316698727,0.06462153654517541,low
2021-10-24,0.36993277618351994,0.01565432804774981,low
2021-10-25,0.6786200878918371,0.02890514136067832,low
2021-10-26,1.9079708616097224,0.081676657975629,low
2021-10-27,1.4332136307659507,0.06129707256261371,low
2021-10-28,2.7875170801723534,0.11943234892958152,low
2021-10-29,0.3769312781442927,0.015954748050240847,low
2021-10-30,0.35533000103964535,0.015027484507562468,low
2021-10-31,0.24901028718859763,0.010463569418446568,low
2021-11-01,0.15326029366432917,0.00635337362878914,low
2021-11-02,1.0786521836255805,0.04607705098797175,low
2021-11-03,1.7678712959900698,0.07566269783267837,low
2021-11-04,0.546736703776221,0.023243871733747343,low
2021-11-05,0.5432417583263238,0.023093846553123087,low
2021-11-06,1.3890727126542508,0.05940226495901488,low
2021-11-07,1.463180839830088,0.06258345485873347,low
2021-11-08,4.057472657495472,0.1739468807310115,low
2021-11-09,0.4089474333829426,0.017329084085360935,low
2021-11-10,0.718095873587236,0.030599691952136306,low
2021-11-11,0.3991420603345008,0.016908175409168585,low
2021-11-12,0.2624621965855328,0.011041010516154031,low
2021-11-13,0.7305666059895691,0.031135014722691087,low
2021-11-14,0.758461974859494,0.032332460523573005,low
2021-11-15,0.745463513058658,0.031774484266871975,low
2021-11-16,2.4181388376115063,0.10357629670979884,low
2021-11-17,0.2494348906572737,0.010481796086929672,low
2021-11-18,3.026664409377614,0.1296980660270782,low
2021-11-19,2.4785313363808084,0.10616872502265885,low
2021-11-20,0.5409932602447174,0.02299732678316896,low
2021-11-21,1.8398457274634943,0.07875229600722108,low
2021-11-22,1.556711825237441,0.06659839677438359,low
2021-11-23,1.5399894348156293,0.06588056592996355,low
2021-11-24,0.4631221985689822,0.019654607916512974,low
2021-11-25,1.070969368401686,0.045747255928738004,low
2021-11-26,3.088371437196808,0.1323469222473185,low
2021-11-27,0.5156774072137394,0.021910610129625387,low
2021-11-28,1.222035764273469,0.052231981842725136,low
2021-11-29,0.5222187577213561,0.022191406298120844,low
2021-11-30,2.793835102377628,0.11970355843374196,low
2021-12-01,2.59587024353458,0.11120565363638454,low
2021-12-02,0.27394554225892853,0.011533948398452782,low
2021-12-03,2.5207186785986275,0.1079796727833662,low
2021-12-04,8.078457002041521,0.3465529803757359,moderate
2021-12-05,0.6716436558357118,0.028605668738190364,low
2021-12-06,0.9621523353356647,0.041076140091663674,low
2021-12-07,0.3295540542813738,0.013921017718993659,low
2021-12-08,0.7530346544998225,0.03209948558049074,low
2021-12-09,2.257686002951971,0.09668864542981137,low
2021-12-10,2.194412005948261,0.09397252497374542,low
2021-12-11,1.3740237257618866,0.058756267186201167,low
2021-12-12,0.20274386392426388,0.008477521679911998,low
2021-12-13,3.414691879578868,0.14635466114098164,low
2021-12-14,0.14121418037011507,0.005836278198061346,low
2021-12-15,3.754710009452709,0.16095039148388177,low
2021-12-16,0.472440554508962,0.020054610735743734,low
2021-12-17,0.6296821388256824,0.02680441482480448,low
2021-12-18,0.18790504168574534,0.00784054550431805,low
2021-12-19,0.14477159719574378,0.005988985045556324,low
2021-12-20,0.5098452483726096,0.021660256956417604,low
2021-12-21,1.9981768724352513,0.08554887093617512,low
2021-12-22,0.07405682413716791,0.00295345938342381,low
2021-12-23,1.7988877987462533,0.07699412245576256,low
2021-12-24,0.34058332855852225,0.014394463982835157,low
2021-12-25,0.2741497847819423,0.011542715780332002,low
2021-12-26,0.4772142337960772,0.020259527266647755,low
2021-12-27,0.09953276916672289,0.004047048198878729,low
2021-12-28,2.8233541418568064,0.12097070245450159,low
2021-12-29,0.8348500358354295,0.035611519613261686,low
2021-12-30,0.23036911954202854,0.009663372510278559,low
2021-12-31,0.33701716495128514,0.014241381668109145,low
2022-01-01,0.7655590262569414,0.032637110891673315,low
2022-01-02,0.7512407602610193,0.03202248028497026,low
2022-01-03,0.3786710837391391,0.016029431518798445,low
2022-01-04,0.6529678492807852,0.027803984908822164,low
2022-01-05,1.861720380418685,0.07969129457178865,low
2022-01-06,0.9004104081527343,0.038425785769829746,low
2022-01-07,1.9794074236385333,0.08474316738906305,low
2022-01-08,2.9237646575845906,0.1252809573567859,low
2022-01-09,0.6343425808094376,0.027004470493891482,low
2022-01-10,0.6622427677274688,0.028202123115894866,low
2022-01-11,1.1798627255345455,0.05042164807786855,low
2022-01-12,0.9713999104324511,0.041473104549083914,low
2022-01-13,0.6391247162753222,0.02720975001751326,low
2022-01-14,0.3089473860901488,0.013036449086443585,low
2022-01-15,0.01101049599842453,0.00024711191611515997,low
2022-01-16,0.10185241037590251,0.0041466218821821065,low
2022-01-17,0.8268123848178073,0.035266492755761235,low
2022-01-18,0.575959662565112,0.024498306097181417,low
2022-01-19,0.39615119508500524,0.01677978854141602,low
2022-01-20,0.9440840575002097,0.040300535240402516,low
2022-01-21,8.557536013395582,0.36711808396377554,moderate
2022-01-22,4.7986547580046395,0.20576310793639607,low
2022-01-23,1.0836074643481932,0.04628976300196777,low
2022-01-24,3.7075823081507107,0.15892737224034928,low
2022-01-25,0.20756752617693003,0.008684583796074051,low
2022-01-26,0.5440526191990755,0.023128653834278017,low
2022-01-27,1.0862316684357136,0.04640241045179756,low
2022-01-28,2.052082621984576,0.08786284691341427,low
2022-01-29,0.46815573754203005,0.01987067926996799,low
2022-01-30,0.63611626481636,0.027080608238335163,low
2022-01-31,0.8500129009218416,0.036262405758977385,low
2022-02-01,2.8016605776631778,0.12003947736581563,low
2022-02-02,2.5284045486359306,0.10830959897452747,low
2022-02-03,0.12570669503313608,0.005170598769852609,low
2022-02-04,10.686582783134028,0.4585102475229799,moderate
2022-02-05,0.2004380139253196,0.008378540002645981,low
2022-02-06,0.5543836699185566,0.023572127923487077,low
2022-02-07,0.9479457075696518,0.04046630170442351,low
2022-02-08,0.6739834052545628,0.028706105593131533,low
2022-02-09,2.1798951000109112,0.09334936748342743,low
2022-02-10,2.288279867807742,0.09800192775904375,low
2022-02-11,2.4479973506288784,0.10485801308357937,low
2022-02-12,0.035369766187647755,0.0012927659792195774,low
2022-02-13,0.36003725147162957,0.015229549491530336,low
2022-02-14,0.23195981256482792,0.009731655123407824,low
2022-02-15,3.7926913258826427,0.16258078999494163,low
2022-02-16,0.3140015159576299,0.013253404331421616,low
2022-02-17,5.22908127090477,0.22423973833565186,low
2022-02-18,0.892830953755176,0.03810042761150414,low
2022-02-19,0.3496811871391676,0.014785001659723768,low
2022-02-20,2.0363173001995207,0.08718609951282981,low
2022-02-21,3.511907776044544,0.15052778276359272,low
2022-02-22,1.1171273483932336,0.04772864859559249,low
2022-02-23,0.7085472808570703,0.03018980591254369,low
2022-02-24,2.6991163105644262,0.11563762834870872,low
2022-02-25,3.3845015881431406,0.1450587027374314,low
2022-02-26,0.6368498470152956,0.027112098229660004,low
2022-02-27,1.855134509525088,0.07940858730652675,low
2022-02-28,21.727113383016516,0.9324397039852349,extreme
2022-03-01,1.0998693314642074,0.04698782527113408,low
2022-03-02,0.3231429971033073,0.013645814564918632,low
2022-03-03,1.2189107783952493,0.05209783766864598,low
2022-03-04,5.216893229366622,0.22371655044633293,low
2022-03-05,0.22642560881364554,0.009494092068623379,low
2022-03-06,1.298550712738482,0.05551648774660326,low
2022-03-07,0.4956004867186472,0.021048781621331027,low
2022-03-08,0.9120771951492577,0.038926598114843496,low
2022-03-09,7.323518567422198,0.31414624423703896,moderate
2022-03-10,3.9633250549630663,0.16990546970536005,low
2022-03-11,0.33171881720693486,0.014013943046032895,low
2022-03-12,0.015841588104422443,0.00045449296861086624,low
2022-03-13,0.8090462447498321,0.03450385756991814,low
2022-03-14,2.697645113142312,0.11557447524313075,low
2022-03-15,0.8514704910431201,0.03632497475307353,low
2022-03-16,1.8653079486128288,0.07984529570686906,low
2022-03-17,0.9356099047325263,0.0399367709648695,low
2022-03-18,1.741871430782363,0.07454661904692585,low
2022-03-19,0.4746369451475407,0.020148893724419248,low
2022-03-20,0.7023741314194624,0.029924815264570945,low
2022-03-21,0.6475027174322566,0.02756938685730322,low
2022-03-22,0.8454359964784196,0.036065936049888066,low
2022-03-23,0.5104742465380745,0.02168725753904157,low
2022-03-24,1.3435229250094824,0.057446979757352024,low
2022-03-25,0.9148174548530881,0.03904422740632117,low
2022-03-26,0.23183830755740933,0.009726439359400619,low
2022-03-27,2.1436256215268004,0.09179245189240257,low
2022-03-28,0.29770951071742124,0.012554048343199956,low
2022-03-29,0.6012920803899346,0.025585733816526783,low
2022-03-30,2.7922973578655705,0.11963754870584128,low
2022-03-31,1.6258791605237675,0.06956749661253268,low
2022-04-01,3.4672363778505604,0.1486102035970888,low
2022-04-02,0.3565726201639531,0.015080825585769257,low
2022-04-03,0.2949230290043347,0.012434434910514106,low
2022-04-04,0.637311135762186,0.02713189966249044,low
2022-04-05,0.8245241807831675,0.03516826855497662,low
2022-04-06,4.227962573299129,0.1812653870652979,low
2022-04-07,0.6595680171990378,0.02808730589287798,low
2022-04-08,2.9823824041093028,0.12779720206967993,low
2022-04-09,0.2680773117040683,0.011282046798968992,low
2022-04-10,0.1843724151933553,0.007688902814840752,low
2022-04-11,4.643570761008506,0.19910592115198977,low
2022-04-12,0.3375755437928776,0.014265350822354209,low
2022-04-13,0.6423193985739715,0.027346886003113857,low
2022-04-14,0.8979722780986437,0.038321125795305354,low
2022-04-15,0.42219503230027694,0.017897754884062318,low
2022-04-16,0.22368995944924108,0.009376660682095877,low
2022-04-17,0.32596129666668977,0.013766793821136254,low
2022-04-18,0.8444165345372808,0.03602217429049826,low
2022-04-19,1.0328906190639293,0.04411267498055444,low
2022-04-20,0.379736131356205,0.016075150103942157,low
2022-04-21,0.6141085698461595,0.026135898668368913,low
2022-04-22,0.6877449629964851,0.029296838757783293,low
2022-04-23,0.06597877191308878,0.0026066982504151953,low
2022-04-24,0.16759275024657916,0.006968613385279368,low
2022-04-25,0.6555881699962307,0.027916465659741967,low
2022-04-26,3.1393527594946917,0.13453536329621338,low
2022-04-27,0.7834900080642744,0.033406822128366445,low
2022-04-28,0.39106862265520614,0.01656161236163075,low
2022-04-29,1.091837493351165,0.046643047940292066,low
2022-04-30,2.96892267981548,0.1272194255071322,low
2022-05-01,1.027933732797638,0.043899894046461135,low
2022-05-02,0.8080974020156129,0.03446312723388688,low
2022-05-03,0.4269093107351663,0.01810012155439994,low
2022-05-04,2.655205933561559,0.11375271702875432,low
2022-05-05,6.230186422138681,0.2672135081099869,moderate
2022-05-06,0.3787333259263259,0.016032103347446137,low
2022-05-07,0.4122187677855378,0.017469510464446805,low
2022-05-08,1.427200924633526,0.061038969156855506,low
2022-05-09,11.813193092579628,0.5068714930962687,elevated
2022-05-10,1.4515985741751356,0.06208627070469368,low
2022-05-11,20.267780148758597,0.8697958844466593,extreme
2022-05-12,10.540736682423265,0.452249609720144,moderate
2022-05-13,3.1713306204896536,0.13590805550000376,low
2022-05-14,2.919739295068623,0.12510816331831132,low
2022-05-15,5.020563974833536,0.21528885613882423,low
2022-05-16,2.283623037351437,0.09780202711957477,low
2022-05-17,1.4205926035037735,0.06075529818535483,low
2022-05-18,4.983808967820085,0.21371109859007595,low
2022-05-19,2.8502216493950865,0.12212402594098766,low
2022-05-20,1.5071484698942175,0.06447082384247128,low
2022-05-21,0.14617783790379707,0.0060493497978110645,low
2022-05-22,0.9227882196710866,0.039386383084764984,low
2022-05-23,1.9901859074139987,0.08520584813714666,low
2022-05-24,1.0969234770201253,0.046861370552054214,low
2022-05-25,0.652013360566883,0.02776301221160561,low
2022-05-26,10.33009481502923,0.4432075274742679,moderate
2022-05-27,1.476640408523718,0.06316122474193603,low
2022-05-28,3.4868727523253207,0.1494531210816716,low
2022-05-29,1.0690403974696934,0.0456644522865525,low
2022-05-30,10.494193594210339,0.450251685770813,moderate
2022-05-31,2.194326024077036,0.09396883408759403,low
2022-06-01,5.171697671612802,0.22177647103375428,low
2022-06-02,1.2754599862835367,0.054525287610060244,low
2022-06-03,1.13605112016662,0.048540976661679475,low
2022-06-04,0.3354610760104677,0.01417458448121159,low
2022-06-05,0.1330072708841347,0.005483985695745651,low
2022-06-06,7.173868536095615,0.3077223176544776,moderate
2022-06-07,2.224969087507539,0.09528422833106556,low
2022-06-08,1.7687908200936777,0.075702169627506,low
2022-06-09,0.9853049299056817,0.042069995999311445,low
2022-06-10,4.262342301343656,0.18274118260592492,low
2022-06-11,8.56282867004753,0.367345278288143,moderate
2022-06-12,3.148783468971874,0.13494018904042374,low
2022-06-13,33.68609837582766,0.9999999999957074,extreme
2022-06-14,3.0306148842850216,0.1298676454153782,low
2022-06-15,16.878256991085124,0.7242960958948743,elevated
2022-06-16,10.730488134794367,0.46039494312342416,moderate
2022-06-17,0.5588739611256697,0.023764879644239248,low
2022-06-18,18.183550615716953,0.7803275603656121,extreme
2022-06-19,16.39510632233706,0.7035562109991627,elevated
2022-06-20,0.9057128762408329,0.03865340126314016,low
2022-06-21,0.5842955585223023,0.024856135515285576,low
2022-06-22,2.9929430224831415,0.12825053065570569,low
2022-06-23,5.25224583268214,0.22523410795158794,low
2022-06-24,12.272895193641014,0.5266048170447479,elevated
2022-06-25,0.3439769326203911,0.014540138949625856,low
2022-06-26,1.3437089555040753,0.05745496536369496,low
2022-06-27,0.6005787724920835,0.025555114126534488,low
2022-06-28,2.0955728177603676,0.08972972139548649,low
2022-06-29,2.543030639609269,0.10893744337769733,low
2022-06-30,0.8936583361325643,0.03813594410021404,low
2022-07-01,1.7942261967060378,0.07679401698970949,low
2022-07-02,0.27556482634465224,0.011603458320975271,low
2022-07-03,0.11199599102324184,0.004582048569267756,low
2022-07-04,3.5690531154375402,0.1529808224425156,low
2022-07-05,0.8294559347559176,0.03537997065195155,low
2022-07-06,2.3507571798081464,0.10068384945200021,low
2022-07-07,3.3902671727904248,0.14530619812484546,low
2022-07-08,0.874459273790734,0.037311798820426,low
2022-07-09,0.02784666017458356,0.0009698266502241588,low
2022-07-10,0.8387466755648613,0.035778788054963075,low
2022-07-11,2.0733559428946955,0.08877603250036309,low
2022-07-12,2.8997610111845917,0.12425056891770266,low
2022-07-13,3.673312345965223,0.15745628854517585,low
2022-07-14,7.784721085363715,0.33394397557518435,moderate
2022-07-15,2.1327693502734992,0.09132643201339978,low
2022-07-16,18.661740440205403,0.8008544944251041,extreme
2022-07-17,0.5730535877705278,0.02437355897245078,low
2022-07-18,28.69298425810045,0.9999999999957074,extreme
2022-07-19,14.34827738240008,0.6156933571082571,elevated
2022-07-20,2.109657744337001,0.09033433559734791,low
2022-07-21,3.697657686430471,0.15850134465635646,low
2022-07-22,1.0748508187944348,0.045913872347965186,low
2022-07-23,1.1752400461038743,0.0502232134165851,low
2022-07-24,1.4616374957787064,0.06251720476316168,low
2022-07-25,4.811698079765452,0.20632300986652885,low
2022-07-26,0.10108610219399547,0.004113727084522866,low
2022-07-27,10.414480766430223,0.446829906645152,moderate
2022-07-28,1.5754803842756209,0.0674040621274273,low
2022-07-29,0.395296075131395,0.016743081380364462,low
2022-07-30,3.9185152402440435,0.16798194882546802,low
2022-07-31,0.46738426363086727,0.019837562726511642,low
2022-08-01,1.8117061873102016,0.07754436882932894,low
2022-08-02,2.1609110225119674,0.09253445071388308,low
2022-08-03,0.3752276194384795,0.015881616234959085,low
2022-08-04,0.35394909078907166,0.014968207098876649,low
2022-08-05,5.913496867632795,0.2536191878844856,moderate
2022-08-06,0.422734230757859,0.017920900694819806,low
2022-08-07,0.28834772338974063,0.01215218117390194,low
2022-08-08,1.134845065140243,0.048489205145995216,low
2022-08-09,0.7114957311601434,0.030316372062322426,low
2022-08-10,7.535822077069526,0.3232596546861036,moderate
2022-08-11,0.5013206404037367,0.021294326824283852,low
2022-08-12,1.4797925844325477,0.06329653608423338,low
2022-08-13,0.5117791679392282,0.021743273025324566,low
2022-08-14,0.9077428792913762,0.03874054184335566,low
2022-08-15,0.22877861767106572,0.009595098102596048,low
2022-08-16,0.06464457085841605,0.0025494258960720856,low
2022-08-17,1.5209292973647448,0.06506238418584613,low
2022-08-18,1.04071277368485,0.04444845136868348,low
2022-08-19,10.719288851438263,0.4599141989938094,moderate
2022-08-20,3.974723512442132,0.17039476364904235,low
2022-08-21,0.4739080987213333,0.02011760702243587,low
2022-08-22,0.9292735698357635,0.03966477536407676,low
2022-08-23,1.0386453697293854,0.044359705304892694,low
2022-08-24,0.19893915259183145,0.008314199386887905,low
2022-08-25,0.5773883952117537,0.024559636345807326,low
2022-08-26,6.682552522279476,0.2866319244643566,moderate
2022-08-27,0.1360963442567063,0.00561658827776743,low
2022-08-28,0.9324578568074252,0.039801465116443877,low
2022-08-29,5.862718832771324,0.25143947321910765,moderate
2022-08-30,0.6685910416061442,0.028474631213361322,low
2022-08-31,0.5107028738289227,0.021697071669504218,low
2022-09-01,0.7660182418220294,0.032656823330418194,low
2022-09-02,0.04006816161155377,0.001494450850191288,low
2022-09-03,0.21857713344866908,0.009157185827557366,low
2022-09-04,0.547572059131537,0.023279730473136365,low
2022-09-05,3.0172811766695844,0.12929527828631304,low
2022-09-06,3.093322805381432,0.1325594663104189,low
2022-09-07,1.3224901650853123,0.056544120570596164,low
2022-09-08,0.7125089840994119,0.030359867292050913,low
2022-09-09,25.59659300784226,0.9999999999957074,extreme
2022-09-10,1.1373426305422334,0.04859641646185868,low
2022-09-11,0.4815641277149577,0.02044625224711794,low
2022-09-12,16.810282995463552,0.7213782217486043,elevated
2022-09-13,8.554471197974294,0.3669865226865681,moderate
2022-09-14,2.9224587605266357,0.12522489998913738,low
2022-09-15,14.445131902017811,0.6198509661491516,elevated
2022-09-16,2.09451237859229,0.0896842006341434,low
2022-09-17,0.8455557189667926,0.036071075296895044,low
2022-09-18,6.332495897681133,0.2716052783873401,moderate
2022-09-19,1.875655766339603,0.08028948954216106,low
2022-09-20,0.7773858439416639,0.03314479276676892,low
2022-09-21,3.4900516905016405,0.14958958122988644,low
2022-09-22,2.0669787659522862,0.0885022837004538,low
2022-09-23,1.8746435232976917,0.08024603766361948,low
2022-09-24,0.6337387910237987,0.02697855201449083,low
2022-09-25,0.4672034273804668,0.01982980009000739,low
2022-09-26,0.784070560100047,0.03343174309645513,low
2022-09-27,0.7409294391508752,0.03157985311547622,low
2022-09-28,0.7429091562906689,0.031664835106108215,low
2022-09-29,0.7523161221822698,0.03206864162533591,low
2022-09-30,0.21194640595905254,0.008872553033266053,low
2022-10-01,0.1652338142177999,0.0068673529195948215,low
2022-10-02,0.6139223134576871,0.02612790336523083,low
2022-10-03,0.9610092321765262,0.04102707086858697,low
2022-10-04,1.556772127604921,0.066600985333691,low
2022-10-05,0.11461801933063717,0.0046946026208425735,low
2022-10-06,0.5530007062279596,0.023512762368157823,low
2022-10-07,0.5176252390603278,0.021994223401649044,low
2022-10-08,0.0899935967125479,0.003637566537159048,low
2022-10-09,0.06793137863055226,0.002690516490120257,low
2022-10-10,0.24792551443751482,0.010417004105696905,low
2022-10-11,0.8699672332317419,0.03711897200641833,low
2022-10-12,0.1088357650420026,0.004446391666908141,low
2022-10-13,1.3606127385609301,0.058180582728169845,low
2022-10-14,1.142882460210789,0.048834221016627086,low
2022-10-15,0.2655993264737839,0.011175675988011531,low
2022-10-16,0.44572989347279274,0.0189080200939177,low
2022-10-17,0.5140794992599874,0.02184201780599137,low
2022-10-18,0.39145052037417494,0.016578005829022344,low
