symbol,date,score,score_bucket,f1_norm,f2_norm,f3_norm,f4_norm,f5_norm,f6_norm,f7_norm,f8_norm,outcome_7d,win,percentile_rank,pct_bucket
BTCUSDT,2014-10-07,26.6,20–40,0.6779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.192402,1,99.6,top 10%
BTCUSDT,2014-10-08,24.2,20–40,0.5612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.118527,1,99.1,top 10%
BTCUSDT,2014-10-09,22.6,20–40,0.4811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.048024,1,98.4,top 10%
BTCUSDT,2014-10-10,22.8,20–40,0.4892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.061389,1,98.5,top 10%
BTCUSDT,2014-10-11,22.7,20–40,0.4839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.080439,1,98.4,top 10%
BTCUSDT,2014-10-12,20.4,20–40,0.3683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02905,1,97.4,top 10%
BTCUSDT,2014-10-13,18.8,0–20,0.2893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.019387,0,94.4,top 10%
BTCUSDT,2014-10-14,17.4,0–20,0.2223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.035909,0,90.3,top 10%
BTCUSDT,2014-10-15,17.9,0–20,0.2469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.029422,0,91.5,top 10%
BTCUSDT,2014-10-16,18.9,0–20,0.295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.063099,0,94.6,top 10%
BTCUSDT,2014-10-17,18.7,0–20,0.2863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.066221,0,94.0,top 10%
BTCUSDT,2014-10-18,18.8,0–20,0.2294,0.0,0.0,0.0,1.0,0.0,0.0,0.1759,-0.112842,0,94.4,top 10%
BTCUSDT,2014-10-19,20.1,20–40,0.2384,0.0,0.0,0.0,1.0,0.0,0.0,0.3287,-0.089443,0,97.2,top 10%
BTCUSDT,2014-10-20,19.1,0–20,0.2706,0.0,0.0,0.0,1.0,0.0,0.0,0.0981,-0.077985,0,94.9,top 10%
BTCUSDT,2014-10-21,17.8,0–20,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.074667,0,91.3,top 10%
BTCUSDT,2014-10-22,19.0,0–20,0.2576,0.0,0.0,0.0,1.0,0.0,0.0,0.1156,-0.124145,0,94.8,top 10%
BTCUSDT,2014-10-23,23.3,20–40,0.374,0.0,0.0,0.0,1.0,0.0,0.0,0.4066,-0.036583,0,98.8,top 10%
BTCUSDT,2014-10-24,26.4,20–40,0.3743,0.0,0.0,0.0,1.0,0.0,0.0,0.8487,-0.055879,0,99.6,top 10%
BTCUSDT,2014-10-25,27.6,20–40,0.4214,0.0,0.0,0.0,1.0,0.0,0.0,0.8821,-0.061975,0,99.7,top 10%
BTCUSDT,2014-10-26,25.4,20–40,0.3481,0.0,0.0,0.0,1.0,0.0,0.0,0.7841,-0.081228,0,99.4,top 10%
BTCUSDT,2014-10-27,24.6,20–40,0.3563,0.0,0.0,0.0,1.0,0.0,0.0,0.6436,-0.072056,0,99.2,top 10%
BTCUSDT,2014-10-28,19.7,0–20,0.3082,0.0,0.0,0.0,1.0,0.0,0.0,0.0774,-0.075852,0,95.9,top 10%
BTCUSDT,2014-10-29,21.3,20–40,0.4146,0.0018,0.0,0.0,1.0,0.0,0.0,0.0,0.011606,1,97.9,top 10%
BTCUSDT,2014-10-30,22.0,20–40,0.3183,0.0,0.0,0.0,1.0,0.0,0.3793,0.0,0.011541,1,98.1,top 10%
BTCUSDT,2014-10-31,20.0,20–40,0.3524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012101,1,96.6,top 10%
BTCUSDT,2014-11-01,16.9,0–20,0.4097,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.060596,1,88.9,top 25%
BTCUSDT,2014-11-02,16.9,0–20,0.4082,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.114676,1,88.9,top 25%
BTCUSDT,2014-11-03,16.5,0–20,0.3894,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.120194,1,87.7,top 25%
BTCUSDT,2014-11-04,15.8,0–20,0.3549,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.112569,1,85.3,top 25%
BTCUSDT,2014-11-05,13.7,0–20,0.2524,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.247654,1,71.5,top 50%
BTCUSDT,2014-11-06,11.7,0–20,0.1503,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.204543,1,58.4,top 50%
BTCUSDT,2014-11-07,12.7,0–20,0.1996,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.161801,1,64.5,top 50%
BTCUSDT,2014-11-08,12.0,0–20,0.167,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.088701,1,60.0,top 50%
BTCUSDT,2014-11-09,8.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.067769,1,48.8,bottom 50%
BTCUSDT,2014-11-10,8.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.055826,1,48.8,bottom 50%
BTCUSDT,2014-11-11,8.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,0.020405,1,48.8,bottom 50%
BTCUSDT,2014-11-12,8.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,-0.101534,0,48.8,bottom 50%
BTCUSDT,2014-11-13,8.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.0,-0.149488,0,48.8,bottom 50%
BTCUSDT,2014-11-14,10.5,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.2522,-0.118069,0,53.1,top 50%
BTCUSDT,2014-11-15,9.9,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.1766,-0.061715,0,51.9,top 50%
BTCUSDT,2014-11-16,10.2,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.2197,-0.052359,0,52.5,top 50%
BTCUSDT,2014-11-17,18.1,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.4955,0.8433,-0.027121,0,92.6,top 10%
BTCUSDT,2014-11-18,15.8,0–20,0.0028,0.0,0.0,0.0,0.6693,0.0,0.0,1.0,0.0004,1,85.3,top 25%
BTCUSDT,2014-11-19,13.8,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.7274,-0.032019,0,72.1,top 50%
BTCUSDT,2014-11-20,14.6,0–20,0.1092,0.0,0.0,0.0,0.6693,0.0,0.0,0.5316,0.03306,1,77.8,top 25%
BTCUSDT,2014-11-21,17.7,0–20,0.1478,0.0,0.0,0.0,0.6693,0.0,0.0,0.8626,0.072963,1,91.0,top 10%
BTCUSDT,2014-11-22,17.4,0–20,0.1322,0.0,0.0,0.0,0.6693,0.0,0.0,0.8598,0.063955,1,90.3,top 10%
BTCUSDT,2014-11-23,14.2,0–20,0.0255,0.0,0.0,0.0,0.6693,0.0,0.0,0.7125,0.028495,1,74.2,top 50%
BTCUSDT,2014-11-24,14.0,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.7501,0.006219,1,73.1,top 50%
BTCUSDT,2014-11-25,10.7,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.2835,0.015897,1,53.6,top 50%
BTCUSDT,2014-11-26,9.4,0–20,0.0252,0.0,0.0,0.0,0.6693,0.0,0.0,0.0234,0.018025,1,50.6,top 50%
BTCUSDT,2014-11-27,10.1,0–20,0.0151,0.0,0.0,0.0,0.6693,0.0,0.0,0.1607,-0.000179,0,52.4,top 50%
BTCUSDT,2014-11-28,11.0,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.3273,0.001081,1,54.9,top 50%
BTCUSDT,2014-11-29,10.0,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.187,-0.00188,0,52.1,top 50%
BTCUSDT,2014-11-30,9.5,0–20,0.0,0.0,0.0,0.0,0.6693,0.0,0.0,0.1156,-0.007809,0,50.8,top 50%
BTCUSDT,2014-12-01,0.1,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,-0.045712,0,7.0,bottom 50%
BTCUSDT,2014-12-02,0.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076304,0,3.4,bottom 50%
BTCUSDT,2014-12-03,0.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076385,0,3.4,bottom 50%
BTCUSDT,2014-12-04,0.8,0–20,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051671,0,10.5,bottom 50%
BTCUSDT,2014-12-05,0.2,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254,-0.064513,0,7.4,bottom 50%
BTCUSDT,2014-12-06,0.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.073133,0,3.4,bottom 50%
BTCUSDT,2014-12-07,0.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062552,0,3.4,bottom 50%
BTCUSDT,2014-12-08,2.5,0–20,0.1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045768,0,20.9,bottom 50%
BTCUSDT,2014-12-09,8.6,0–20,0.212,0.0,0.0,0.0,0.0,0.0,0.6231,0.0,-0.071424,0,48.3,bottom 50%
BTCUSDT,2014-12-10,7.7,0–20,0.2596,0.0503,0.0,0.0,0.0,0.0,0.0,0.2442,-0.076766,0,46.4,bottom 50%
BTCUSDT,2014-12-11,10.1,0–20,0.2042,0.0,0.0,0.0,0.0,0.0,0.54,0.319,-0.111582,0,52.4,top 50%
BTCUSDT,2014-12-12,5.6,0–20,0.1768,0.0,0.0,0.0,0.0,0.0,0.0,0.2953,-0.098425,0,35.7,bottom 50%
BTCUSDT,2014-12-13,4.5,0–20,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050147,0,31.0,bottom 50%
BTCUSDT,2014-12-14,3.3,0–20,0.1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08756,0,25.2,bottom 50%
BTCUSDT,2014-12-15,4.5,0–20,0.2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038973,0,31.0,bottom 50%
BTCUSDT,2014-12-16,13.5,0–20,0.3693,0.1183,0.0,0.0,0.0,0.0,0.6198,0.0,0.022962,1,70.3,top 50%
BTCUSDT,2014-12-17,15.4,0–20,0.4159,0.0886,0.0,0.0,0.0,0.0,0.8281,0.0,0.008625,1,82.1,top 25%
BTCUSDT,2014-12-18,16.3,0–20,0.4648,0.0732,0.0,0.0,0.0,0.0,0.8483,0.0,0.024445,1,87.1,top 25%
BTCUSDT,2014-12-19,7.4,0–20,0.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031717,1,45.9,bottom 50%
BTCUSDT,2014-12-20,4.2,0–20,0.2107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042712,0,29.6,bottom 50%
BTCUSDT,2014-12-21,5.6,0–20,0.2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011233,0,35.7,bottom 50%
BTCUSDT,2014-12-22,3.0,0–20,0.1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057899,0,23.4,bottom 50%
BTCUSDT,2014-12-23,2.4,0–20,0.1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07124,0,20.3,bottom 50%
BTCUSDT,2014-12-24,4.3,0–20,0.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007258,0,30.0,bottom 50%
BTCUSDT,2014-12-25,4.9,0–20,0.2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014918,0,32.8,bottom 50%
BTCUSDT,2014-12-26,2.8,0–20,0.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039314,0,22.5,bottom 50%
BTCUSDT,2014-12-27,4.7,0–20,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.110114,0,31.9,bottom 50%
BTCUSDT,2014-12-28,4.3,0–20,0.2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.167205,0,30.0,bottom 50%
BTCUSDT,2014-12-29,5.0,0–20,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.122161,0,33.4,bottom 50%
BTCUSDT,2014-12-30,5.3,0–20,0.2671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078999,0,34.6,bottom 50%
BTCUSDT,2014-12-31,2.9,0–20,0.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.080751,0,22.9,bottom 50%
BTCUSDT,2015-01-01,4.0,0–20,0.1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09833,0,28.9,bottom 50%
BTCUSDT,2015-01-02,3.7,0–20,0.1873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078164,0,27.3,bottom 50%
BTCUSDT,2015-01-03,18.9,0–20,0.4198,0.3543,0.0,0.0,0.0,0.0,0.7372,0.0,-0.022364,0,94.6,top 10%
BTCUSDT,2015-01-04,22.6,20–40,0.4969,0.3778,0.0,0.0,0.0,0.0,1.0,0.0,0.005545,1,98.4,top 10%
BTCUSDT,2015-01-05,14.3,0–20,0.377,0.0254,0.0,0.0,0.0,0.0,0.906,0.0,-0.02433,0,75.4,top 25%
BTCUSDT,2015-01-06,5.1,0–20,0.2537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.210798,0,33.9,bottom 50%
BTCUSDT,2015-01-07,3.9,0–20,0.1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0545,-0.394901,0,28.3,bottom 50%
BTCUSDT,2015-01-08,4.9,0–20,0.2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.259415,0,32.8,bottom 50%
BTCUSDT,2015-01-09,3.5,0–20,0.1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.283432,0,26.1,bottom 50%
BTCUSDT,2015-01-10,5.4,0–20,0.2709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27488,0,35.0,bottom 50%
BTCUSDT,2015-01-11,6.4,0–20,0.3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20824,0,38.0,bottom 50%
BTCUSDT,2015-01-12,6.0,0–20,0.2981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.197669,0,37.0,bottom 50%
BTCUSDT,2015-01-13,19.4,0–20,0.4818,0.1873,0.0,0.0,0.0,0.0,1.0,0.0,-0.064402,0,95.6,top 10%
BTCUSDT,2015-01-14,24.1,20–40,0.6077,0.3326,0.0,0.0,0.0,0.0,1.0,0.0,0.273965,1,99.0,top 10%
BTCUSDT,2015-01-15,14.4,0–20,0.3695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.112283,1,76.7,top 25%
BTCUSDT,2015-01-16,7.5,0–20,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119089,1,46.0,bottom 50%
BTCUSDT,2015-01-17,8.1,0–20,0.4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243837,1,47.5,bottom 50%
BTCUSDT,2015-01-18,6.4,0–20,0.3225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206234,1,38.0,bottom 50%
BTCUSDT,2015-01-19,5.8,0–20,0.2898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27279,1,36.4,bottom 50%
BTCUSDT,2015-01-20,6.1,0–20,0.3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246835,1,37.2,bottom 50%
BTCUSDT,2015-01-21,3.8,0–20,0.1893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03093,1,27.8,bottom 50%
BTCUSDT,2015-01-22,2.9,0–20,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000458,1,22.9,bottom 50%
BTCUSDT,2015-01-23,2.9,0–20,0.1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027714,0,22.9,bottom 50%
BTCUSDT,2015-01-24,0.8,0–20,0.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.122588,0,10.5,bottom 50%
BTCUSDT,2015-01-25,0.0,0–20,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.105416,0,3.4,bottom 50%
BTCUSDT,2015-01-26,0.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.128876,0,3.4,bottom 50%
BTCUSDT,2015-01-27,0.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.137421,0,3.4,bottom 50%
BTCUSDT,2015-01-28,2.4,0–20,0.1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03019,0,20.3,bottom 50%
BTCUSDT,2015-01-29,2.5,0–20,0.1239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07024,0,20.9,bottom 50%
BTCUSDT,2015-01-30,3.2,0–20,0.1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018368,0,24.6,bottom 50%
BTCUSDT,2015-01-31,5.0,0–20,0.2083,0.0,0.0,0.0,0.0,0.0,0.0,0.1169,0.047318,1,33.4,bottom 50%
BTCUSDT,2015-02-01,14.4,0–20,0.1362,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,-0.015685,0,76.7,top 25%
BTCUSDT,2015-02-02,14.1,0–20,0.0558,0.0,0.0,0.0,0.9018,0.0,0.0,0.1816,-0.076057,0,73.6,top 50%
BTCUSDT,2015-02-03,21.1,20–40,0.121,0.0,0.0,0.0,0.9018,0.0,0.0,1.0,-0.032688,0,97.8,top 10%
BTCUSDT,2015-02-04,17.0,0–20,0.1235,0.0,0.0,0.0,0.9018,0.0,0.0,0.3958,-0.033802,0,89.3,top 25%
BTCUSDT,2015-02-05,16.9,0–20,0.1816,0.0,0.0,0.0,0.9018,0.0,0.0,0.2247,0.021432,1,88.9,top 25%
BTCUSDT,2015-02-06,19.3,0–20,0.1386,0.0,0.0,0.0,0.9018,0.0,0.0,0.681,0.059213,1,95.3,top 10%
BTCUSDT,2015-02-07,18.0,0–20,0.0929,0.0,0.0,0.0,0.9018,0.0,0.0,0.6338,0.12982,1,92.0,top 10%
BTCUSDT,2015-02-08,16.2,0–20,0.1229,0.0,0.0,0.0,0.9018,0.0,0.0,0.2838,0.051085,1,86.7,top 25%
BTCUSDT,2015-02-09,17.1,0–20,0.146,0.0,0.0,0.0,0.9018,0.0,0.0,0.3567,0.062392,1,89.6,top 25%
BTCUSDT,2015-02-10,14.7,0–20,0.148,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.108129,1,78.4,top 25%
BTCUSDT,2015-02-11,14.8,0–20,0.1531,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.078203,1,78.8,top 25%
BTCUSDT,2015-02-12,14.2,0–20,0.1244,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.083508,1,74.2,top 50%
BTCUSDT,2015-02-13,11.7,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.035476,1,58.4,top 50%
BTCUSDT,2015-02-14,11.7,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,-0.049693,0,58.4,top 50%
BTCUSDT,2015-02-15,11.8,0–20,0.0053,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.004906,1,59.2,top 50%
BTCUSDT,2015-02-16,12.0,0–20,0.0129,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,0.021591,1,60.0,top 50%
BTCUSDT,2015-02-17,11.7,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,-0.020011,0,58.4,top 50%
BTCUSDT,2015-02-18,12.0,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.0411,0.004841,1,60.0,top 50%
BTCUSDT,2015-02-19,16.2,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.6371,-0.016052,0,86.7,top 25%
BTCUSDT,2015-02-20,14.6,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.4144,0.041222,1,77.8,top 25%
BTCUSDT,2015-02-21,12.8,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.1583,0.039786,1,65.0,top 50%
BTCUSDT,2015-02-22,12.7,0–20,0.0128,0.0,0.0,0.0,0.9018,0.0,0.0,0.1094,0.102658,1,64.5,top 50%
BTCUSDT,2015-02-23,13.1,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.2014,0.153952,1,67.8,top 50%
BTCUSDT,2015-02-24,13.8,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.2941,0.179978,1,72.1,top 50%
BTCUSDT,2015-02-25,15.9,0–20,0.0003,0.0,0.0,0.0,0.9018,0.0,0.0,0.5983,0.150006,1,85.6,top 25%
BTCUSDT,2015-02-26,15.4,0–20,0.0123,0.0,0.0,0.0,0.9018,0.0,0.0,0.4843,0.168137,1,82.1,top 25%
BTCUSDT,2015-02-27,13.1,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.1942,0.07444,1,67.8,top 50%
BTCUSDT,2015-02-28,14.3,0–20,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.3687,0.086517,1,75.4,top 25%
BTCUSDT,2015-03-01,3.2,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4611,0.054389,1,24.6,bottom 50%
BTCUSDT,2015-03-02,3.3,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4655,0.050557,1,25.2,bottom 50%
BTCUSDT,2015-03-03,3.3,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4686,0.035704,1,25.2,bottom 50%
BTCUSDT,2015-03-04,5.4,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778,0.085272,1,35.0,bottom 50%
BTCUSDT,2015-03-05,3.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4345,0.065813,1,23.4,bottom 50%
BTCUSDT,2015-03-06,0.4,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587,0.046252,1,8.4,bottom 50%
BTCUSDT,2015-03-07,6.1,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8716,0.020358,1,37.2,bottom 50%
BTCUSDT,2015-03-08,7.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966,0.043881,1,41.8,bottom 50%
BTCUSDT,2015-03-09,4.5,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417,0.003405,1,31.0,bottom 50%
BTCUSDT,2015-03-10,6.2,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907,-0.021439,0,37.5,bottom 50%
BTCUSDT,2015-03-11,5.1,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7336,-0.135232,0,33.9,bottom 50%
BTCUSDT,2015-03-12,5.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7098,-0.113557,0,33.4,bottom 50%
BTCUSDT,2015-03-13,4.4,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6341,-0.082667,0,30.5,bottom 50%
BTCUSDT,2015-03-14,7.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.077549,0,41.8,bottom 50%
BTCUSDT,2015-03-15,7.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.064363,0,41.8,bottom 50%
BTCUSDT,2015-03-16,7.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.082084,0,41.8,bottom 50%
BTCUSDT,2015-03-17,7.0,0–20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.139787,0,41.8,bottom 50%
BTCUSDT,2015-03-18,14.0,0–20,0.1461,0.0,0.0,0.0,0.0,0.0,0.6473,0.9291,-0.039415,0,73.1,top 50%
BTCUSDT,2015-03-19,9.4,0–20,0.0935,0.0,0.0,0.0,0.0,0.0,0.5663,0.5116,-0.047507,0,50.6,top 50%
BTCUSDT,2015-03-20,5.7,0–20,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.5775,-0.056237,0,36.1,bottom 50%
BTCUSDT,2015-03-21,5.7,0–20,0.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.5226,-0.027793,0,36.1,bottom 50%
BTCUSDT,2015-03-22,1.3,0–20,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.1674,-0.094219,0,13.4,bottom 50%
BTCUSDT,2015-03-23,0.4,0–20,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072033,0,8.4,bottom 50%
BTCUSDT,2015-03-24,5.2,0–20,0.2255,0.0432,0.0,0.0,0.0,0.0,0.0,0.0,-0.005582,0,34.2,bottom 50%
BTCUSDT,2015-03-25,4.4,0–20,0.2177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004366,1,30.5,bottom 50%
BTCUSDT,2015-03-26,3.7,0–20,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017998,1,27.3,bottom 50%
BTCUSDT,2015-03-27,4.0,0–20,0.2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029523,1,28.9,bottom 50%
BTCUSDT,2015-03-28,2.4,0–20,0.1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003556,1,20.3,bottom 50%
BTCUSDT,2015-03-29,4.4,0–20,0.2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073688,1,30.5,bottom 50%
BTCUSDT,2015-03-30,3.0,0–20,0.1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032182,1,23.4,bottom 50%
BTCUSDT,2015-03-31,3.7,0–20,0.1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036671,1,27.3,bottom 50%
BTCUSDT,2015-04-01,13.8,0–20,0.1403,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.009099,0,72.1,top 50%
BTCUSDT,2015-04-02,12.2,0–20,0.0597,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.036873,0,60.9,top 50%
BTCUSDT,2015-04-03,11.8,0–20,0.0415,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.071759,0,59.2,top 50%
BTCUSDT,2015-04-04,12.0,0–20,0.0498,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.067581,0,60.0,top 50%
BTCUSDT,2015-04-05,11.0,0–20,0.0,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.093803,0,54.9,top 50%
BTCUSDT,2015-04-06,11.5,0–20,0.0243,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.120963,0,57.1,top 50%
BTCUSDT,2015-04-07,12.1,0–20,0.0563,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.134375,0,60.5,top 50%
BTCUSDT,2015-04-08,16.6,0–20,0.1609,0.0,0.0,0.0,0.8454,0.0,0.3446,0.0,-0.086478,0,88.0,top 25%
BTCUSDT,2015-04-09,14.5,0–20,0.1771,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.06198,0,77.3,top 25%
BTCUSDT,2015-04-10,16.3,0–20,0.2636,0.0,0.0,0.0,0.8454,0.0,0.0,0.01,-0.055873,0,87.1,top 25%
BTCUSDT,2015-04-11,16.1,0–20,0.2546,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.055785,0,86.3,top 25%
BTCUSDT,2015-04-12,16.2,0–20,0.2593,0.0,0.0,0.0,0.8454,0.0,0.0,0.0,-0.057391,0,86.7,top 25%
